2024-2026 全球大学排名,,,,,,
学校中文名,学校英文名,国家/地区,QS 2026,USNews 2026,THE 2025,ARWU 2024
河内医科大学,Hanoi Medical University,越南,-,-,801,-
胡志明市开放大学,Ho Chi Minh City Open University,越南,-,-,1201,-
伊本赫勒敦大学,Ibn Khaldoun University,阿尔及利亚,-,-,1501,-
拉比泰贝西大学,Larbi Tebessi University,阿尔及利亚,-,-,1501,-
乌姆布阿吉大学,University of Oum El Bouaghi,阿尔及利亚,-,-,1501,-
澳大利亚大学,Austral University,阿根廷,-,-,1001,-
科马休国立大学 (UNCo),National University of Comahue (UNCo),阿根廷,-,-,1501,-
阿根廷罗马天主教大学,Pontifical Catholic University of Argentina,阿根廷,-,-,1501,-
又松大学,Woosong University,韩国,-,-,1201,-
东京科学研究所,Institute of Science Tokyo,日本,-,371,-,-
安徽财经大学,Anhui University of Finance & Economics,中国,-,500,-,-
博库大学,BOKU University,奥地利,-,653,-,-
圣保罗州立大学,UNESP,巴西,450,620,801,-
穆斯塔克巴尔大学学院,Al-Mustaqbal University College,伊拉克,-,1164,-,-
东北财经大学,Dongbei University of Finance & Economics,中国,-,1238,-,-
挪威BI商学院,BI Norwegian Business School,挪威,-,1309,-,-
吉首大学,Jishou University,中国,-,1414,-,-
比鲁尼大学,Biruni University,土耳其,-,1563,-,-
挪威内陆应用科学大学,Inland Norway University of Applied Sciences,挪威,-,1601,-,-
贾瓦哈拉尔医学研究生教育与研究学院,Jawaharlal Institute of Postgraduate Medical Education & Research,印度,-,1601,-,-
锡尔特大学,Siirt University,土耳其,-,1666,-,-
圣保罗州立大学,Sao Paulo State University,巴西,-,-,-,401
徐州理工大学,Xuzhou University of Technology,中国,-,1695,-,-
西藏大学,Tibet University,中国,-,1717,-,-
胡志明市河内国立大学-胡志明市理工大学,VNU-HCM University of Technology (HCMUT),越南,-,1717,-,-
查谟大学,University of Jammu,印度,-,1767,-,-
旁遮普中央大学,Central University of Punjab,印度,-,1794,-,-
塞姆南医科大学,Semnan University of Medical Sciences,伊朗,-,1826,-,-
潘迪特·迪恩达亚尔能源大学,Pandit Deendayal Energy University,印度,-,1836,-,-
上海纽约大学,NYU Shanghai,中国,-,1851,-,-
南昌理工学院,Nanchang Institute Technology,中国,-,1879,-,-
蒂米什瓦拉理工大学,Universitatea Politehnica Timisoara,罗马尼亚,-,1910,1501,-
盖基工程科学与技术学院,GIK Institute Engineering Science & Technology,巴基斯坦,-,1939,-,-
葡萄牙大学,Lusofona University,葡萄牙,-,1967,-,-
德尚大学,Universite de Dschang,喀麦隆,-,2001,-,-
秋明国立大学,Tyumen State University,俄罗斯,-,2026,-,-
湖北科技大学,Hubei University of Science & Technology,中国,-,2087,-,-
赣南师范大学,Gannan Normal University,中国,-,2105,-,-
南京晓庄学院,Nanjing Xiaozhuang University,中国,-,2121,-,-
广东技术师范学院,Guangdong Polytechnic Normal University,中国,-,2172,-,-
博帕尔莫拉纳阿扎德国立技术学院,Maulana Azad National Institute of Technology Bhopal,印度,-,2172,-,-
圣母大学,University of Notre Dame,美国,294,407,196,301
湖北中医药大学,Hubei University of Chinese Medicine,中国,-,2209,-,-
盐城师范学院,Yancheng Teachers University,中国,-,2212,-,-
陕西理工学院,Shaanxi University of Technology,中国,-,2220,-,-
江陵原州国立大学,Gangneung-Wonju National University,韩国,-,2235,-,-
埃尔贾迪达·舒阿伊布·杜卡利大学,Chouaib Doukkali University of El Jadida,摩洛哥,-,2236,-,-
宁波工程大学,Ningbo University of Technology,中国,-,2236,-,-
沈阳师范大学,Shenyang Normal University,中国,-,2236,-,-
SVKM国家管理与高等研究学院,SVKM's NMIMS (Deemed to be University),印度,-,2244,-,-
圣母大学,Notre Dame University-Louaize NDU,黎巴嫩,1001-1200,-,-,-
塞萨利大学,University of Thessaly,希腊,-,937,1201,801
特莱姆森大学,University of Tlemcen,阿尔及利亚,-,-,-,-
图卢兹第一大学,University of Toulouse 1,法国,-,-,401,-
图尔大学,University of Tours,法国,-,1188,1001,-
富山大学,University of Toyama,日本,-,1514,1201,-
山后-上杜罗省大学,University of Tras-os-Montes & Alto Douro,葡萄牙,-,1582,1201,-
特罗姆瑟大学,University of Tromso,挪威,-,-,-,501
突尼斯大学马纳尔分校,University of Tunis El Manar,突尼斯,-,1048,801,-
乌迪内大学,University of Udine,意大利,-,763,601,901
乌尔比诺大学,University of Urbino,意大利,-,1476,1201,-
瓦萨大学,University of Vaasa,芬兰,-,1041,401,-
兽医和动物科学大学，拉合尔,"University of Veterinary and Animal Sciences, Lahore",巴基斯坦,-,1468,801,-
汉诺威兽医大学，基金会,"University of Veterinary Medicine Hannover, Foundation",德国,-,-,-,-
维也纳兽医大学,University of Veterinary Medicine Vienna,奥地利,-,1408,-,-
维克大学-加泰罗尼亚中央大学,University of Vic – Central University of Catalonia,西班牙,-,-,801,-
瓦米大学,University of Warmia,波兰,-,-,-,-
西波希米亚大学比尔森,University of West Bohemia Pilsen,捷克共和国,-,-,-,-
圣塞巴斯蒂安大学,Universidad San Sebastian,智利,-,2244,-,-
伍珀塔尔大学,University of Wuppertal,德国,-,790,501,901
山梨大学,University of Yamanashi,日本,-,2001,1501,-
雅温得第一大学,University of Yaounde I,喀麦隆,-,1253,-,-
巴黎第七大学,University Paris Diderot - Paris 7,法国,-,-,-,-
巴黎东克里特尔大学,University Paris Est Creteil,法国,-,-,-,-
蒂米什瓦拉理工大学，UPT,"University Politehnica of Timisoara, UPT",罗马尼亚,-,-,-,-
博特拉大学,University Putra Malaysia,马来西亚,-,-,-,601
洛维拉·依维尔基里大学,University Rovira i Virgili,西班牙,-,-,-,701
坎帕尼亚大学路易吉万维泰利,University of Campania Luigi Vanvitelli,意大利,-,-,-,801
乌尔米亚大学,Urmia University,伊朗,-,1284,801,-
乌尔米亚医科大学,Urmia University of Medical Sciences,伊朗,-,1592,601,-
宇都宫大学,Utsunomiya University,日本,-,-,1501,-
顿涅茨克国立大学,Vasyl` Stus Donetsk National University,乌克兰,-,-,-,-
维尔泰克大学,Veltech University,印度,-,-,1201,-
圣康丁昂伊夫利纳-凡尔赛大学,Versailles Saint-Quentin-en-Yvelines University (UVSQ),法国,-,-,-,-
VetAgro Sup,VetAgro Sup,法国,-,1832,-,-
维克多贝贝斯医药大学，蒂米什瓦拉,"Victor Babes University of Medicine & Pharmacy, Timisoara",罗马尼亚,-,2115,-,-
维拉诺瓦大学,Villanova University,美国,-,817,-,-
维斯瓦·巴拉蒂大学,Visva Bharati University,印度,-,1895,-,-
那格浦尔维斯韦斯瓦拉亚国立技术学院,"Visvesvaraya National Institute of Technology, Nagpur",印度,-,2212,1201,-
韦洛尔理工大学,VIT University,印度,-,-,601,-
哈尔科夫国立大学,VN Karazin Kharkiv National University,乌克兰,-,-,-,-
伏尔加格勒国立技术大学,Volgograd State Technical University,俄国,-,-,1501,-
VSB-俄斯特拉发技术大学,VSB - Technical University of Ostrava,捷克共和国,-,-,1201,-
魏茨曼科学研究所,Weizmann Institute of Science,以色列,-,131,-,69
温州医科大学,Wenzhou Medical University,中国,-,1041,801,501
温州大学,Wenzhou University,中国,-,608,601,601
西肯塔基大学,Western Kentucky University,美国,-,-,-,-
西华盛顿大学,Western Washington University,美国,-,1499,-,-
西湖大学,Westlake University,中国,-,308,-,501
威尔弗里德·劳里尔大学,Wilfrid Laurier University,加拿大,-,1507,801,-
威廉姆斯学院,Williams College,美国,-,-,-,-
维滕赫德克大学,Witten Herdecke University,德国,-,1608,-,-
旺光大学,Wonkwang University,韩国,-,-,-,-
赖特州立大学,Wright State University,美国,-,1989,-,-
弗罗茨瓦夫医科大学,Wroclaw Medical University,波兰,-,956,501,901
弗罗茨瓦夫环境与生命科学大学,Wroclaw University of Environmental & Life Sciences,波兰,-,1930,1501,-
维也纳经济管理大学,WU Vienna University of Economics and Business,奥地利,-,972,-,-
武汉工程学院,Wuhan Institute of Technology,中国,-,884,-,901
武汉科技大学,Wuhan University of Science & Technology,中国,-,869,-,801
西安建筑科技大学,Xi'an University of Architecture & Technology,中国,-,989,-,801
西安理工大学,Xi'an University of Technology,中国,-,1180,-,501
湘潭大学,Xiangtan University,中国,-,1372,1201,801
西安电子科技大学,Xidian University,中国,-,445,601,401
新疆大学,Xinjiang University,中国,-,1387,-,701
山形大学,Yamagata University,日本,-,1667,1201,-
延边大学,Yanbian University,中国,-,2154,1501,-
长江大学,Yangtze University,中国,-,1651,-,901
扬州大学,Yangzhou University,中国,-,841,501,301
燕山大学,Yanshan University,中国,-,1354,1501,601
烟台大学,Yantai University,中国,-,1612,-,901
亚苏季大学,Yasouj University,伊朗,-,1832,1201,-
亚兹德大学,Yazd University,伊朗,-,1803,1201,-
叶迪特佩大学,Yeditepe University,土耳其,-,1813,1501,-
埃里温物理研究所,Yerevan Physics Institute,亚美尼亚,-,1212,-,-
云南大学,Yunnan University,中国,-,703,-,401
尤里加加林萨拉托夫国立技术大学（SSTU）,Yuri Gagarin State Technical University of Saratov (SSTU),俄国,-,-,-,-
尤里·费德科维奇·切尔诺夫策国立大学,Yuriy Fedkovych Chernivtsi National University,乌克兰,-,-,1501,-
赞詹医科大学,Zanjan University of Medical Sciences,伊朗,-,-,1001,-
泽维尔科技城,Zewail City of Science and Technology,埃及,-,-,1001,-
浙江农林大学,Zhejiang A&F University,中国,-,1164,-,901
浙江工商大学,Zhejiang Gongshang University,中国,-,755,801,-
浙江师范大学,Zhejiang Normal University,中国,-,360,601,701
浙江理工大学,Zhejiang Sci-Tech University,中国,-,1249,1201,501
浙江工业大学,Zhejiang University of Technology,中国,-,521,601,301
Zonguldak Bülent Ecevit 大学,Zonguldak Bülent Ecevit University,土耳其,-,2140,1501,-
国立第戎高等农业学院,AgroSup Dijon,法国,-,-,-,-
安徽科技大学,Anhui University of Science and Technology,中国,-,1667,-,-
北京工商大学,Beijing Technology and Business University,中国,-,833,-,701
圣托马斯大学,University of Santo Tomas,菲律宾,851-900,-,1501,-
中南林业科技大学,Central South University of Forestry and Technology,中国,-,1523,-,-
长春理工大学,Changchun University of Science and Technology,中国,-,1895,-,-
成都工业大学,Chengdu University of Technology,中国,-,1093,-,701
重庆师范大学,Chongqing Normal University,中国,-,1700,-,-
重庆工业大学,Chongqing University of Technology,中国,-,1712,-,-
克莱蒙特研究生大学,Claremont Graduate University,美国,-,1855,-,-
东莞理工大学,Dongguan University of Technology,中国,-,1393,-,-
德国科隆体育大学,German Sport University Cologne,德国,-,1996,-,-
吉雷松大学,Giresun University,土耳其,-,2044,-,-
广东海洋大学,Guangdong Ocean University,中国,-,1365,-,901
广西医科大学,Guangxi Medical University,中国,-,1860,-,901
桂林工业大学,Guilin University of Technology,中国,-,1706,-,-
贵州医科大学,Guizhou Medical University,中国,-,1924,-,-
哈尔滨科技大学,Harbin University of Science and Technology,中国,-,1568,-,901
河北农业大学,Hebei Agricultural University,中国,-,1451,-,-
河北大学,Hebei University,中国,-,1534,-,601
河南农业大学,Henan Agricultural University,中国,-,1459,-,901
河南科技大学,Henan University of Science and Technology,中国,-,1243,-,701
霍米巴巴国立研究所,Homi Bhabha National Institute,印度,-,1402,-,701
湖州大学,Huzhou University,中国,-,891,-,-
IHE代尔夫特水教育学院,IHE Delft Institute for Water Education,荷兰,-,1032,-,-
伊诺努大学,Inonu University,土耳其,-,2083,1001,-
热带医学研究所,Institute of Tropical Medicine,比利时,-,1449,-,-
万隆理工学院,Institute Technology of Bandung,印度尼西亚,-,1526,-,-
国际保健福祉大学,International University of Health and Welfare,日本,-,1996,-,-
扬科查诺夫斯基大学,Jan Kochanowski University,波兰,-,-,-,-
江西科技大学,Jiangxi University of Science and Technology,中国,-,1238,-,-
集美大学,Jimei University,中国,-,1845,-,801
延雪平大学,Jonkoping University,瑞典,-,1296,601,-
江农原州大学,Kangnung Wonju National University,韩国,-,-,-,-
昆明医科大学,Kunming Medical University,中国,-,1891,-,-
京林大学,Kyorin University,日本,-,1989,-,-
兰州交通大学,Lanzhou Jiaotong University,中国,-,1904,-,-
兰州理工大学,Lanzhou University of Technology,中国,-,1950,-,701
聊城大学,Liaocheng University,中国,-,1372,-,801
临沂大学,Linyi University,中国,-,1382,-,-
鲁东大学,Ludong University,中国,-,2033,-,-
马拉维亚国立技术研究所斋浦尔,Malaviya National Institute of Technology Jaipur,印度,-,1365,601,-
南昌航空大学,Nanchang Hangkong University,中国,-,1612,-,-
国立药学教育研究所,National Institute of Pharmaceutical Education and Research,印度,-,-,-,-
杜尔加普尔国立技术学院,National Institute of Technology Durgapur,印度,-,2083,-,-
卡纳塔克邦国立技术学院,National Institute of Technology Karnataka,印度,-,1963,-,-
瓦朗加尔国立技术学院,National Institute of Technology Warangal,印度,-,1813,1201,-
纳扎尔巴耶夫大学,Nazarbayev University,哈萨克斯坦,-,1111,501,-
华北大学,North University of China,中国,-,1393,1501,901
西北师范大学,Northwest Normal University - China,中国,-,1888,-,-
奥斯陆城市大学,Oslo Metropolitan University (OsloMet),挪威,-,930,-,-
青岛理工大学,Qingdao University of Technology,中国,-,1111,-,-
萨拉托夫国立大学,Saratov State University,俄国,-,1860,-,-
陕西科技大学,Shaanxi University of Science and Technology,中国,-,1162,-,801
山东工业大学,Shandong University of Technology,中国,-,1322,-,-
上海电力大学,Shanghai University of Electric Power,中国,-,1651,-,-
上海工程科技大学,Shanghai University of Engineering Science,中国,-,1542,-,-
山西医科大学,Shanxi Medical University,中国,-,1987,1501,901
绍兴大学,Shaoxing University,中国,-,1646,-,-
沈阳农业大学,Shenyang Agricultural University,中国,-,1582,-,-
西南医科大学,Southwest Medical University,中国,-,1904,-,-
西南科技大学,Southwest University of Science and Technology,中国,-,847,-,-
苏州科技大学,Suzhou University of Science and Technology,中国,-,1138,-,701
太原科技大学,Taiyuan University of Science and Technology,中国,-,1259,-,-
塔塔基础研究所,Tata Institute of Fundamental Research,印度,-,660,-,-
天津师范大学,Tianjin Normal University,中国,-,1601,-,-
穆尔西亚天主教大学,Universidad Catolica de Murcia,西班牙,-,1772,-,-
蓬塔格罗萨大学,Universidade Estadual de Ponta Grossa,巴西,-,2157,-,-
亚马逊联邦大学,Universidade Federal de Amazonas,巴西,-,1996,-,-
土伦大学,Universite de Toulon,法国,-,2104,-,-
穆罕默德总理大学,Universite Mohammed Premier,摩洛哥,-,-,1501,-
克拉科夫农业大学,University of Agriculture in Krakow,波兰,-,1736,-,-
代顿大学,University of Dayton,美国,-,1845,-,-
科布伦茨和朗道大学,University of Koblenz and Landau,德国,-,1435,-,-
马萨诸塞大学-达特茅斯分校,University of Massachusetts--Dartmouth,美国,-,1279,-,-
明尼苏达大学--德卢斯分校,University of Minnesota--Duluth,美国,-,1637,-,-
魁北克大学三河分校,University of Quebec Trois Rivieres,加拿大,-,1917,-,-
科学技术大学,University of Science and Technology,韩国,-,1346,-,-
锡洛纳戈拉大学,University of Zielona Gora,波兰,-,1291,-,-
津巴布韦大学,University of Zimbabwe,津巴布韦,-,1393,1501,-
和歌山医科大学,Wakayama Medical University,日本,-,1996,801,-
西波美拉尼亚科技大学,West Pomeranian University of Technology,波兰,-,1953,-,-
西挪威应用科学大学,Western Norway University of Applied Sciences,挪威,-,959,-,901
武汉纺织大学,Wuhan Textile University,中国,-,1463,1201,-
西安科技大学,Xi'an University of Science and Technology,中国,-,1393,-,701
西华大学,Xihua University,中国,-,1736,-,-
新乡医科大学,Xinxiang Medical University,中国,-,2048,-,-
信阳师范学院,Xinyang Normal University,中国,-,1794,-,-
徐州医学院,Xuzhou Medical College,中国,-,-,-,-
云南师范大学,Yunnan Normal University,中国,-,1979,-,-
浙江海洋大学,Zhejiang Ocean University,中国,-,1117,-,-
郑州轻工业大学,Zhengzhou University of Light Industry,中国,-,1803,-,-
卫斯理大学,Wesleyan University,美国,-,-,-,-
俄罗斯亚美尼亚大学（RAU）,Russian-Armenian University (RAU),亚美尼亚,-,-,-,-
多伦多城市大学,Toronto Metropolitan University,加拿大,-,1041,601,-
古巴圣地亚哥东方大学,"Universidad de Oriente, Santiago de Cuba",古巴,-,-,-,-
阿瓜斯卡连特斯自治大学 (UAA),Universidad Autónoma de Aguascalientes (UAA),墨西哥,-,-,-,-
温哥华岛大学,Vancouver Island University,加拿大,-,-,-,-
加州州立大学 - 洛杉矶,California State University - Los Angeles,美国,-,847,-,-
科尔多瓦天主教大学,Universidad Catolica de Cordoba,阿根廷,-,-,-,-
波哥大- 豪尔赫大学塔尔多洛扎诺大学,Fundación Universidad de Bogotá Jorge Tadeo Lozano,哥伦比亚,-,-,-,-
洪堡州立大学,Humboldt State University,美国,-,-,-,-
乌克兰国立生命与环境科学大学,National University of Life and Environmental sciences of Ukraine,乌克兰,-,-,1501,-
坎皮纳斯天主教大学,Pontifícia Universidade Católica de Campinas,巴西,-,-,-,-
罗格斯大学卡姆登分校,Rutgers University–Camden,美国,-,-,-,-
康塞普西翁天主教大学,Universidad Católica de la Santísima Concepción (UCSC),智利,-,-,1501,-
智利中央大学,Universidad Central de Chile,智利,-,-,-,-
墨西哥拉萨尔大学,"Universidad La Salle, México",墨西哥,-,-,-,-
国立科马休大学,Universidad Nacional del Comahue,阿根廷,-,1979,-,-
普埃布拉人民自治大学,Universidad Popular Autonoma del Estado de Puebla (UPAEP),墨西哥,-,-,-,-
洛哈技术大学,Universidad Técnica Particular de Loja,厄瓜多尔,-,-,1501,-
圣托马斯大学,Universidad Santo Tomás,智利,-,-,1501,-
卡拉波波大学,Universidad de Carabobo,委内瑞拉,-,-,-,-
卡塔赫纳大学,Universidad de Cartagena,哥伦比亚,-,-,1201,-
危地马拉圣卡洛斯大学,Universidad de San Carlos de Guatemala,危地马拉,-,-,-,-
桑坦德大学,Universidad de Santander - UDES,哥伦比亚,-,-,-,-
考卡大学,Universidad del Cauca,哥伦比亚,-,-,-,-
马格达莱纳大学,Universidad del Magdalena,哥伦比亚,-,-,-,-
墨西哥山谷大学 (UVM),Universidad del Valle de México (UVM),墨西哥,-,-,-,-
中央俄克拉荷马大学,University of Central Oklahoma,美国,-,-,-,-
米纳斯吉拉斯州天主教大学,Pontifícia Universidade Católica do Minas Gerais,巴西,-,-,-,-
瓜达拉哈拉自治大学,Universidad Autónoma de Guadalajara (UAG),墨西哥,-,-,-,-
圣西蒙市长大学,Universidad Mayor de San Simón,玻利维亚,-,-,-,-
伊达尔戈圣尼古拉斯大学,Universidad de San Nicolás de Hidalgo,墨西哥,-,-,-,-
克拉约瓦大学,University of Craiova,罗马尼亚,-,1659,1501,-
海军医科大学,Naval Medical University,中国,-,1382,-,601
西华师范大学,China West Normal University,中国,-,1979,-,-
广东外语外贸大学,Guangdong University of Foreign Studies,中国,-,989,-,-
湖南工业大学,Hunan University of Technology,中国,-,1314,-,-
亚利桑那州立大学凤凰城,Arizona State University-Downtown Phoenix,美国,-,1001,-,-
戈勒斯坦医科大学,Golestan University of Medical Sciences,伊朗,-,-,801,-
阿拉克医科大学,Arak University of Medical Sciences,伊朗,-,-,801,-
巴博尔医科大学,Babol University of Medical Sciences,伊朗,-,1018,601,-
吉赞大学,Jazan University,沙特阿拉伯,-,703,801,901
穆罕默比健康与联合科学大学,Muhimbili University of Health and Allied Sciences,坦桑尼亚,-,2183,1501,-
加兹温医科大学,Qazvin University of Medical Sciences,伊朗,-,-,601,-
库姆医科大学,Qom University of Medical Sciences,伊朗,-,-,1201,-
达米埃塔大学,Damietta University,埃及,-,1322,1001,-
吉马大学,Jimma University,埃塞俄比亚,-,979,1201,-
赞比亚大学,University of Zambia,赞比亚,-,1402,1501,-
巴赫利亚大学,Bahria University,巴基斯坦,-,-,1001,-
道健康科学大学,Dow University of Health Sciences,巴基斯坦,-,1667,1501,-
爱德华多蒙德兰大学,Universidade Eduardo Mondlane,莫桑比克,-,-,1201,-
ENSTA布列塔尼,ENSTA Bretagne,法国,-,-,501,-
图形时代大学,Graphic Era University,印度,-,1618,-,-
爱西西大学,Icesi University,哥伦比亚,-,-,1001,-
伊拉姆医科大学,Ilam University of Medical Sciences,伊朗,-,-,801,-
科雷恩纳大学,Kore University of Enna,意大利,-,-,1001,-
马哈里希·马坎德什瓦大学,Maharishi Markandeshwar University (MMU),印度,-,-,1001,-
玛吉玛大学,Majmaah University,沙特阿拉伯,-,1393,601,-
纳米比亚大学,University of Namibia,纳米比亚,-,-,1501,-
中国苏州大学,"Soochow University, China",中国,-,-,501,-
瑞士西部应用科学与艺术大学,University of Applied Sciences and Arts of Western Switzerland,瑞士,-,-,1201,-
白沙瓦工程技术大学,"University of Engineering and Technology, Peshawar",巴基斯坦,-,-,801,-
国家公共工程学院埃塔尔,École Nationale des Travaux Publics de l'État (ENTPE),法国,-,-,601,-
国家理工学院哈米尔普尔,National Institute of Technology Hamirpur,印度,-,-,-,-
拉塞雷纳大学,University of La Serena,智利,-,-,1201,-
温彻斯特大学,University of Winchester,英国,-,-,1201,-
巴耶罗大学,Bayero University,尼日利亚,-,884,1201,-
布拉干萨理工学院,Instituto Politécnico de Bragança,葡萄牙,-,-,-,-
卡塔赫纳技术大学,Technical University of Cartagena,西班牙,-,-,1201,-
阿库雷联邦理工大学,Federal University of Technology Akure,尼日利亚,-,-,1201,-
古吉拉特大学,University of Gujrat,巴基斯坦,-,1612,801,-
法国国立高等矿业电信学校联盟北欧,IMT Nord Europe,法国,-,-,1001,-
葡语人文科技大学,Lusophone University of Humanities and Technologies,葡萄牙,-,-,-,-
毛里求斯大学,University of Mauritius,毛里求斯,-,-,1201,-
赖克曼大学,Reichman University,以色列,-,-,801,-
桑德兰大学,University of Sunderland,英国,-,-,1201,-
丰田技术学院,Toyota Technological Institute,日本,-,-,1001,-
乌法国立石油科技大学,Ufa State Petroleum Technological University,俄国,-,-,1501,-
圭尔马大学,Université 8 Mai 1945 Guelma,阿尔及利亚,-,-,1501,-
阿卜杜勒马莱克埃萨迪大学,Abdelmalek Essaâdi University,摩洛哥,-,-,1501,-
贝宁大学,University of Benin,尼日利亚,-,-,1201,-
波佐克大学,Bozok University,土耳其,-,1950,1501,-
埃尔博斯克大学,El Bosque University,哥伦比亚,-,-,1501,-
黑尔堡大学,University of Fort Hare,南非,-,-,1501,-
加贝斯大学,Université de Gabès,突尼斯,-,1772,1501,-
国际希腊大学,International Hellenic University,希腊,-,1618,1501,-
伊尔库茨克国立研究技术大学,Irkutsk National Research Technical University,俄国,-,-,1501,-
喀山国立医科大学,Kazan State Medical University,俄国,-,-,1501,-
拉合尔女子大学,Lahore College for Women University (LCWU),巴基斯坦,-,-,1501,-
国立远程教育大学,National University of Distance Education (UNED),西班牙,-,-,1201,-
奥波莱科技大学,Opole University of Technology,波兰,-,1555,1201,-
新索邦大学,Université Sorbonne Nouvelle,法国,-,-,1501,-
佩雷拉科技大学,Technological University of Pereira,哥伦比亚,-,-,1501,-
卢布林约翰保罗二世天主教大学,The John Paul II Catholic University of Lublin,波兰,-,-,1201,-
拉里奥哈国际大学,UNIR – International University of La Rioja,西班牙,-,-,1501,-
舒瓦布杜卡利大学,Université Chouaib Doukkali,摩洛哥,-,-,1501,-
克鲁日-纳波卡农业科学与兽医大学,USAMV Cluj-Napoca,罗马尼亚,-,-,1201,-
塞尔大学,University of Venda,南非,-,-,1501,-
维尼昂科学、技术与研究基金会,"Vignan’s Foundation for Science, Technology and Research",印度,-,-,1501,-
沃罗涅日国立技术大学,Voronezh State Technical University,俄国,-,-,1501,-
西马其顿大学,University of Western Macedonia,希腊,-,-,1501,-
徐州医科大学,Xuzhou Medical University,中国,-,1463,1201,801
华雷斯城自治大学,Universidad Autónoma de Ciudad Juárez,墨西哥,-,-,1501,-
科阿韦拉自治大学,Universidad Autónoma de Coahuila,墨西哥,-,-,1501,-
比亚韦斯托克理工大学,Bialystok University of Technology,波兰,-,2220,1501,-
巴西利亚天主教大学,Catholic University of Brasília,巴西,-,-,1501,-
马尼萨塞拉尔巴亚尔大学,Manisa Celal Bayar University,土耳其,-,-,1501,-
中国文化大学,Chinese Culture University,中国台湾,-,-,1501,-
科利马大学,University of Colima,墨西哥,-,-,1501,-
中国传媒大学,Communication University of China,中国,-,-,1501,-
北弗卢米嫩塞州立大学,Universidade Estadual do Norte Fluminense Darcy Ribeiro,巴西,-,-,1501,-
联邦农业大学，阿贝奥库塔,"Federal University of Agriculture, Abeokuta",尼日利亚,-,-,1501,-
圣弗朗西斯科河谷联邦大学,Universidade Federal do Vale do São Francisco,巴西,-,-,-,-
里约热内卢州联邦大学,Federal University of the State of Rio de Janeiro (UNIRIO),巴西,-,-,-,-
乔治·埃米尔·帕拉德医学、药学、科学和技术大学-特尔古穆列什,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",罗马尼亚,-,-,1501,-
秋明工业大学,Industrial University of Tyumen,俄国,-,-,1501,-
斯里贾亚瓦德纳普拉大学,University of Sri Jayewardenepura,斯里兰卡,1401,-,1501,-
克麦罗沃州立大学,Kemerovo State University,俄国,-,-,1501,-
基里卡莱大学,Kirikkale University,土耳其,-,-,1501,-
拉多克阿金托拉科技大学,Ladoke Akintola University of Technology,尼日利亚,-,-,1501,-
马切拉塔大学,University of Macerata (UNIMC),意大利,-,-,-,-
卡托维兹西里西亚医科大学,Medical University of Silesia in Katowice,波兰,-,-,1201,-
姆西拉穆罕默德布迪亚夫大学,University Mohamed Boudiaf of M’Sila,阿尔及利亚,-,-,1501,-
穆卢德马梅里德蒂齐乌祖大学,Université Mouloud Mammeri de Tizi-Ouzou,阿尔及利亚,-,-,1501,-
纳姆迪阿齐基韦大学,Nnamdi Azikiwe University,尼日利亚,-,-,1501,-
北高加索联邦大学,North-Caucasus Federal University,俄国,-,-,1501,-
以 M.V. 命名的北方（北极）联邦大学罗蒙诺索夫,Northern (Arctic) Federal University named after M.V. Lomonosov,俄国,-,-,1501,-
以 I.I. 命名的西北州立医科大学梅奇尼科夫,North-Western State Medical University named after I.I. Mechnikov,俄国,-,-,1501,-
新格拉纳达军事大学,Nueva Granada Military University,哥伦比亚,-,-,1501,-
奥加列夫莫尔多瓦国立大学,Ogarev Mordovia State University,俄国,-,-,1501,-
大阪医科大学,Osaka Medical and Pharmaceutical University,日本,-,2140,1501,-
康斯坦察奥维迪斯大学,Ovidius University of Constanța,罗马尼亚,-,-,1501,-
帕亚梅努尔大学,Payame Noor University,伊朗,-,2074,1501,-
哥伦比亚教育科技大学,Pedagogical and Technological University of Colombia,哥伦比亚,-,-,-,-
奔萨州立大学,Penza State University,俄国,-,-,1501,-
普拉托夫南俄罗斯国立理工大学 (NPI),Platov South-Russian State Polytechnic University (NPI),俄国,-,-,1501,-
布拉格经济与商业大学,Prague University of Economics and Business,捷克共和国,-,-,1501,-
RV工程学院,R V College of Engineering,印度,-,-,1501,-
SGH华沙经济学院,SGH Warsaw School of Economics,波兰,-,-,1501,-
西伯利亚国立医科大学,Siberian State Medical University,俄国,-,-,1501,-
四川理工大学,Sichuan University of Science and Engineering,中国,-,1869,1501,-
苏门答腊北方大学,Universitas Sumatera Utara,印度尼西亚,1001-1200,-,1501,-
索非亚大学,Sofia University,保加利亚,731-740,1226,1501,-
乌沙克大学,Uşak University,土耳其,-,-,1501,-
范·尤金库伊尔大学,Van Yüzüncü Yil University,土耳其,-,-,1501,-
V.I.Vernadsky 克里米亚联邦大学,V.I. Vernadsky Crimean Federal University (Vernadsky CFU),乌克兰,-,-,-,-
西阿提卡大学,University of West Attica,希腊,-,2148,1501,-
阿德南曼德雷斯大学,Adnan Menderes University,土耳其,-,2130,-,-
阿菲永科卡特佩大学,Afyon Kocatepe University,土耳其,-,2250,1501,-
空军工程大学,Air Force Engineering University,中国,-,2144,-,-
伊玛目穆罕默德伊本沙特伊斯兰大学,Al-Imam Muhammad Ibn Saud Islamic University,沙特阿拉伯,-,-,-,-
干旱农业大学,Arid Agriculture University,巴基斯坦,-,1542,-,-
