大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,招生网址,专业网址,所属院系网址,学费
Santa Clara University,MS,Applied Mathematics in Mathematical Finance,工程学院,School of Engineering,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,https://www.scu.edu/engineering/,
Santa Clara University,MS,Applied Mathematics in Mathematical Finance,工程学院,School of Engineering,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,https://www.scu.edu/engineering/,
Santa Clara University,MS,Applied Mathematics,工程学院,School of Engineering,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,https://www.scu.edu/engineering/,
Santa Clara University,MS,Applied Mathematics,工程学院,School of Engineering,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,https://www.scu.edu/engineering/,
Santa Clara University,MS,Applied Mathematics,工程学院,School of Engineering,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,https://www.scu.edu/engineering/,
"University of Massachusetts, Amherst",MS,Applied Mathematics,自然科学学院,Department of Mathematics and Statistics,https://www.umass.edu/mathematics-statistics/academics/graduate/applied-ms#applications-and-admissions,https://www.umass.edu/mathematics-statistics/academics/graduate/applied-ms,https://www.umass.edu/mathematics-statistics/,
"University of Massachusetts, Amherst",PHD,Mathematics,自然科学学院,College of Natural Sciences,https://www.umass.edu/mathematics-statistics/academics/graduate/how-to-apply,https://www.umass.edu/mathematics-statistics/academics/graduate,https://www.cns.umass.edu,
University of Miami,PHD,Mathematics,文理学院,College of Arts and Sciences,https://mathematics.miami.edu/grad/application/index.html,https://mathematics.miami.edu/grad/program-requirements/index.html,https://as.miami.edu/,
University of Miami,MS,Mathematics,文理学院,College of Arts and Sciences,https://mathematics.miami.edu/grad/application/index.html,https://mathematics.miami.edu/grad/program-requirements/index.html,https://as.miami.edu,
University of Miami,MAT,Mathematics,文理学院,College of Arts and Sciences,https://mathematics.miami.edu/grad/application/index.html,https://mathematics.miami.edu/grad/program-requirements/index.html,https://as.miami.edu,
University of Pittsburgh,PHD,Mathematics,文理研究生院,Kenneth P. Dietrich School of Arts and Sciences,https://www.mathematics.pitt.edu/graduate/admissions-and-financial-aid,https://www.mathematics.pitt.edu/graduate/graduate-degree-programs,https://www.as.pitt.edu/,
University of Pittsburgh,MA,Mathematics,文理研究生院,Kenneth P. Dietrich School of Arts and Sciences,https://www.mathematics.pitt.edu/graduate/admissions-and-financial-aid,https://www.mathematics.pitt.edu/graduate/graduate-degree-programs,https://www.as.pitt.edu,
University of Pittsburgh,MS,Mathematics,文理研究生院,Kenneth P. Dietrich School of Arts and Sciences,https://www.mathematics.pitt.edu/graduate/admissions-and-financial-aid,https://www.mathematics.pitt.edu/graduate/graduate-degree-programs,https://www.as.pitt.edu,
George Washington University,PHD,Mathematics,文理学院,Columbian College of Arts & Sciences,https://bulletin.gwu.edu/arts-sciences/mathematics/phd/#admissionstext,https://math.columbian.gwu.edu/phd-mathematics,https://columbian.gwu.edu,
George Washington University,MA,Mathematics ,文理学院,Columbian College of Arts & Sciences,https://bulletin.gwu.edu/arts-sciences/mathematics/ma/#admissionstext,https://math.columbian.gwu.edu/ma-mathematics,https://columbian.gwu.edu,
George Washington University,MS,Applied Mathematics ,文理学院,Columbian College of Arts and Sciences,https://bulletin.gwu.edu/arts-sciences/mathematics/ms/#admissionstext,https://math.columbian.gwu.edu/ms-applied-mathematics,https://columbian.gwu.edu,
Villanova University,MA,Master of Arts in Mathematics,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ma-mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences,
Villanova University,MA,Master of Arts in Mathematics,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ma-mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/,
Villanova University,MA,Mathematics,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ma-mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences.html,
Syracuse University,MS,Mathematics M.S.,文理学院,College of Arts and Sciences,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/faq/,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/,https://artsandsciences.syracuse.edu,
Syracuse University,PHD,Mathematics Ph.D.,文理学院,College of Arts and Sciences,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/faq/,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/,https://artsandsciences.syracuse.edu,
Tulane University,MS,Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,https://sse.tulane.edu,
Tulane University,MS,Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,https://sse.tulane.edu,
Tulane University,PhD,Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,https://sse.tulane.edu,
Tulane University,PhD,Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,https://sse.tulane.edu,
Tulane University,MS,Applied Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,https://sse.tulane.edu,
Tulane University,MS,Applied Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,https://sse.tulane.edu,
"Binghamton University, SUNY",PHD,Mathematical Sciences (PHD),文理学院,Department of Mathematics and Statistics,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/,https://www.binghamton.edu/math/,
"Binghamton University, SUNY",PHD,Mathematical Sciences (PHD),文理学院,Department of Mathematics and Statistics,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/,https://www.binghamton.edu/math/,
"Binghamton University, SUNY",MA,Mathematical Sciences (MA),文理学院,Department of Mathematics and Statistics,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/,https://www.binghamton.edu/math/,
"Binghamton University, SUNY",MA,Mathematical Sciences (MA),文理学院,Department of Mathematics and Statistics,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/,https://www.binghamton.edu/math/,
"Indiana University, Bloomington",Ph.D.,Mathematical Physics (Physics),文理学院,The College of Arts & Sciences,https://physics.indiana.edu/graduate/how-to-apply/index.html,https://physics.indiana.edu/graduate/doctoral-degrees/index.html,https://college.indiana.edu,
"Indiana University, Bloomington",M.A.,Mathematics,文理学院,The College of Arts & Sciences,https://math.indiana.edu/graduate/how-to-apply/index.html,https://math.indiana.edu/graduate/index.html,https://college.indiana.edu,
"Indiana University, Bloomington",Ph.D.,Mathematics,文理学院,College of Arts and Sciences,https://math.indiana.edu/graduate/how-to-apply/index.html,https://math.indiana.edu/graduate/index.html,https://college.indiana.edu,
"Indiana University, Bloomington",Ph.D.,Mathematical Physics (Mathematics),文理学院,College of Arts + Sciences,https://math.indiana.edu/graduate/how-to-apply/index.html,https://math.indiana.edu/graduate/index.html,https://college.indiana.edu,
"University of California, Riverside",MA,Mathematics ,自然与农业科学学院,College of Natural and Agricultural Sciences,https://mathdept.ucr.edu/application-tips,https://mathdept.ucr.edu/prospective-graduate-students,https://cnas.ucr.edu,
"University of California, Riverside",MS,Mathematics ,自然与农业科学学院,College of Natural and Agricultural Sciences,https://mathdept.ucr.edu/application-tips,https://mathdept.ucr.edu/prospective-graduate-students,https://cnas.ucr.edu,
"University of California, Riverside",MS, Applied Mathematics,自然与农业科学学院,College of Natural and Agricultural Sciences,https://mathdept.ucr.edu/application-tips,https://mathdept.ucr.edu/prospective-graduate-students,https://cnas.ucr.edu/,
"University of California, Riverside",PHD,Mathematics ,自然与农业科学学院,College of Natural and Agricultural Sciences,https://mathdept.ucr.edu/application-tips,https://mathdept.ucr.edu/prospective-graduate-students,https://cnas.ucr.edu,
Colorado School of Mines,MS, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS（非论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://ams.mines.edu/,
Colorado School of Mines,MS, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS（论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://ams.mines.edu/,
Colorado School of Mines,MS, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS（论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://ams.mines.edu/,
Colorado School of Mines,PHD, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://ams.mines.edu,
Colorado School of Mines,PHD, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://ams.mines.edu,
Colorado School of Mines,MS, Applied Mathematics and Statistics—STATISTICS（非论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://ams.mines.edu/,
Colorado School of Mines,MS, Applied Mathematics and Statistics—STATISTICS（论文）,应用数学和统计学系,Colorado School of Mines,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://www.mines.edu,
Colorado School of Mines,MS, Applied Mathematics and Statistics—STATISTICS（论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://ams.mines.edu/,
Colorado School of Mines,PHD, Applied Mathematics and Statistics—STATISTICS,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://ams.mines.edu/,
Colorado School of Mines,PHD, Applied Mathematics and Statistics—STATISTICS,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://ams.mines.edu/,
Colorado School of Mines,MS, Applied Mathematics and Statistics—DATA SCIENCE（非论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://ams.mines.edu,
"University at Buffalo, SUNY",MS,Natural Science-Interdisciplinary MS,文理学院,College of Arts and Sciences,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/graduate-interdisciplinary/admissions.html,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/graduate-interdisciplinary/degree-options/natural-sciences-mathematics.html,https://arts-sciences.buffalo.edu,
"University at Buffalo, SUNY",MA,Mathematics MA,文理学院,College of Arts and Sciences,https://www.buffalo.edu/cas/math/grad/grad-admissions.html,https://www.buffalo.edu/cas/math/grad/master-program.html,https://www.buffalo.edu/cas,
"University at Buffalo, SUNY",MA,Mathematics MA,文理学院,College of Arts and Sciences,https://www.buffalo.edu/cas/math/grad/grad-admissions.html,https://www.buffalo.edu/cas/math/grad/master-program.html,https://www.buffalo.edu/cas,
"University at Buffalo, SUNY",MS,Master of Science (MS)   in Computational and Applied Mathematics,文理学院,College of Arts and Sciences,https://www.buffalo.edu/cas/math/grad/grad-admissions.html,https://www.buffalo.edu/cas/math/grad/ms-program.html,https://www.buffalo.edu/cas,
"University at Buffalo, SUNY",PhD,Mathematics PhD,文理学院,College of Arts and Sciences,https://www.buffalo.edu/cas/math/grad/grad-admissions.html,https://www.buffalo.edu/cas/math/grad/doctoral-program.html,https://arts-sciences.buffalo.edu,
"University at Buffalo, SUNY",PhD,Mathematics PhD,文理学院,College of Arts and Sciences,https://www.buffalo.edu/cas/math/grad/grad-admissions.html,https://www.buffalo.edu/cas/math/grad/doctoral-program.html,https://www.buffalo.edu/cas,
Stevens Institute of Technology,PHD,"MATHEMATICS, M.S.",工程与科学学院,Charles V. Schaefer,https://www.stevens.edu/program/mathematics-phd,https://www.stevens.edu/program/mathematics-phd,https://www.stevens.edu/schaefer-school-engineering-science,
Stevens Institute of Technology,PHD,"MATHEMATICS, M.S.",工程与科学学院,Charles V. Schaefer,https://www.stevens.edu/program/mathematics-phd,https://www.stevens.edu/program/mathematics-phd,https://www.stevens.edu/schaefer-school,
Stevens Institute of Technology,MS,"MATHEMATICS, M.S.",工程与科学学院,Charles V. Schaefer,https://www.stevens.edu/program/mathematics-masters,https://www.stevens.edu/program/mathematics-masters,https://www.stevens.edu/schaefer-school-engineering-science,
Stevens Institute of Technology,MS,"MATHEMATICS, M.S.",工程与科学学院,Charles V. Schaefer,https://www.stevens.edu/program/mathematics-masters,https://www.stevens.edu/program/mathematics-masters,https://www.stevens.edu/schaefer-school-engineering-science,
Stevens Institute of Technology,MS,"MATHEMATICS, M.S.",工程与科学学院,Charles V. Schaefer,https://www.stevens.edu/program/applied-mathematics-masters,https://www.stevens.edu/program/applied-mathematics-masters,https://www.stevens.edu/schaefer-school-engineering-science,
Stevens Institute of Technology,MS,"ACTUARIAL MATHEMATICS AND QUANTITATIVE RISK, M.S.",工程与科学学院,Charles V. Schaefer,https://www.stevens.edu/program/applied-mathematics-masters,https://www.stevens.edu/program/applied-mathematics-masters,https://www.stevens.edu/schaefer-school-engineering-science,
University of Delaware,PhD ,Mathematics,文理学院,College of Arts and Sciences,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/mathematics/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,https://www.udel.edu/academics/colleges/arts-sciences/,
University of Delaware,PhD ,Mathematics,文理学院,College of Arts and Sciences,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/mathematics/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,https://www.cas.udel.edu/,
University of Delaware,MS ,Mathematics,文理学院,College of Arts and Sciences,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/mathematics/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,https://www.cas.udel.edu,
University of Delaware,MS ,Mathematics,文理学院,College of Arts and Sciences,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/mathematics/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,https://www.cas.udel.edu,
University of Delaware,PhD ,Applied Mathematics,文理学院,College of Arts and Sciences,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/applied-mathematics/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,https://www.cas.udel.edu,
University of Delaware,PhD ,Applied Mathematics,文理学院,College of Arts & Sciences,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/applied-mathematics/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,https://www.cas.udel.edu/,
University of Delaware,MS,Applied Mathematics,文理学院,College of Arts and Sciences,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/applied-mathematics/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,https://www.cas.udel.edu/,
University of Delaware,MS,Applied Mathematics,文理学院,College of Arts and Sciences,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/applied-mathematics/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,https://www.cas.udel.edu,
"University of California, Santa Cruz",M.S,Applied mathematics,工程部,Baskin Engineering,https://www.gradadmissions.ucsc.edu/apm,https://grad.soe.ucsc.edu/applied-mathematics,https://soe.ucsc.edu,
"University of California, Santa Cruz",Ph.D.,Applied mathematics,工程部,Baskin School of Engineering,https://www.gradadmissions.ucsc.edu/apm,https://grad.soe.ucsc.edu/applied-mathematics,https://engineering.ucsc.edu/,
"University of California, Santa Cruz",M.S,Scientific Computing & Applied thetics,工程部,Jack Baskin School of Engineering,https://www.gradadmissions.ucsc.edu/scam,https://grad.soe.ucsc.edu/scicam/,https://engineering.ucsc.edu/,
"University of California, Santa Cruz",M.A,thetics,物理与生物科学部,Division of Physical & Biological Sciences,https://www.gradadmissions.ucsc.edu/math,https://www.math.ucsc.edu/graduate/index.html,https://science.ucsc.edu,
"University of California, Santa Cruz",Ph.D.,thetics,物理与生物科学部,The Division of Graduate Studies,https://www.gradadmissions.ucsc.edu/math,https://www.math.ucsc.edu/graduate/index.html,https://gradadmissions.ucsc.edu,
"Rutgers University, Newark",PHD,Mathematical Sciences (PHD) Newark,研究生院,School of Arts and Sciences–Newark,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gNSQAY,https://sasn.rutgers.edu/phd-mathematical-sciences,https://sasn.rutgers.edu,
Worcester Polytechnic Institute,MS,Applied Mathematics,文理学院,Mathematical Sciences Department,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6236,https://www.wpi.edu/academics/study/applied-mathematics-ms,https://www.wpi.edu/academics/departments/mathematical-sciences,
Worcester Polytechnic Institute,MS,Applied Mathematics,文理学院,Mathematical Sciences Department,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6236,https://www.wpi.edu/academics/study/applied-mathematics-ms,https://www.wpi.edu/academics/departments/mathematical-sciences,
Worcester Polytechnic Institute,MS,Industrial Mathematics,文理学院,Mathematical Sciences Department,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6486,https://www.wpi.edu/academics/study/industrial-mathematics-ms,https://www.wpi.edu/+math,
Worcester Polytechnic Institute,MS,Industrial Mathematics,文理学院,Mathematical Sciences,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6486,https://www.wpi.edu/academics/study/industrial-mathematics-ms,https://www.wpi.edu/academics/departments/mathematical-sciences,
Worcester Polytechnic Institute,PHD,Mathematical Sciences,文理学院,,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6561,https://www.wpi.edu/academics/study/mathematical-sciences-phd,,
Worcester Polytechnic Institute,PHD,Mathematical Sciences,文理学院,Mathematical Sciences Department,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6561,https://www.wpi.edu/academics/study/mathematical-sciences-phd,https://www.wpi.edu/academics/departments/mathematical-sciences,
"University of Illinois, Chicago",MS,MS – Pure Mathematics,文理学院,College of Liberal Arts and Sciences,https://catalog.uic.edu/gcat/colleges-schools/liberal-arts-sciences/math/ms/,https://mscs.uic.edu/graduate/degree-programs/ms-pure-math/,https://las.uic.edu,
"University of Illinois, Chicago",MS,MS – Pure Mathematics,文理学院,College of Liberal Arts and Sciences,https://catalog.uic.edu/gcat/colleges-schools/liberal-arts-sciences/math/ms/,https://mscs.uic.edu/graduate/degree-programs/ms-pure-math/,https://las.uic.edu,
"University of Illinois, Chicago",MS,MS – Pure Mathematics,文理学院,College of Liberal Arts and Sciences,https://catalog.uic.edu/gcat/colleges-schools/liberal-arts-sciences/math/ms/,https://mscs.uic.edu/graduate/degree-programs/ms-pure-math/,https://las.uic.edu,
"University of Illinois, Chicago",MS,MS – Applied Mathematics,文理学院,College of Liberal Arts and Sciences,https://catalog.uic.edu/gcat/colleges-schools/liberal-arts-sciences/math/ms/,https://mscs.uic.edu/graduate/degree-programs/ms-applied-math/,https://las.uic.edu/,
"University of Illinois, Chicago",MS,MS – Applied Mathematics,文理学院,College of Liberal Arts and Sciences,https://catalog.uic.edu/gcat/colleges-schools/liberal-arts-sciences/math/ms/,https://mscs.uic.edu/graduate/degree-programs/ms-applied-math/,https://las.uic.edu,
"University of Illinois, Chicago",MS,MS – Applied Mathematics,文理学院,College of Liberal Arts and Sciences,https://catalog.uic.edu/gcat/colleges-schools/liberal-arts-sciences/math/ms/,https://mscs.uic.edu/graduate/degree-programs/ms-applied-math/,https://las.uic.edu,
"University of Illinois, Chicago",MS,MS – Mathematical Computer Science,文理学院,College of Liberal Arts and Sciences,https://catalog.uic.edu/gcat/colleges-schools/liberal-arts-sciences/math/ms/,https://mscs.uic.edu/graduate/degree-programs/ms-computer-science/,https://las.uic.edu/,
"University of Illinois, Chicago",MS,MS – Mathematical Computer Science,文理学院,College of Liberal Arts and Sciences,https://catalog.uic.edu/gcat/colleges-schools/liberal-arts-sciences/math/ms/,https://mscs.uic.edu/graduate/degree-programs/ms-computer-science/,https://las.uic.edu,
"University of Illinois, Chicago",MS,MS – Mathematical Computer Science,文理学院,College of Liberal Arts and Sciences,https://catalog.uic.edu/gcat/colleges-schools/liberal-arts-sciences/math/ms/,https://mscs.uic.edu/graduate/degree-programs/ms-computer-science/,https://las.uic.edu,
"University of Illinois, Chicago",PhD,Mathematics,文理学院,College of Liberal Arts and Sciences,https://catalog.uic.edu/gcat/colleges-schools/liberal-arts-sciences/math/phd/,https://mscs.uic.edu/graduate/degree-programs/phd/,https://las.uic.edu,
Clemson University,MS,Mathematical Sciences,理学院,School of Mathematical and Statistical Sciences,https://www.clemson.edu/degrees/mathematical-sciences/grad,https://www.clemson.edu/science/academics/departments/mathstat/academics/grad-overview.html,https://www.clemson.edu/science/academics/departments/mathstat/,
Clemson University,MS,Mathematical Sciences,理学院,School of Mathematical and Statistical Sciences,https://www.clemson.edu/degrees/mathematical-sciences/grad,https://www.clemson.edu/science/academics/departments/mathstat/academics/grad-overview.html,https://www.clemson.edu/science/academics/departments/mathstat/,
Clemson University,PhD,Mathematical Sciences,理学院,College of Science,https://www.clemson.edu/degrees/mathematical-sciences/grad,https://www.clemson.edu/science/academics/departments/mathstat/academics/grad-overview.html,https://www.clemson.edu/science/,
Clemson University,PhD,Mathematical Sciences,理学院,School of Mathematical and Statistical Sciences,https://www.clemson.edu/degrees/mathematical-sciences/grad,https://www.clemson.edu/science/academics/departments/mathstat/academics/grad-overview.html,https://www.clemson.edu/science/academics/departments/mathstat/,
Marquette University,MS,Computational Mathematical and Statistical Sciences  ,文理学院,Helen Way Klingler College of Arts and Sciences,https://www.marquette.edu/grad/programs-computational-mathematical-statistical-sciences.php,https://www.marquette.edu/mathematical-and-statistical-sciences/graduate-program-computational-mathematical-and-statistical-sciences.php,https://www.marquette.edu/arts-sciences/,
Marquette University,PHD,Computational Mathematical and Statistical Sciences  ,文理学院,Helen Way Klingler College of Arts and Sciences,https://www.marquette.edu/grad/programs-computational-mathematical-statistical-sciences.php,https://www.marquette.edu/mathematical-and-statistical-sciences/graduate-program-computational-mathematical-and-statistical-sciences.php,https://www.marquette.edu/arts-sciences/,
New Jersey Institute of Technology,M.S.,Applied Mathematics - M.S.,科学与人文学院,Department of Mathematical Sciences,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://math.njit.edu/ms-applied-mathematics,https://math.njit.edu,
New Jersey Institute of Technology,PhD,Applied Mathematics Track,科学与人文学院,Jordan Hu College of Science and Liberal Arts,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://www.njit.edu/academics/degree/phd-mathematical-sciences,https://sciences.njit.edu/,
New Jersey Institute of Technology,PhD,Pure Mathematics Track,科学与人文学院,Jordan Hu College of Science and Liberal Arts,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://www.njit.edu/academics/degree/phd-mathematical-sciences,https://science.njit.edu/,
University of South Florida,PhD,Mathematics,文理学院,College of Arts and Sciences,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/prospective-grad-students.aspx,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/index.aspx,https://www.usf.edu/arts-sciences/,
University of South Florida,PhD,Mathematics,文理学院,College of Arts and Sciences,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/prospective-grad-students.aspx,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/index.aspx,https://www.usf.edu/arts-sciences/,
University of South Florida,PhD,Mathematics：Pure and Applied,文理学院,College of Arts and Sciences,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/prospective-grad-students.aspx,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/index.aspx,https://www.usf.edu/arts-sciences/,
University of South Florida,PhD,Mathematics：Pure and Applied,文理学院,College of Arts and Sciences,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/prospective-grad-students.aspx,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/index.aspx,https://www.usf.edu/arts-sciences/,
University of South Florida,PhD,Mathematics：Statistics,文理学院,College of Arts and Sciences,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/prospective-grad-students.aspx,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/index.aspx,https://www.usf.edu/arts-sciences/,
University of South Florida,PhD,Mathematics：Statistics,文理学院,College of Arts and Sciences,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/prospective-grad-students.aspx,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/index.aspx,https://www.usf.edu/arts-sciences/,
University of South Florida,MA,Mathematics,文理学院,College of Arts and Sciences,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/prospective-grad-students.aspx,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/index.aspx,https://www.usf.edu/arts-sciences/,
University of South Florida,MA,Mathematics,文理学院,College of Arts and Sciences,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/prospective-grad-students.aspx,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/index.aspx,https://www.usf.edu/arts-sciences/,
University of South Florida,MA,Applied Mathematics,文理学院,College of Arts and Sciences,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/prospective-grad-students.aspx,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/index.aspx,https://www.usf.edu/arts-sciences/,
University of South Florida,MA,Applied Mathematics,文理学院,College of Arts and Sciences,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/prospective-grad-students.aspx,https://www.usf.edu/arts-sciences/departments/mathematics-statistics/graduate/index.aspx,https://www.usf.edu/arts-sciences/,
Southern Methodist University,PHD,computational and applied mathematics,人文与科学学院,Dedman College of Humanities and Sciences,https://grad.smu.edu/graduate-studies-in-computational-and-applied-mathematics,https://www.smu.edu/dedman/academics/departments/math/graduate,https://www.smu.edu/dedman,
Southern Methodist University,MS,computational and applied mathematics,人文与科学学院,Dedman College of Humanities and Sciences,https://grad.smu.edu/graduate-studies-in-computational-and-applied-mathematics,https://www.smu.edu/dedman/academics/departments/math/graduate,https://www.smu.edu/dedman,
Temple University,PhD,Mathematics PhD,科学技术学院,College of Science and Technology,https://www.temple.edu/academics/degree-programs/mathematics-phd-st-math-phd/admissions-information,https://www.temple.edu/academics/degree-programs/mathematics-phd-st-math-phd,https://cst.temple.edu,
