univ_rank,univ_name,city,degree_detail,program_name,program_detail,program_length,application_fee_usd,terms_start,deadline,gpa_req,toefl_req,ielts_req,gre_req,gmat_req,academic_background,material_requirements,admission_url,program_url,more_info,course_url,interview,application_fee_waiver,department,department_url,recommendation_letters,ets_code,tags,professional_program,grad_requirement
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Analytics（College of Professional Studies）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,1学期,,春季,ROLL,2.5,74,6.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/analytics/,"• Experiential learning with 3,500+ industry partners, including Amazon and Google, for real-world projects.
• Curriculum develops practical skills: statistics, business intelligence, advanced analytics, data governance, and ethics.
• Career readiness through project portfolio, preparing for diverse entry-to-mid-level analyst roles.
• STEM-designated graduate degree, meeting F1 visa requirements for international students.
- Additional deadlines: 建议最迟开学期前3个月完成申请",https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-boston/,不需要,not applicable,College of Professional Studies,https://cps.northeastern.edu,3 letters of recommendation,4999,"Analytics, Data Science, Interdisciplinary",professional,A professional portfolio of work samples is required.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Analytics（College of Professional Studies）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,1学期,,夏季,ROLL,2.5,74,6.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/analytics/,"• Experiential learning with 3,500+ industry partners, including Amazon and Google, for real-world projects.
• Curriculum develops practical skills: statistics, business intelligence, advanced analytics, data governance, and ethics.
• Career readiness through project portfolio, preparing for diverse entry-to-mid-level analyst roles.
• STEM-designated graduate degree, meeting F1 visa requirements for international students.
- Additional deadlines: 建议最迟开学期前3个月完成申请",https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-boston/,不需要,not applicable,College of Professional Studies,https://cps.northeastern.edu,3 letters of recommendation,4999,"Analytics, Data Science, Interdisciplinary",professional,A professional portfolio of work samples is required.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Data Analytics Engineering（College of Engineering）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,1学期,,秋季,ROLL,3,74,6.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,"• Comprehensive curriculum: Strong foundation in algorithms, statistics, data mining, and visualization, with flexible interdisciplinary electives.
• Industry-focused training: Prepares advanced data analytics professionals for diverse roles in high-demand sectors like healthcare.
• Doctoral program preparation: Builds rigorous analytical skills and research experience for advanced studies in health, security, and sustainability.
• Experiential learning: Cooperative Education Program offers valuable professional experience.
- Additional deadlines: 建议最迟开学期前3个月完成申请",,不需要,applicable,College of Engineering,https://coe.northeastern.edu,3 letters of recommendation,4999,"Data Analytics, Engineering, Analytical Skills, Interdisciplinary",non-professional,No additional graduation requirement.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Data Analytics Engineering（College of Engineering）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,1学期,,春季,ROLL,3,74,6.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,"• Comprehensive curriculum: Strong foundation in algorithms, statistics, data mining, and visualization, with flexible interdisciplinary electives.
• Industry-focused training: Prepares advanced data analytics professionals for diverse roles in high-demand sectors like healthcare.
• Doctoral program preparation: Builds rigorous analytical skills and research experience for advanced studies in health, security, and sustainability.
• Experiential learning: Cooperative Education Program offers valuable professional experience.
- Additional deadlines: 建议最迟开学期前3个月完成申请",,不需要,applicable,College of Engineering,https://coe.northeastern.edu,3 letters of recommendation,4999,"Data Analytics, Engineering, Analytical Skills, Interdisciplinary",non-professional,No additional graduation requirement.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Data Analytics Engineering（College of Engineering）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,1学期,,夏季,ROLL,3,74,6.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,"• Comprehensive curriculum: Strong foundation in algorithms, statistics, data mining, and visualization, with flexible interdisciplinary electives.
• Industry-focused training: Prepares advanced data analytics professionals for diverse roles in high-demand sectors like healthcare.
• Doctoral program preparation: Builds rigorous analytical skills and research experience for advanced studies in health, security, and sustainability.
• Experiential learning: Cooperative Education Program offers valuable professional experience.
- Additional deadlines: 建议最迟开学期前3个月完成申请",,不需要,applicable,College of Engineering,https://coe.northeastern.edu,3 letters of recommendation,4999,"Data Analytics, Engineering, Analytical Skills, Interdisciplinary",non-professional,No additional graduation requirement.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Data Analytics Engineering（College of Engineering）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,2学期,,秋季,ROLL,3,61,6.0，小分不低于5.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,"• Co-op opportunities: 4-8 month professional work placements with leading companies like Amazon, Apple, IBM, and McKinsey.
• Interdisciplinary coursework: Flexible electives across engineering, business, healthcare, and computer science, including Big Data and Machine Learning.
• Project-based research: Valuable experience designing and developing analytics solutions for real-world problems.
• Career flexibility: Prepares graduates for data analyst roles across diverse industries or advanced doctoral studies.
• Optional dual certification: Graduate certificates in Engineering Leadership or Engineering Business can be integrated.
- Additional deadlines: 建议最迟开学期前3个月完成申请",,不需要,applicable,College of Engineering,https://coe.northeastern.edu,3 letters of recommendation,4999,"Data Analytics, Engineering, Analytical Skills, Research, Interdisciplinary",non-professional,Capstone project or research thesis option available.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Data Analytics Engineering（College of Engineering）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,2学期,,春季,ROLL,3,61,6.0，小分不低于5.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,"• Co-op opportunities: 4-8 month professional work placements with leading companies like Amazon, Apple, IBM, and McKinsey.
• Interdisciplinary coursework: Flexible electives across engineering, business, healthcare, and computer science, including Big Data and Machine Learning.
• Project-based research: Valuable experience designing and developing analytics solutions for real-world problems.
• Career flexibility: Prepares graduates for data analyst roles across diverse industries or advanced doctoral studies.
• Optional dual certification: Graduate certificates in Engineering Leadership or Engineering Business can be integrated.
- Additional deadlines: 建议最迟开学期前3个月完成申请",,不需要,applicable,College of Engineering,https://coe.northeastern.edu,3 letters of recommendation,4999,"Data Analytics, Engineering, Analytical Skills, Research, Interdisciplinary",non-professional,Capstone project or research thesis option available.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Data Analytics Engineering（College of Engineering）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,2学期,,夏季,ROLL,3,61,6.0，小分不低于5.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,"• Co-op opportunities: 4-8 month professional work placements with leading companies like Amazon, Apple, IBM, and McKinsey.
• Interdisciplinary coursework: Flexible electives across engineering, business, healthcare, and computer science, including Big Data and Machine Learning.
• Project-based research: Valuable experience designing and developing analytics solutions for real-world problems.
• Career flexibility: Prepares graduates for data analyst roles across diverse industries or advanced doctoral studies.
• Optional dual certification: Graduate certificates in Engineering Leadership or Engineering Business can be integrated.
- Additional deadlines: 建议最迟开学期前3个月完成申请",,不需要,applicable,College of Engineering,https://coe.northeastern.edu,3 letters of recommendation,4999,"Data Analytics, Engineering, Analytical Skills, Research, Interdisciplinary",non-professional,Capstone project or research thesis option available.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Data Architecture and Management（College of Engineering）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,1学期,,秋季,ROLL,3,74,6.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,"• Industry-aligned curriculum: integrates business intelligence, data warehousing, software engineering, and machine learning.
• Experiential learning focus: combines rigorous academics with real-world engineering challenges and research.
• Specialized skill development: cultivates expertise in big data systems engineering, data curation, and advanced data programming with Scala.
• Career readiness: prepares students for in-demand data engineer roles across diverse industries.
- Additional deadlines: 建议最迟开学期前3个月完成申请",,不需要,applicable,College of Professional Studies,https://cps.northeastern.edu,3 letters of recommendation,,"Data Architecture, Data Management, Data Engineering, Data Preparation, Interdisciplinary",professional,No additional graduation requirement.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Data Architecture and Management（College of Engineering）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,1学期,,春季,ROLL,3,74,6.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,"• Industry-aligned curriculum: integrates business intelligence, data warehousing, software engineering, and machine learning.
• Experiential learning focus: combines rigorous academics with real-world engineering challenges and research.
• Specialized skill development: cultivates expertise in big data systems engineering, data curation, and advanced data programming with Scala.
• Career readiness: prepares students for in-demand data engineer roles across diverse industries.
- Additional deadlines: 建议最迟开学期前3个月完成申请",,不需要,applicable,College of Professional Studies,https://cps.northeastern.edu,3 letters of recommendation,,"Data Architecture, Data Management, Data Engineering, Data Preparation, Interdisciplinary",professional,No additional graduation requirement.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Data Architecture and Management（College of Engineering）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,1学期,,夏季,ROLL,3,74,6.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,"• Industry-aligned curriculum: integrates business intelligence, data warehousing, software engineering, and machine learning.
• Experiential learning focus: combines rigorous academics with real-world engineering challenges and research.
• Specialized skill development: cultivates expertise in big data systems engineering, data curation, and advanced data programming with Scala.
• Career readiness: prepares students for in-demand data engineer roles across diverse industries.
- Additional deadlines: 建议最迟开学期前3个月完成申请",,不需要,applicable,College of Professional Studies,https://cps.northeastern.edu,3 letters of recommendation,,"Data Architecture, Data Management, Data Engineering, Data Preparation, Interdisciplinary",professional,No additional graduation requirement.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Data Architecture and Management（College of Engineering）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,2学期,,秋季,ROLL,3,61,6.0，小分不低于5.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,"• Big Data Engineering: Equips students with holistic knowledge and technical skills to engineer Big Data systems.
• Interdisciplinary Curriculum: Integrates business intelligence, data warehousing, software engineering, and machine learning techniques.
• Experiential Co-op: Offers up to eight months of professional experience through the Cooperative Education Program.
• Career-Focused: Prepares students for in-demand data engineer roles across diverse industries.
- Additional deadlines: 建议最迟开学期前3个月完成申请",,不需要,applicable,College of Professional Studies,https://cps.northeastern.edu/,3 letters of recommendation,,"Data Architecture, Data Management, Data Engineering, Data Preparation, Data Curation",professional,No additional graduation requirement.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Data Architecture and Management（College of Engineering）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,2学期,,春季,ROLL,3,61,6.0，小分不低于5.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,"• Big Data Engineering: Equips students with holistic knowledge and technical skills to engineer Big Data systems.
• Interdisciplinary Curriculum: Integrates business intelligence, data warehousing, software engineering, and machine learning techniques.
• Experiential Co-op: Offers up to eight months of professional experience through the Cooperative Education Program.
• Career-Focused: Prepares students for in-demand data engineer roles across diverse industries.
- Additional deadlines: 建议最迟开学期前3个月完成申请",,不需要,applicable,College of Professional Studies,https://cps.northeastern.edu/,3 letters of recommendation,,"Data Architecture, Data Management, Data Engineering, Data Preparation, Data Curation",professional,No additional graduation requirement.
53,Northeastern University（Boston）,"Boston, MA",硕士预科项目,Data Architecture and Management（College of Engineering）,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,2学期,,夏季,ROLL,3,61,6.0，小分不低于5.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,"• Big Data Engineering: Equips students with holistic knowledge and technical skills to engineer Big Data systems.
• Interdisciplinary Curriculum: Integrates business intelligence, data warehousing, software engineering, and machine learning techniques.
• Experiential Co-op: Offers up to eight months of professional experience through the Cooperative Education Program.
• Career-Focused: Prepares students for in-demand data engineer roles across diverse industries.
- Additional deadlines: 建议最迟开学期前3个月完成申请",,不需要,applicable,College of Professional Studies,https://cps.northeastern.edu/,3 letters of recommendation,,"Data Architecture, Data Management, Data Engineering, Data Preparation, Data Curation",professional,No additional graduation requirement.
53,Florida State University,"Tallahassee, FL",PHD,Data Science,计划强调数据科学的数学基础以及数据分析，计算和 可视化。课程将包括有关机器学习原理和基础等主题的高级课程， 图与网络、数值线性代数、数值优化、拓扑数据分析。,,$30,秋季,12月15日,3,80,6.5,不需要,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,"• Strong interdisciplinary focus across mathematics, computer science, and statistics.
• Diverse faculty research: machine learning, high-dimensional data, network analysis, Bayesian analysis, data privacy.
• Erdős Institute affiliation: offers data science bootcamps, career coaching, interview prep, and industry connections.
• Emphasis on mathematical underpinnings: deep understanding of machine learning and data analysis algorithms.

- Additional deadlines: 4月30日",,,not applicable,College of Arts and Sciences,https://artsandsciences.fsu.edu,3 letters of recommendation,5219,"Mathematics, Financial Mathematics, Biomathematics, Data Science, Interdisciplinary",non-professional,"Qualifying examination, doctoral candidacy exam, and dissertation are required."
53,Florida State University,"Tallahassee, FL",MS,Data Science,计划强调数据科学的数学基础以及数据分析，计算和 可视化。课程将包括有关机器学习原理和基础等主题的高级课程， 图与网络、数值线性代数、数值优化、拓扑数据分析。,,$30,秋季,12月15日,3,80,6.5,不需要,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,"• Interdisciplinary MS in Data Science with four concentrations: Computer Science, Mathematics, Scientific Computing, or Statistics.
• Core curriculum in mathematics, machine learning, statistics, data ethics, and databases.
• Faculty research expertise includes machine learning, high-dimensional data, network analysis, and data privacy.
• Career preparation for high-demand roles across diverse sectors, with master's graduates expecting six-figure starting salaries.
• Research opportunities in data assimilation for science and engineering, including AI/ML tools for weather prediction.
- Additional deadlines: 4月30日",,不需要,not applicable,College of Arts and Sciences,https://artsandsciences.fsu.edu,3 letters of recommendation,5219,"Mathematics, Pure Mathematics, Applied And Computational Mathematics, Financial Mathematics, Biomathematics, Data Science, Interdisciplinary",non-professional,No additional graduation requirement.
53,Florida State University,"Tallahassee, FL",MS,Statistical Data Science,强调数据管理和统计方法应用的实践培训，以及数据管理、计算和分析软件的使用，以培养高就业率的硕士学位学生。在该计划中，学生将获得应用统计方法的背景，并熟练掌握 SAS 和 R 软件包，以解决政府和行业面临的数据驱动决策中最常见的数据管理和分析问题。,,$30,秋季,1月15日,3,80,6.5,免除，25年要求以官网为准,不接受,申请人有先修课程要求，请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,"• Hands-on training: Emphasizes practical application of statistical methods with computational and analytic software.
• Software proficiency: Develops mastery in SAS and R for data management and analysis, enhancing employability.
• Industry-focused curriculum: Includes a capstone project and professional skills seminar for career readiness.
• SAS certification option: Simultaneous attainment of a SAS certificate boosts career prospects.
• Accelerated completion: Designed for completion in three semesters, totaling 32 credit hours.

- Additional deadlines: 7月1日",https://stat.fsu.edu/graduate-program/master-science-degree,不需要,not applicable,College of Arts and Sciences,https://artsandsciences.fsu.edu,3 letters of recommendation,5219,"Statistics, Data Science, Biostatistics, Applied Statistics, Interdisciplinary",non-professional,Capstone project required or thesis option available.
53,Florida State University,"Tallahassee, FL",MS,Statistical Data Science,强调数据管理和统计方法应用的实践培训，以及数据管理、计算和分析软件的使用，以培养高就业率的硕士学位学生。在该计划中，学生将获得应用统计方法的背景，并熟练掌握 SAS 和 R 软件包，以解决政府和行业面临的数据驱动决策中最常见的数据管理和分析问题。,,$30,春季,11月1日,3,80,6.5,免除，25年要求以官网为准,不接受,申请人有先修课程要求，请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,"• Hands-on training in statistical methods using SAS and R for data management and analysis.
• Integration of a SAS certificate for enhanced employability in government and industry.
• Three-semester curriculum includes applied machine learning, time series, and a capstone consulting project.
• Focus on professional skills seminar and practical statistical consulting experience.",https://stat.fsu.edu/graduate-program/master-science-degree,不需要,not applicable,College of Arts and Sciences,https://artsandsciences.fsu.edu,3 letters of recommendation,5219,"Statistics, Data Science, Biostatistics, Mathematics, Interdisciplinary",non-professional,Capstone project or thesis option available.
53,"University of Minnesota, Twin Cities","Minneapolis, MN",MS,Data Science M.S.,学生将学习处理大数据的最先进方法，接触为下一代大数据技术奠定基础的前沿方法和理论，并将完成一个项目来展示他们对数据基本概念的使用科学。,,$95,秋季,3月1日,3.5,"79,写作21，阅读19",6.5，写作阅读6.5,不要求,不接受,计算机科学、数学、统计学、工程、自然科学或相关领域获得认可的学院或大学的四年制学士学位,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cse.umn.edu/datascience/graduate-admission-requirements,https://cse.umn.edu/datascience/masters,"• Comprehensive 31-credit curriculum focusing on statistics, algorithmics, and large-scale computing.
• Culminating capstone project and poster presentation at the annual Data Science Poster Fair.
• Research opportunities with faculty, including access to Institute for Mathematics and Minnesota Population Center data.
• ABET-accredited curriculum, ensuring rigorous academic and professional standards.",,不需要,not applicable,College of Science and Engineering,https://cse.umn.edu,3 letters of recommendation,6874,"Data Science, Computer Science, Mathematics, Statistics, Interdisciplinary",non-professional,Capstone project required.
53,"University of Minnesota, Twin Cities","Minneapolis, MN",MS,M.S. in Data Science in Operations Research,强调优化、统计、计算、数据分析和通信领域的基础知识。DSOR课程的学生将学习如何使用数据来生成实用的业务见解并做出决策。,16个月,$95,秋季,3月10日,3,"79,写作21，阅读19",6.5，写作阅读6.5,不要求,不接受,"入学先决条件
1
工程级微积分

2
本科概率与统计

3
计算机编程能力",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cse.umn.edu/isye/apply-ms-data-science-operations-research-program,https://cse.umn.edu/isye/ms-data-science-operations-research,"• Integrated curriculum emphasizing optimization, statistics, computing, data analysis, and communication fundamentals.
• Strong focus on prescriptive methods for data-driven decision-making and practical business insights.
• Semester-long Capstone project featuring industry sponsors and dual industry/faculty advising.
• Core coursework complemented by flexible electives from Computer Science and Statistics.",,不需要,not applicable,College of Science and Engineering,https://cse.umn.edu,no explicit demand,6874,"Data Science, Operations Research, Statistics, Computer Science, Interdisciplinary",non-professional,Capstone project required.
53,"University of Minnesota, Twin Cities","Minneapolis, MN",MS,M.S. in Industrial and Systems Engineering (Analytics Track),课程强调优化、统计、计算、数据分析和通信领域的基础知识。分析课程的学生将学习如何使用数据来生成实用的业务见解并做出决策。,,$95,秋季,2月15日,3,"79,写作21，阅读19",6.5，写作阅读6.5,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cse.umn.edu/isye/apply-ms-analytics,https://cse.umn.edu/isye/analytics,"• Core curriculum emphasizing prescriptive methods in optimization, statistics, and data analysis.
• Required semester-long Capstone project with industry sponsors and dual advisement.
• Interdisciplinary coursework integrating Operations Research, Computer Science, and Statistics.
• Strategic location in Twin Cities, home to 17 Fortune 500 companies, enhancing career prospects.
• Flexible admission; GRE General Test not required for the Analytics track.",,不需要,not applicable,College of Science and Engineering,https://cse.umn.edu,3 letters of recommendation,6874,"Analytics, Optimization, Statistics, Data Analysis, Computer Science, Interdisciplinary",non-professional,Capstone project required.
53,"University of Minnesota, Twin Cities","Minneapolis, MN",MS,MS Mathematics: Data Science,,,$95,秋季,3月1日,3,"79,写作21，阅读19",6.5，写作阅读6.5,不要求,不接受,线性代数、高级微积分和微分方程是必要的；申请者应该准备好参加更高级别的分析和代数课程。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,"• Data Science curriculum: mathematical thinking, data-driven problem-solving, algorithms, statistical modeling, applied mathematics.
• Technical skills development: Python programming, machine learning, and data modeling for practical applications.
• Flexible program structure: three plans including thesis, comprehensive exam, or core course completion.
• Urban environment: thriving economy offers ample career opportunities for graduates.",,不需要,not applicable,College of Science and Engineering,https://cse.umn.edu,3 letters of recommendation,6874,"Mathematics, Data Science, Applied Mathematics, Financial Mathematics, Interdisciplinary",non-professional,Thesis or comprehensive final oral exam required.
53,College of William & Mary,"Williamsburg, VA",MS,Applied Science—Data Science,,,$50,秋季,2月的第一个星期五,要求,接受,接受,可选,不接受,硕士学位仅在特殊情况下提供，申请前请跟学校确认申请资格,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,"• Customized degree programs with flexible coursework across physical and natural sciences.
• Formal Data Science concentration available within the Applied Science MS program.
• Research-intensive options: a 30-credit master's thesis or a 32-credit research project.
",https://catalog.wm.edu/preview_program.php?catoid=38&poid=8302,不需要,applicable,Arts & Sciences,https://www.wm.edu/as/,3 letters of recommendation,5115,"Interdisciplinary, Applied Science, Physical Sciences, Natural Sciences, Data Science",non-professional,Thesis or research project required.
53,College of William & Mary,"Williamsburg, VA",Ph.D,Applied Science—Data Science,,,$50,秋季,2月的第一个星期五,要求,接受,接受,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,"• Fully funded Ph.D. program: $31,000 stipend, tuition, and health insurance provided annually.
• Interdisciplinary Ph.D. program customizable with a Data Science concentration and other specialized fields.
• Individualized degree programs: students plan curriculum with faculty advisory committees for tailored goals.
• Diverse research concentrations: options like Data Science, Computational Geography, Neuroscience, and Materials Science.",,,applicable,Faculty of Arts & Sciences,https://www.wm.edu/as/,3 letters of recommendation,5115,"Interdisciplinary, Physical Sciences, Natural Sciences, Data Science, Computational & Applied Mathematics",non-professional,"Comprehensive qualifying examination, substantial original research project and dissertation, and public oral defense are required."
53,College of William & Mary,"Williamsburg, VA",MS,Applied Science—Data Science,,,$50,春季,10月第二个星期五,要求,接受,接受,可选,不接受,硕士学位仅在特殊情况下提供，申请前请跟学校确认申请资格,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,"• Interdisciplinary curriculum: Strong foundation in programming, modeling, machine learning, and data visualization within a liberal arts and sciences framework.
• Flexible research options: Master of Science with a 30-hour thesis option or a 32-hour research project pathway. [Original browse]
• Cutting-edge research opportunities: Engage in applied research across diverse fields with NSF-funded faculty.
• Career preparation: Equips students for leadership roles in management, consulting, IT, and government sectors.",https://catalog.wm.edu/preview_program.php?catoid=36&poid=7790&hl=%22Applied+Science%22&returnto=search,不需要,applicable,Arts & Sciences,https://www.wm.edu/as/,3 letters of recommendation,5115,"Interdisciplinary, Applied Science, Physical Sciences, Natural Sciences, Data Science",non-professional,Research thesis with oral defense or a research project required.
53,College of William & Mary,"Williamsburg, VA",Ph.D,Applied Science—Data Science,,,$50,春季,10月第二个星期五,要求,接受,接受,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,"• Interdisciplinary Ph.D. and M.S. degrees with customized programs in various physical and natural science concentrations.
• Fully funded Ph.D. program includes a $31,000 annual stipend, tuition, fees, and health insurance.
• Fifteen distinct research concentrations: Data Science, Computational Neuroscience, Medical Imaging, and others.
• Flexible M.S. options: original thesis or a research project, tailored through individualized faculty advising.",,,applicable,Arts & Sciences,https://www.wm.edu/as/,3 letters of recommendation,5115,"Applied Science, Interdisciplinary, Data Science, Applied Mathematics, Physical Sciences",non-professional,"Comprehensive qualifying examination, original research dissertation, and a public oral dissertation defense are required."
