大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,所属院系网址,招生网址,专业网址,valid_response_count,consistency_type,consistency_detail,response_1,response_1_valid,response_2,response_2_valid,response_3,response_3_valid
"Stony Brook University, SUNY",PHD,Computational Applied Mathematics  ,工程与应用科学学院,,,https://www.stonybrook.edu/commcms/ams/graduate/_resources/applying-to-the-AMS-grad-program.php,https://www.stonybrook.edu/commcms/ams/graduate/cam/index.php,0,no_valid_response,No valid responses found,,False,,False,,False
"Stony Brook University, SUNY",MS,Computational Applied Mathematics  ,工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/commcms/ceas/,https://www.stonybrook.edu/commcms/ams/graduate/_resources/applying-to-the-AMS-grad-program.php,https://www.stonybrook.edu/commcms/ams/graduate/cam/index.php,2,all_valid_same,All 2 valid responses are identical,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/commcms/ceas/",True,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/commcms/ceas/",True,,False
"Stony Brook University, SUNY",PHD,Computational Applied Mathematics  ,工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/commcms/ceas/,https://www.stonybrook.edu/commcms/ams/graduate/_resources/applying-to-the-AMS-grad-program.php,https://www.stonybrook.edu/commcms/ams/graduate/cam/index.php,1,single_valid_response,Only one valid response,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/commcms/ceas/",True,,False,Not found,False
"North Carolina State University, Raleigh",MS,Applied Mathematics,科学学院,College of Sciences,https://sciences.ncsu.edu/,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/m-s-programs/,3,majority_valid_same,2 valid responses are identical,"College of Sciences, https://sciences.ncsu.edu",True,"College of Sciences, https://sciences.ncsu.edu/",True,"College of Sciences, https://sciences.ncsu.edu/",True
"North Carolina State University, Raleigh",MS,Applied Mathematics,科学学院,College of Sciences,https://sciences.ncsu.edu,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/m-s-programs/,3,majority_valid_same,2 valid responses are identical,"College of Sciences, https://sciences.ncsu.edu",True,"College of Sciences, https://sciences.ncsu.edu",True,"College of Sciences, https://sciences.ncsu.edu/",True
"North Carolina State University, Raleigh",MS,Mathematics,科学学院,College of Sciences,https://sciences.ncsu.edu,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/m-s-programs/,3,all_valid_same,All 3 valid responses are identical,"College of Sciences, https://sciences.ncsu.edu",True,"College of Sciences, https://sciences.ncsu.edu",True,"College of Sciences, https://sciences.ncsu.edu",True
"North Carolina State University, Raleigh",MS,Mathematics,科学学院,College of Sciences,https://sciences.ncsu.edu,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/m-s-programs/,3,all_valid_same,All 3 valid responses are identical,"College of Sciences, https://sciences.ncsu.edu",True,"College of Sciences, https://sciences.ncsu.edu",True,"College of Sciences, https://sciences.ncsu.edu",True
"North Carolina State University, Raleigh",PHD,Applied Mathematics,科学学院,College of Sciences,https://sciences.ncsu.edu,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/ph-d-programs/,3,majority_valid_same,2 valid responses are identical,"College of Sciences, https://sciences.ncsu.edu",True,"College of Sciences, https://sciences.ncsu.edu/",True,"College of Sciences, https://sciences.ncsu.edu",True
"North Carolina State University, Raleigh",PHD,Mathematics,科学学院,College of Sciences,https://sciences.ncsu.edu,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/ph-d-programs/,2,all_valid_same,All 2 valid responses are identical,"College of Sciences, https://sciences.ncsu.edu",True,"The browsed pages clearly indicate that the ""Department of Mathematics"" is housed under the ""College of Sciences"" at NC State University. Both pages show ""College of Sciences"" at the top. The URL structure `math.sciences.ncsu.edu` also supports this.

Now I need to find the official homepage URL for the College of Sciences. I will go up one level in the URL or perform a targeted search. A quick look at the top of the browsed pages also shows ""College of Sciences"" as a clickable link, but the full URL is not shown. I will try to navigate to `https://sciences.ncsu.edu/`.",False,"College of Sciences, https://sciences.ncsu.edu",True
"North Carolina State University, Raleigh",PHD,Computational Mathematics,科学学院,College of Sciences,https://sciences.ncsu.edu,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/ph-d-programs/,3,majority_valid_same,2 valid responses are identical,"College of Sciences, https://sciences.ncsu.edu/",True,"College of Sciences, https://sciences.ncsu.edu",True,"College of Sciences, https://sciences.ncsu.edu",True
"North Carolina State University, Raleigh",PHD,Interdisciplinary Mathematics,科学学院,College of Sciences,https://sciences.ncsu.edu,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/ph-d-programs/,3,majority_valid_same,2 valid responses are identical,"College of Sciences, https://sciences.ncsu.edu",True,"College of Sciences, https://sciences.ncsu.edu/",True,"College of Sciences, https://sciences.ncsu.edu",True
"Pennsylvania State University, University Park",PHD,Mathematics ,科学学院,Eberly College of Science,https://science.psu.edu,https://science.psu.edu/math/graduate/admission/requirements,https://science.psu.edu/math/graduate/phd-program,3,all_valid_same,All 3 valid responses are identical,"Eberly College of Science, https://science.psu.edu",True,"Eberly College of Science, https://science.psu.edu",True,"Eberly College of Science, https://science.psu.edu",True
Brandeis University,Ph.D,Mathematics,文理研究生院,Graduate School of Arts and Sciences,https://www.brandeis.edu/gsas/,https://www.brandeis.edu/gsas/programs/math.html,https://www.brandeis.edu/mathematics/graduate/index.html,3,all_valid_same,All 3 valid responses are identical,"Graduate School of Arts and Sciences, https://www.brandeis.edu/gsas/",True,"Graduate School of Arts and Sciences, https://www.brandeis.edu/gsas/",True,"Graduate School of Arts and Sciences, https://www.brandeis.edu/gsas/",True
Brandeis University,MA/MS,Mathematics,文理研究生院,Graduate School of Arts and Sciences,https://www.brandeis.edu/gsas/,https://www.brandeis.edu/gsas/programs/math.html,https://www.brandeis.edu/mathematics/graduate/index.html,3,all_valid_same,All 3 valid responses are identical,"Graduate School of Arts and Sciences, https://www.brandeis.edu/gsas/",True,"Graduate School of Arts and Sciences, https://www.brandeis.edu/gsas/",True,"Graduate School of Arts and Sciences, https://www.brandeis.edu/gsas/",True
"University of California, Merced",MS,Applied Mathematics,自然科学学院,School of Natural Sciences,https://naturalsciences.ucmerced.edu,https://uc-merced.foleon.com/grad-division/appliedmath/applying,https://appliedmath.ucmerced.edu/academics/graduate-studies,2,all_valid_different,"All valid responses are different, randomly selected",,False,"School of Natural Sciences, https://naturalsciences.ucmerced.edu",True,"School of Natural Sciences, https://sns.ucmerced.edu/",True
"University of California, Merced",Ph.D.,Applied Mathematics,自然科学学院,School of Natural Sciences,https://naturalsciences.ucmerced.edu,https://uc-merced.foleon.com/grad-division/appliedmath/applying,https://appliedmath.ucmerced.edu/academics/graduate-studies,2,all_valid_different,"All valid responses are different, randomly selected",,False,"Graduate Division, https://graduatedivision.ucmerced.edu/",True,"School of Natural Sciences, https://naturalsciences.ucmerced.edu
",True
Rensselaer Polytechnic Institute,Ph.D,Mathematics,科学学院,School of Science,https://science.rpi.edu,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/phd,3,all_valid_same,All 3 valid responses are identical,"School of Science, https://science.rpi.edu",True,"School of Science, https://science.rpi.edu",True,"School of Science, https://science.rpi.edu",True
Rensselaer Polytechnic Institute,Ph.D,Mathematics,科学学院,School of Science,https://science.rpi.edu,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/phd,3,majority_valid_same,2 valid responses are identical,"School of Science, https://science.rpi.edu",True,"School of Science, https://science.rpi.edu/",True,"School of Science, https://science.rpi.edu",True
Rensselaer Polytechnic Institute,MS,Mathematics,科学学院,School of Science,https://science.rpi.edu,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/ms,3,all_valid_same,All 3 valid responses are identical,"School of Science, https://science.rpi.edu",True,"School of Science, https://science.rpi.edu",True,"School of Science, https://science.rpi.edu",True
Rensselaer Polytechnic Institute,MS,Mathematics,科学学院,School of Science,https://science.rpi.edu,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/ms,3,all_valid_same,All 3 valid responses are identical,"School of Science, https://science.rpi.edu",True,"School of Science, https://science.rpi.edu",True,"School of Science, https://science.rpi.edu",True
Rensselaer Polytechnic Institute,MS,Applied Mathematics,科学学院,School of Science,https://science.rpi.edu,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/ms-applied-mathematics,3,all_valid_same,All 3 valid responses are identical,"School of Science, https://science.rpi.edu",True,"School of Science, https://science.rpi.edu",True,"School of Science, https://science.rpi.edu",True
Rensselaer Polytechnic Institute,MS,Applied Mathematics,科学学院,School of Science,https://science.rpi.edu,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/ms-applied-mathematics,3,all_valid_same,All 3 valid responses are identical,"School of Science, https://science.rpi.edu",True,"School of Science, https://science.rpi.edu",True,"School of Science, https://science.rpi.edu",True
Michigan State University,PHD,"Computational Mathematics, Science and Engineering - ",工程学院,College of Natural Science,https://natsci.msu.edu,https://cmse.msu.edu/Academics/grad_program/phd/how_to_apply/index.aspx,https://cmse.msu.edu/Academics/grad_program/phd/index.aspx,3,all_valid_same,All 3 valid responses are identical,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True
Michigan State University,PHD,"Computational Mathematics, Science and Engineering - ",工程学院,College of Natural Science,https://natsci.msu.edu,https://cmse.msu.edu/Academics/grad_program/phd/how_to_apply/index.aspx,https://cmse.msu.edu/Academics/grad_program/phd/index.aspx,3,majority_valid_same,2 valid responses are identical,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu/",True
Michigan State University,MS,"Computational Mathematics, Science and Engineering - ",工程学院,College of Natural Science,https://natsci.msu.edu,,https://cmse.msu.edu/Academics/grad_program/master_degree.aspx,3,majority_valid_same,2 valid responses are identical,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu
",True
Michigan State University,MS,"Computational Mathematics, Science and Engineering - ",工程学院,College of Engineering,https://www.egr.msu.edu,,https://cmse.msu.edu/Academics/grad_program/master_degree.aspx,2,all_valid_different,"All valid responses are different, randomly selected","College of Engineering, https://www.engineering.msu.edu
",True,,False,"College of Engineering, https://www.egr.msu.edu
",True
Michigan State University,PHD,Mathematics - ,自然科学学院,College of Natural Science,https://natsci.msu.edu,https://math.msu.edu/Graduate/apply.aspx,https://math.msu.edu/Graduate/index.aspx,3,all_valid_same,All 3 valid responses are identical,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True
Michigan State University,PHD,Applied Mathematics - ,自然科学学院,College of Natural Science,https://natsci.msu.edu,https://math.msu.edu/Graduate/apply.aspx,https://math.msu.edu/Graduate/index.aspx,3,all_valid_same,All 3 valid responses are identical,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True
Michigan State University,MS,Industrial Mathematics ,自然科学学院,College of Natural Science,https://natsci.msu.edu,https://math.msu.edu/MSIM/admission_requirements.aspx,https://math.msu.edu/MSIM/index.aspx,3,all_valid_same,All 3 valid responses are identical,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True
Michigan State University,MS,Mathematics ,自然科学学院,College of Natural Science,https://natsci.msu.edu,https://math.msu.edu/graduate/apply.aspx,https://math.msu.edu/Graduate/index.aspx,2,all_valid_same,All 2 valid responses are identical,,False,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True
Michigan State University,MS,Applied Mathematics ,自然科学学院,College of Natural Science,https://natsci.msu.edu,https://math.msu.edu/graduate/apply.aspx,https://math.msu.edu/Graduate/index.aspx,3,all_valid_same,All 3 valid responses are identical,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True,"College of Natural Science, https://natsci.msu.edu",True
Santa Clara University,MS,Applied Mathematics in Mathematical Finance,工程学院,School of Engineering,https://www.scu.edu/engineering/,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,2,all_valid_same,All 2 valid responses are identical,"School of Engineering, https://www.scu.edu/engineering/",True,"School of Engineering, https://www.scu.edu/engineering/",True,,False
Santa Clara University,MS,Applied Mathematics in Mathematical Finance,工程学院,School of Engineering,https://www.scu.edu/engineering/,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,3,all_valid_same,All 3 valid responses are identical,"School of Engineering, https://www.scu.edu/engineering/",True,"School of Engineering, https://www.scu.edu/engineering/",True,"School of Engineering, https://www.scu.edu/engineering/",True
Santa Clara University,MS,Applied Mathematics in Mathematical Finance,工程学院,School of Engineering,https://www.scu.edu/engineering/,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,3,majority_valid_same,2 valid responses are identical,"School of Engineering, https://www.scu.edu/engineering",True,"School of Engineering, https://www.scu.edu/engineering/",True,"School of Engineering, https://www.scu.edu/engineering/",True
Santa Clara University,MS,Applied Mathematics,工程学院,School of Engineering,https://www.scu.edu/engineering/,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,3,all_valid_same,All 3 valid responses are identical,"School of Engineering, https://www.scu.edu/engineering/",True,"School of Engineering, https://www.scu.edu/engineering/",True,"School of Engineering, https://www.scu.edu/engineering/",True
Santa Clara University,MS,Applied Mathematics,工程学院,School of Engineering,https://www.scu.edu/engineering/,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,3,all_valid_same,All 3 valid responses are identical,"School of Engineering, https://www.scu.edu/engineering/",True,"School of Engineering, https://www.scu.edu/engineering/",True,"School of Engineering, https://www.scu.edu/engineering/",True
Santa Clara University,MS,Applied Mathematics,工程学院,School of Engineering,https://www.scu.edu/engineering/,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,3,all_valid_same,All 3 valid responses are identical,"School of Engineering, https://www.scu.edu/engineering/",True,"School of Engineering, https://www.scu.edu/engineering/",True,"School of Engineering, https://www.scu.edu/engineering/",True
"University of Massachusetts, Amherst",MS,Applied Mathematics,自然科学学院,Department of Mathematics and Statistics,https://www.umass.edu/mathematics-statistics/,https://www.umass.edu/mathematics-statistics/academics/graduate/applied-ms#applications-and-admissions,https://www.umass.edu/mathematics-statistics/academics/graduate/applied-ms,3,all_valid_different,"All valid responses are different, randomly selected","Department of Mathematics and Statistics, https://www.umass.edu/mathematics-statistics/",True,"College of Natural Sciences, https://www.umass.edu/natural-sciences/",True,"College of Natural Sciences, https://www.umass.edu/natural-sciences",True
"University of Massachusetts, Amherst",PHD,Mathematics,自然科学学院,College of Natural Sciences,https://www.cns.umass.edu,https://www.umass.edu/mathematics-statistics/academics/graduate/how-to-apply,https://www.umass.edu/mathematics-statistics/academics/graduate,1,single_valid_response,Only one valid response,,False,,False,"College of Natural Sciences, https://www.cns.umass.edu",True
University of Miami,PHD,Mathematics,文理学院,College of Arts and Sciences,https://as.miami.edu/,https://mathematics.miami.edu/grad/application/index.html,https://mathematics.miami.edu/grad/program-requirements/index.html,1,single_valid_response,Only one valid response,,False,,False,"College of Arts and Sciences, https://as.miami.edu/",True
University of Miami,MS,Mathematics,文理学院,College of Arts and Sciences,https://as.miami.edu,https://mathematics.miami.edu/grad/application/index.html,https://mathematics.miami.edu/grad/program-requirements/index.html,1,single_valid_response,Only one valid response,"College of Arts and Sciences, https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHjT_ztoLL7g3PHNf1kWqIDghJbURAj-OxX5_S6reB-PvhgPt_tTX2ysUoVL37t8J3NULqw7NdyIRZ30h1PuS7BMrl_K3ArwkFFlk36fBqYPa_Iww==",False,"College of Arts and Sciences, https://as.miami.edu",True,,False
University of Miami,MAT,Mathematics,文理学院,College of Arts and Sciences,https://as.miami.edu,https://mathematics.miami.edu/grad/application/index.html,https://mathematics.miami.edu/grad/program-requirements/index.html,1,single_valid_response,Only one valid response,,False,"College of Arts and Sciences, https://as.miami.edu",True,,False
University of Pittsburgh,PHD,Mathematics,文理研究生院,Kenneth P. Dietrich School of Arts and Sciences,https://www.as.pitt.edu/,https://www.mathematics.pitt.edu/graduate/admissions-and-financial-aid,https://www.mathematics.pitt.edu/graduate/graduate-degree-programs,3,majority_valid_same,2 valid responses are identical,"Kenneth P. Dietrich School of Arts and Sciences, https://www.as.pitt.edu/",True,"The Kenneth P. Dietrich School of Arts and Sciences, https://www.as.pitt.edu",True,"Kenneth P. Dietrich School of Arts and Sciences, https://www.as.pitt.edu/",True
University of Pittsburgh,MA,Mathematics,文理研究生院,Kenneth P. Dietrich School of Arts and Sciences,https://www.as.pitt.edu,https://www.mathematics.pitt.edu/graduate/admissions-and-financial-aid,https://www.mathematics.pitt.edu/graduate/graduate-degree-programs,2,all_valid_same,All 2 valid responses are identical,Not found,False,"Kenneth P. Dietrich School of Arts and Sciences, https://www.as.pitt.edu",True,"Kenneth P. Dietrich School of Arts and Sciences, https://www.as.pitt.edu",True
University of Pittsburgh,MS,Mathematics,文理研究生院,Kenneth P. Dietrich School of Arts and Sciences,https://www.as.pitt.edu,https://www.mathematics.pitt.edu/graduate/admissions-and-financial-aid,https://www.mathematics.pitt.edu/graduate/graduate-degree-programs,2,all_valid_different,"All valid responses are different, randomly selected","Not found
",False,"Kenneth P. Dietrich School of Arts and Sciences, https://www.as.pitt.edu
",True,"Kenneth P. Dietrich School of Arts and Sciences, https://www.as.pitt.edu",True
George Washington University,PHD,Mathematics,文理学院,Columbian College of Arts & Sciences,https://columbian.gwu.edu,https://bulletin.gwu.edu/arts-sciences/mathematics/phd/#admissionstext,https://math.columbian.gwu.edu/phd-mathematics,3,majority_valid_same,2 valid responses are identical,"Columbian College of Arts & Sciences, https://columbian.gwu.edu",True,"Columbian College of Arts & Sciences, https://columbian.gwu.edu",True,"Columbian College of Arts and Sciences, https://columbian.gwu.edu",True
George Washington University,MA,Mathematics ,文理学院,Columbian College of Arts & Sciences,https://columbian.gwu.edu,https://bulletin.gwu.edu/arts-sciences/mathematics/ma/#admissionstext,https://math.columbian.gwu.edu/ma-mathematics,3,majority_valid_same,2 valid responses are identical,"Columbian College of Arts & Sciences, https://columbian.gwu.edu",True,"Columbian College of Arts & Sciences, https://columbian.gwu.edu/",True,"Columbian College of Arts & Sciences, https://columbian.gwu.edu",True
George Washington University,MS,Applied Mathematics ,文理学院,Columbian College of Arts and Sciences,https://columbian.gwu.edu,https://bulletin.gwu.edu/arts-sciences/mathematics/ms/#admissionstext,https://math.columbian.gwu.edu/ms-applied-mathematics,3,majority_valid_same,2 valid responses are identical,"Columbian College of Arts & Sciences, https://columbian.gwu.edu",True,"Columbian College of Arts and Sciences, https://columbian.gwu.edu",True,"Columbian College of Arts and Sciences, https://columbian.gwu.edu",True
Villanova University,MA,Master of Arts in Mathematics,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ma-mathematics.html,3,majority_valid_same,2 valid responses are identical,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences",True,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences/",True,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences",True
Villanova University,MA,Master of Arts in Mathematics,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences/,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ma-mathematics.html,3,all_valid_same,All 3 valid responses are identical,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences/",True,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences/",True,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences/",True
Villanova University,MA,Mathematics,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences.html,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ma-mathematics.html,3,majority_valid_same,2 valid responses are identical,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences.html",True,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences.html",True,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences/",True
Syracuse University,MS,Mathematics M.S.,文理学院,College of Arts and Sciences,https://artsandsciences.syracuse.edu,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/faq/,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/,3,majority_valid_same,2 valid responses are identical,"College of Arts and Sciences, https://artsandsciences.syracuse.edu",True,"College of Arts & Sciences, https://artsandsciences.syracuse.edu",True,"College of Arts and Sciences, https://artsandsciences.syracuse.edu",True
Syracuse University,PHD,Mathematics Ph.D.,文理学院,College of Arts and Sciences,https://artsandsciences.syracuse.edu,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/faq/,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/,2,all_valid_same,All 2 valid responses are identical,"College of Arts and Sciences, https://artsandsciences.syracuse.edu",True,,False,"College of Arts and Sciences, https://artsandsciences.syracuse.edu",True
Tulane University,MS,Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,3,all_valid_same,All 3 valid responses are identical,"School of Science and Engineering, https://sse.tulane.edu",True,"School of Science and Engineering, https://sse.tulane.edu",True,"School of Science and Engineering, https://sse.tulane.edu",True
Tulane University,MS,Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,3,all_valid_same,All 3 valid responses are identical,"School of Science and Engineering, https://sse.tulane.edu",True,"School of Science and Engineering, https://sse.tulane.edu",True,"School of Science and Engineering, https://sse.tulane.edu",True
Tulane University,PhD,Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,2,all_valid_same,All 2 valid responses are identical,"School of Science and Engineering, https://sse.tulane.edu",True,"School of Science and Engineering, https://sse.tulane.edu",True,,False
Tulane University,PhD,Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,3,all_valid_same,All 3 valid responses are identical,"School of Science and Engineering, https://sse.tulane.edu",True,"School of Science and Engineering, https://sse.tulane.edu",True,"School of Science and Engineering, https://sse.tulane.edu",True
Tulane University,MS,Applied Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,2,all_valid_same,All 2 valid responses are identical,The,False,"School of Science and Engineering, https://sse.tulane.edu",True,"School of Science and Engineering, https://sse.tulane.edu",True
Tulane University,MS,Applied Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,3,all_valid_same,All 3 valid responses are identical,"School of Science and Engineering, https://sse.tulane.edu",True,"School of Science and Engineering, https://sse.tulane.edu",True,"School of Science and Engineering, https://sse.tulane.edu",True
"Binghamton University, SUNY",PHD,Mathematical Sciences (PHD),文理学院,Department of Mathematics and Statistics,https://www.binghamton.edu/math/,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/,3,all_valid_same,All 3 valid responses are identical,"Department of Mathematics and Statistics, https://www.binghamton.edu/math/",True,"Department of Mathematics and Statistics, https://www.binghamton.edu/math/",True,"Department of Mathematics and Statistics, https://www.binghamton.edu/math/",True
"Binghamton University, SUNY",PHD,Mathematical Sciences (PHD),文理学院,Department of Mathematics and Statistics,https://www.binghamton.edu/math/,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/,3,majority_valid_same,2 valid responses are identical,"Harpur College of Arts and Sciences, https://www.binghamton.edu/harpur/",True,"Department of Mathematics and Statistics, https://www.binghamton.edu/math/",True,"Department of Mathematics and Statistics, https://www.binghamton.edu/math/",True
"Binghamton University, SUNY",MA,Mathematical Sciences (MA),文理学院,Department of Mathematics and Statistics,https://www.binghamton.edu/math/,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/,3,all_valid_same,All 3 valid responses are identical,"Department of Mathematics and Statistics, https://www.binghamton.edu/math/",True,"Department of Mathematics and Statistics, https://www.binghamton.edu/math/",True,"Department of Mathematics and Statistics, https://www.binghamton.edu/math/",True
"Binghamton University, SUNY",MA,Mathematical Sciences (MA),文理学院,Department of Mathematics and Statistics,https://www.binghamton.edu/math/,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/,3,all_valid_same,All 3 valid responses are identical,"Department of Mathematics and Statistics, https://www.binghamton.edu/math/",True,"Department of Mathematics and Statistics, https://www.binghamton.edu/math/",True,"Department of Mathematics and Statistics, https://www.binghamton.edu/math/",True
"Indiana University, Bloomington",Ph.D.,Mathematical Physics (Physics),文理学院,The College of Arts & Sciences,https://college.indiana.edu,https://physics.indiana.edu/graduate/how-to-apply/index.html,https://physics.indiana.edu/graduate/doctoral-degrees/index.html,3,majority_valid_same,2 valid responses are identical,"The College of Arts & Sciences, https://college.indiana.edu",True,"The College of Arts & Sciences, https://college.indiana.edu",True,"College of Arts & Sciences, https://college.indiana.edu",True
"Indiana University, Bloomington",M.A.,Mathematics,文理学院,The College of Arts & Sciences,https://college.indiana.edu,https://math.indiana.edu/graduate/how-to-apply/index.html,https://math.indiana.edu/graduate/index.html,2,all_valid_different,"All valid responses are different, randomly selected","The College of Arts & Sciences, https://college.indiana.edu",True,"College of Arts + Sciences, https://college.indiana.edu/",True,,False
"Indiana University, Bloomington",Ph.D.,Mathematics,文理学院,College of Arts and Sciences,https://college.indiana.edu,https://math.indiana.edu/graduate/how-to-apply/index.html,https://math.indiana.edu/graduate/index.html,3,majority_valid_same,2 valid responses are identical,"The College of Arts & Sciences, https://college.indiana.edu",True,"College of Arts and Sciences, https://college.indiana.edu",True,"College of Arts and Sciences, https://college.indiana.edu",True
