大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,所属院系网址,招生网址,专业网址,valid_response_count,consistency_type,consistency_detail,response_1,response_1_valid,response_2,response_2_valid,response_3,response_3_valid
Northeastern University ,MS,Analytics  ,东北大学（西雅图校区）,College of Professional Studies,https://cps.northeastern.edu,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-silicon-valley/,3,majority_valid_same,2 valid responses are identical,"College of Professional Studies, https://cps.northeastern.edu",TRUE,"Northeastern University College of Professional Studies, https://cps.northeastern.edu",TRUE,"College of Professional Studies, https://cps.northeastern.edu",TRUE
Northeastern University ,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,College of Engineering,https://coe.northeastern.edu,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,3,all_valid_same,All 3 valid responses are identical,"College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE
Northeastern University ,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,College of Engineering,https://coe.northeastern.edu,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,3,majority_valid_same,2 valid responses are identical,"Northeastern University College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE
Northeastern University ,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,College of Engineering,https://coe.northeastern.edu/,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,3,all_valid_different,"All valid responses are different, randomly selected","Northeastern University College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu/",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE
Northeastern University ,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,College of Engineering,https://coe.northeastern.edu,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,3,all_valid_same,All 3 valid responses are identical,"College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE
Northeastern University ,MS,Analytics ,东北大学（西雅图校区）,College of Professional Studies,https://cps.northeastern.edu,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://seattle.northeastern.edu/academic_program/master-professional-studies-analytics/,3,all_valid_same,All 3 valid responses are identical,"College of Professional Studies, https://cps.northeastern.edu",TRUE,"College of Professional Studies, https://cps.northeastern.edu",TRUE,"College of Professional Studies, https://cps.northeastern.edu",TRUE
Northeastern University（Toronto）,MS,Analytics — Toronto,东北大学（加拿大多伦多校区）,College of Professional Studies,https://cps.northeastern.edu,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://toronto.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,3,all_valid_same,All 3 valid responses are identical,"College of Professional Studies, https://cps.northeastern.edu",TRUE,"College of Professional Studies, https://cps.northeastern.edu",TRUE,"College of Professional Studies, https://cps.northeastern.edu",TRUE
Northeastern University（Vancouver）,MS,Analytics — Vancouver,东北大学（加拿大温哥华校区）,College of Professional Studies,https://cps.northeastern.edu,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,3,all_valid_same,All 3 valid responses are identical,"College of Professional Studies, https://cps.northeastern.edu",TRUE,"College of Professional Studies, https://cps.northeastern.edu",TRUE,"College of Professional Studies, https://cps.northeastern.edu",TRUE
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,College of Engineering,https://coe.northeastern.edu,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,3,all_valid_same,All 3 valid responses are identical,"College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,College of Engineering,https://coe.northeastern.edu,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,2,all_valid_same,All 2 valid responses are identical,"College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE,"The Admissions URL clearly states ""Northeastern University College of Engineering"" and the URL is `https://coe.northeastern.edu`. The Program URL also explicitly mentions ""College Name College of Engineering"" and that ""The College of Engineering is offering a 25% tuition scholarship for the duration of the program to all students admitted to COE's MS programs in the regional campuses"". This confirms the school is the College of Engineering. The homepage for the College of Engineering is `https://coe.northeastern.edu`.

College of Engineering, https://coe.northeastern.edu",FALSE
Northeastern University（Boston）,硕士预科项目,Analytics（College of Professional Studies）,Global Pathways项目,College of Professional Studies,https://cps.northeastern.edu,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/analytics/,3,all_valid_different,"All valid responses are different, randomly selected","College of Professional Studies, https://cps.northeastern.edu",TRUE,"Northeastern University College of Professional Studies, https://cps.northeastern.edu",TRUE,"College of Professional Studies, https://cps.northeastern.edu/",TRUE
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,College of Engineering,https://coe.northeastern.edu,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,2,all_valid_same,All 2 valid responses are identical,"The browsed pages indicate that the ""Data Analytics Engineering"" program is part of ""Global Pathways"" which helps international students. The program page mentions ""To enter this Global Pathways program, you must meet the College of Engineering's admissions scores."" This strongly suggests the program is housed within the College of Engineering. The Admissions URL also mentions ""Northeastern University College of Professional Studies"" in the mailing address for transcripts, but the program specifically states ""College of Engineering's admissions scores"".

Now I need to find the official homepage URL for the College of Engineering. I will use the search tool for this.
",FALSE,"College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,College of Engineering,https://coe.northeastern.edu,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,3,all_valid_same,All 3 valid responses are identical,"College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE,"College of Engineering, https://coe.northeastern.edu",TRUE
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,College of Professional Studies,https://cps.northeastern.edu,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,3,majority_valid_same,2 valid responses are identical,"College of Professional Studies, https://cps.northeastern.edu",TRUE,"College of Professional Studies, https://cps.northeastern.edu/",TRUE,"College of Professional Studies, https://cps.northeastern.edu",TRUE
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,College of Professional Studies,https://cps.northeastern.edu/,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,3,majority_valid_same,2 valid responses are identical,"College of Professional Studies, https://cps.northeastern.edu",TRUE,"College of Professional Studies, https://cps.northeastern.edu/",TRUE,"College of Professional Studies, https://cps.northeastern.edu/",TRUE
Florida State University,PHD,Data Science,文理学院,College of Arts and Sciences,https://artsandsciences.fsu.edu,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,3,all_valid_different,"All valid responses are different, randomly selected","College of Arts and Sciences, https://artsandsciences.fsu.edu",TRUE,"College of Arts and Sciences, https://artsandsciences.fsu.edu/",TRUE,"College of Arts and Sciences, https://www.artsandsciences.fsu.edu",TRUE
Florida State University,MS,Data Science,文理学院,College of Arts and Sciences,https://artsandsciences.fsu.edu/,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,3,all_valid_different,"All valid responses are different, randomly selected","College of Arts and Sciences, https://www.artsandsciences.fsu.edu",TRUE,"College of Arts and Sciences, https://artsandsciences.fsu.edu/",TRUE,"College of Arts and Sciences, https://artsandsciences.fsu.edu",TRUE
Florida State University,MS,Statistical Data Science ,文理学院,College of Arts and Sciences,https://artsandsciences.fsu.edu,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,3,all_valid_same,All 3 valid responses are identical,"College of Arts and Sciences, https://artsandsciences.fsu.edu",TRUE,"College of Arts and Sciences, https://artsandsciences.fsu.edu",TRUE,"College of Arts and Sciences, https://artsandsciences.fsu.edu",TRUE
Florida State University,MS,Statistical Data Science ,文理学院,College of Arts and Sciences,https://artsandsciences.fsu.edu,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,3,majority_valid_same,2 valid responses are identical,"College of Arts and Sciences, https://www.artsandsciences.fsu.edu
",TRUE,"College of Arts and Sciences, https://artsandsciences.fsu.edu",TRUE,"College of Arts and Sciences, https://artsandsciences.fsu.edu",TRUE
"University of Minnesota, Twin Cities",MS,Data Science M.S.,理工学院,College of Science and Engineering,https://cse.umn.edu,https://cse.umn.edu/datascience/graduate-admission-requirements,https://cse.umn.edu/datascience/masters,3,majority_valid_same,2 valid responses are identical,"College of Science & Engineering, https://cse.umn.edu/",TRUE,"College of Science and Engineering, https://cse.umn.edu",TRUE,"College of Science and Engineering, https://cse.umn.edu",TRUE
"University of Minnesota, Twin Cities",MS,M.S. in Data Science in Operations Research,理工学院,College of Science and Engineering,https://cse.umn.edu,https://cse.umn.edu/isye/apply-ms-data-science-operations-research-program,https://cse.umn.edu/isye/ms-data-science-operations-research,3,all_valid_same,All 3 valid responses are identical,"College of Science and Engineering, https://cse.umn.edu",TRUE,"College of Science and Engineering, https://cse.umn.edu",TRUE,"College of Science and Engineering, https://cse.umn.edu",TRUE
"University of Minnesota, Twin Cities",MS,M.S. in Industrial and Systems Engineering (Analytics Track),理工学院,College of Science and Engineering,https://cse.umn.edu,https://cse.umn.edu/isye/apply-ms-analytics,https://cse.umn.edu/isye/analytics,3,majority_valid_same,2 valid responses are identical,"College of Science and Engineering, https://cse.umn.edu/",TRUE,"College of Science and Engineering, https://cse.umn.edu",TRUE,"College of Science and Engineering, https://cse.umn.edu",TRUE
"University of Minnesota, Twin Cities",MS,MS Mathematics: Data Science,理工学院,College of Science and Engineering,https://cse.umn.edu,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,3,all_valid_same,All 3 valid responses are identical,"College of Science and Engineering, https://cse.umn.edu",TRUE,"College of Science and Engineering, https://cse.umn.edu",TRUE,"College of Science and Engineering, https://cse.umn.edu",TRUE
College of William & Mary,MS,Applied Science—Data Science,文理学院,Arts & Sciences,https://www.wm.edu/as/,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,3,all_valid_same,All 3 valid responses are identical,"Arts & Sciences, https://www.wm.edu/as/",TRUE,"Arts & Sciences, https://www.wm.edu/as/",TRUE,"Arts & Sciences, https://www.wm.edu/as/",TRUE
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,Arts & Sciences,https://www.wm.edu/as/,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,2,all_valid_different,"All valid responses are different, randomly selected","The browsed pages (both and) show ""Arts & Sciences"" and ""Applied Science"". The title of both pages also explicitly states ""Arts & Sciences"". For example, ""Graduate Application for Applied Science | Applied Science | Arts & Sciences | William & Mary"". Under ""Departments & Programs"", ""Applied Science"" is listed under ""Arts & Sciences"".

Therefore, the school/college is ""Arts & Sciences"", and the homepage for ""Arts & Sciences"" at William & Mary needs to be found. The current URLs are for the Applied Science department within Arts & Sciences. I will look for a link to ""Arts & Sciences"" in the browsed content or perform a targeted search.

Looking at the breadcrumbs/navigation, it seems to be `William & Mary > Arts & Sciences > Applied Science`. So the direct link for ""Arts & Sciences"" should be within the `wm.edu` domain.

I will search for ""William & Mary Arts & Sciences homepage site:.edu"" to confirm the official homepage.",FALSE,"Faculty of Arts & Sciences, https://www.wm.edu/as/
",TRUE,"Arts & Sciences, https://www.wm.edu/as/",TRUE
College of William & Mary,MS,Applied Science—Data Science,文理学院,Arts & Sciences,https://www.wm.edu/as/,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,3,all_valid_same,All 3 valid responses are identical,"Arts & Sciences, https://www.wm.edu/as/",TRUE,"Arts & Sciences, https://www.wm.edu/as/",TRUE,"Arts & Sciences, https://www.wm.edu/as/",TRUE
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,Arts & Sciences,https://www.wm.edu/as/,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,3,all_valid_same,All 3 valid responses are identical,"Arts & Sciences, https://www.wm.edu/as/",TRUE,"Arts & Sciences, https://www.wm.edu/as/",TRUE,"Arts & Sciences, https://www.wm.edu/as/",TRUE
University of Connecticut,M.S.,Data Science,文理学院,The Graduate School,https://grad.uconn.edu,https://masters.datascience.uconn.edu/apply/,https://masters.datascience.uconn.edu/on-campus-masters-in-data-science/,2,all_valid_same,All 2 valid responses are identical,"The Graduate School, https://grad.uconn.edu",TRUE,Not found,FALSE,"The Graduate School, https://grad.uconn.edu",TRUE
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/ceas/,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,3,majority_valid_same,2 valid responses are identical,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/ceas/",TRUE,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/ceas/",TRUE,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/commcms/ceas/",TRUE
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/commcms/ceas/,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,1,single_valid_response,Only one valid response,,FALSE,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/commcms/ceas/",TRUE,,FALSE
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/ceas/,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,3,all_valid_different,"All valid responses are different, randomly selected","College of Engineering and Applied Sciences, https://www.stonybrook.edu/commcms/ceas/",TRUE,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/ceas/",TRUE,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/commcms/ce/",TRUE
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/ceas/,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,1,single_valid_response,Only one valid response,Not found,FALSE,"College of Engineering and Applied Sciences, https://www.stonybrook.edu/ceas/",TRUE,,FALSE
"North Carolina State University, Raleigh",MCS, Computer Science- Data Science,工程学院,College of Engineering,https://www.engr.ncsu.edu/,https://www.csc.ncsu.edu/academics/graduate/procedure.php,https://www.csc.ncsu.edu/academics/graduate/degrees/ds.php,2,all_valid_same,All 2 valid responses are identical,,FALSE,"College of Engineering, https://www.engr.ncsu.edu/",TRUE,"College of Engineering, https://www.engr.ncsu.edu/",TRUE
"North Carolina State University, Raleigh",MS,Advanced Analytics,研究生院,Institute for Advanced Analytics,https://analytics.ncsu.edu/,https://analytics.ncsu.edu/?page_id=13892,https://analytics.ncsu.edu/,3,all_valid_same,All 3 valid responses are identical,"Institute for Advanced Analytics, https://analytics.ncsu.edu/",TRUE,"Institute for Advanced Analytics, https://analytics.ncsu.edu/",TRUE,"Institute for Advanced Analytics, https://analytics.ncsu.edu/",TRUE
"Pennsylvania State University, University Park",MS,Informatics(Data Sciences),信息科学与技术学院,College of Information Sciences and Technology,https://ist.psu.edu,https://ist.psu.edu/prospective/graduate/application/ms,https://ist.psu.edu/prospective/graduate/ms-informatics,2,all_valid_same,All 2 valid responses are identical,The browse results clearly indicate that the "MS Informatics" program is housed within the "Penn State College of Information Sciences and Technology". The URL `https://ist.psu.edu` is the homepage for this college.,FALSE,"College of Information Sciences and Technology, https://ist.psu.edu",TRUE,"College of Information Sciences and Technology, https://ist.psu.edu",TRUE
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,School of Science,https://science.rpi.edu,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,3,all_valid_same,All 3 valid responses are identical,"School of Science, https://science.rpi.edu",TRUE,"School of Science, https://science.rpi.edu",TRUE,"School of Science, https://science.rpi.edu",TRUE
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,School of Science,https://science.rpi.edu,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,3,all_valid_same,All 3 valid responses are identical,"School of Science, https://science.rpi.edu",TRUE,"School of Science, https://science.rpi.edu",TRUE,"School of Science, https://science.rpi.edu",TRUE
Michigan State University,MS,MASTER'S IN BUSINESS DATA SCIENCE & ANALYTICS,商学院,Broad College of Business,https://broad.msu.edu,https://broad.msu.edu/masters/business-data-science-analytics/admissions/,https://broad.msu.edu/masters/business-data-science-analytics/,3,all_valid_same,All 3 valid responses are identical,"Broad College of Business, https://broad.msu.edu",TRUE,"Broad College of Business, https://broad.msu.edu",TRUE,"Broad College of Business, https://broad.msu.edu",TRUE
Michigan State University,MS,Master of Science  in Data Science,自然科学学院,College of Natural Science,https://natsci.msu.edu,https://msds.msu.edu/prospective-students.aspx,https://msds.msu.edu/,1,single_valid_response,Only one valid response,Not found,FALSE,"College of Natural Science, https://natsci.msu.edu",TRUE,,FALSE
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,Manning College of Information & Computer Sciences,https://www.cics.umass.edu/,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,3,majority_valid_same,2 valid responses are identical,"Manning College of Information & Computer Sciences, https://www.cics.umass.edu/",TRUE,"Manning College of Information & Computer Sciences, https://www.cics.umass.edu/",TRUE,"Manning College of Information & Computer Sciences, https://www.cics.umass.edu",TRUE
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,Manning College of Information & Computer Sciences,https://www.cics.umass.edu,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,3,majority_valid_same,2 valid responses are identical,"Manning College of Information & Computer Sciences, https://www.cics.umass.edu",TRUE,"Manning College of Information & Computer Sciences, https://www.cics.umass.edu/",TRUE,"Manning College of Information & Computer Sciences, https://www.cics.umass.edu",TRUE
University of Miami,MS, Master of Science in Data Science,文理学院,College of Arts and Sciences,https://as.miami.edu/,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,3,all_valid_different,"All valid responses are different, randomly selected","College of Arts and Sciences, https://as.miami.edu/",TRUE,"College of Arts and Sciences, https://college.as.miami.edu/",TRUE,"College of Arts and Sciences, https://as.miami.edu",TRUE
University of Miami,MS, Master of Science in Data Science：Technical Data Science (College of Arts & Sciences and College of Engineering),文理学院,College of Arts and Sciences,https://www.as.miami.edu/,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,3,all_valid_different,"All valid responses are different, randomly selected","The Graduate School, https://grad.miami.edu/",TRUE,"College of Arts and Sciences, https://as.miami.edu/",TRUE,"College of Arts and Sciences, https://www.as.miami.edu/",TRUE
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,School of Computing and Information,https://www.sci.pitt.edu,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,3,all_valid_same,All 3 valid responses are identical,"School of Computing and Information, https://www.sci.pitt.edu",TRUE,"School of Computing and Information, https://www.sci.pitt.edu",TRUE,"School of Computing and Information, https://www.sci.pitt.edu",TRUE
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,School of Computing and Information,https://www.sci.pitt.edu,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,3,majority_valid_same,2 valid responses are identical,"School of Computing and Information, https://www.sci.pitt.edu/",TRUE,"School of Computing and Information, https://www.sci.pitt.edu",TRUE,"School of Computing and Information, https://www.sci.pitt.edu",TRUE
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,School of Computing and Information,https://www.sci.pitt.edu,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,3,all_valid_same,All 3 valid responses are identical,"School of Computing and Information, https://www.sci.pitt.edu",TRUE,"School of Computing and Information, https://www.sci.pitt.edu",TRUE,"School of Computing and Information, https://www.sci.pitt.edu",TRUE
University of Pittsburgh,PHD,Doctor of Philosophy in Information Science,计算机和信息学院,School of Computing and Information,https://www.sci.pitt.edu,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/doctoral-degrees/information-science-phd,3,all_valid_same,All 3 valid responses are identical,"School of Computing and Information, https://www.sci.pitt.edu",TRUE,"School of Computing and Information, https://www.sci.pitt.edu",TRUE,"School of Computing and Information, https://www.sci.pitt.edu",TRUE
University of Pittsburgh,MS,Industrial Engineering：Data Science,工程学院,Swanson School of Engineering,https://www.engineering.pitt.edu,https://www.engineering.pitt.edu/departments/industrial/admissions/graduate-admissions/,https://www.engineering.pitt.edu/departments/industrial/graduate/masters/masters-program/,3,all_valid_same,All 3 valid responses are identical,"Swanson School of Engineering, https://www.engineering.pitt.edu",TRUE,"Swanson School of Engineering, https://www.engineering.pitt.edu",TRUE,"Swanson School of Engineering, https://www.engineering.pitt.edu",TRUE
University of Pittsburgh,MS,Industrial Engineering：Data Science,工程学院,Swanson School of Engineering,https://www.engineering.pitt.edu,https://www.engineering.pitt.edu/departments/industrial/admissions/graduate-admissions/,https://www.engineering.pitt.edu/departments/industrial/graduate/masters/masters-program/,3,all_valid_same,All 3 valid responses are identical,"Swanson School of Engineering, https://www.engineering.pitt.edu",TRUE,"Swanson School of Engineering, https://www.engineering.pitt.edu",TRUE,"Swanson School of Engineering, https://www.engineering.pitt.edu",TRUE
George Washington University,MS,Data Science ,文理学院,Columbian College of Arts & Sciences,https://columbian.gwu.edu,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,https://datasci.columbian.gwu.edu/ms-data-science,2,all_valid_different,"All valid responses are different, randomly selected",,FALSE,"Columbian College of Arts & Sciences, https://columbian.gwu.edu",TRUE,"Columbian College of Arts & Sciences, https://columbian.gwu.edu/",TRUE
George Washington University,MS,Data Science ,文理学院,Columbian College of Arts & Sciences,https://columbian.gwu.edu,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,https://datasci.columbian.gwu.edu/ms-data-science,3,majority_valid_same,2 valid responses are identical,"Columbian College of Arts & Sciences, https://columbian.gwu.edu/",TRUE,"Columbian College of Arts & Sciences, https://columbian.gwu.edu",TRUE,"Columbian College of Arts & Sciences, https://columbian.gwu.edu",TRUE
George Washington University,MS,Data Analytics ,工程学院,School of Engineering and Applied Science,https://engineering.gwu.edu,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,https://cs.engineering.gwu.edu/master-science-data-analytics,2,all_valid_different,"All valid responses are different, randomly selected","School of Engineering and Applied Science, https://engineering.gwu.edu",TRUE,"School of Engineering and Applied Science, https://www.seas.gwu.edu",TRUE,"The content from both URLs clearly states that the Master of Science in Data Analytics program is housed within the ""School of Engineering and Applied Science"" at George Washington University.

The second URL, `https://cs.engineering.gwu.edu/master-science-data-analytics`, also clearly indicates ""School of Engineering & Applied Science"" and the domain `engineering.gwu.edu` is the most authoritative homepage URL for that school.

Therefore, the school is ""School of Engineering and Applied Science"" and its homepage is `https://engineering.gwu.edu`. I will use the base URL from the provided program URL `https://cs.engineering.gwu.edu/master-science-data-analytics`, which is `https://engineering.gwu.edu`.",FALSE
George Washington University,MS,Data Analytics ,工程学院,School of Engineering & Applied Science,https://engineering.gwu.edu/,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,https://cs.engineering.gwu.edu/master-science-data-analytics,3,all_valid_different,"All valid responses are different, randomly selected","School of Engineering and Applied Science, https://engineering.gwu.edu",TRUE,"School of Engineering & Applied Science, https://engineering.gwu.edu/",TRUE,"School of Engineering and Applied Science, https://www.seas.gwu.edu",TRUE
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences/,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,3,majority_valid_same,2 valid responses are identical,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences.html",TRUE,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences/",TRUE,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences/",TRUE
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences.html,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,3,majority_valid_same,2 valid responses are identical,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences.html",TRUE,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences.html",TRUE,"College of Liberal Arts and Sciences, https://www1.villanova.edu/university/liberal-arts-sciences/",TRUE
