大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,托福送分ETS code,判断状态,有效回答数,总回答数,Response 1 提取,Response 2 提取,Response 3 提取,Response 1 原文,Response 2 原文,Response 3 原文
Florida State University,MS,Statistical Data Science ,文理学院,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,5219,三个回答完全一致,3,3,5219,5219,5219,5219,5219,5219
Florida State University,MS,Statistical Data Science ,文理学院,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,5219,三个回答完全一致,3,3,5219,5219,5219,5219,5219,5219
"University of Minnesota, Twin Cities",MS,Data Science M.S.,理工学院,https://cse.umn.edu/datascience/graduate-admission-requirements,https://cse.umn.edu/datascience/masters,6874,三个回答完全一致,3,3,6874,6874,6874,6874,6874,6874
"University of Minnesota, Twin Cities",MS,M.S. in Data Science in Operations Research,理工学院,https://cse.umn.edu/isye/apply-ms-data-science-operations-research-program,https://cse.umn.edu/isye/ms-data-science-operations-research,6874,两个有效回答一致,2,2,6874,6874,invalid,6874,6874,
"University of Minnesota, Twin Cities",MS,M.S. in Industrial and Systems Engineering (Analytics Track),理工学院,https://cse.umn.edu/isye/apply-ms-analytics,https://cse.umn.edu/isye/analytics,6874,三个回答完全一致,3,3,6874,6874,6874,6874,6874,6874
"University of Minnesota, Twin Cities",MS,MS Mathematics: Data Science,理工学院,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,6874,三个回答完全一致,3,3,6874,6874,6874,6874,6874,6874
College of William & Mary,MS,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,5115,三个回答完全一致,3,3,5115,5115,5115,5115,5115,5115
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,5115,三个回答完全一致,3,3,5115,5115,5115,5115,5115,5115
College of William & Mary,MS,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,5115,两个有效回答一致,2,3,5115,invalid,5115,5115,"The browsed pages mention TOEFL, specifically ""Onc...",5115
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,5115,三个回答完全一致,3,3,5115,5115,5115,5115,5115,5115
University of Connecticut,M.S.,Data Science,文理学院,https://masters.datascience.uconn.edu/apply/,https://masters.datascience.uconn.edu/on-campus-masters-in-data-science/,3915,两个有效回答一致,2,3,3915,invalid,3915,3915,The browsed pages mention TOEFL scores and minimum...,3915
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,2548,两个有效回答一致,2,3,2548,invalid,2548,2548,"The browsed content states: ""The institution code ...",2548
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,2548,三个回答完全一致,3,3,2548,2548,2548,2548,2548,2548
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,2548,三个回答完全一致,3,3,2548,2548,2548,2548,2548,2548
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,2548,两个有效回答一致,2,3,2548,invalid,2548,2548,The browse output contains the information. Under ...,2548
"North Carolina State University, Raleigh",MCS, Computer Science- Data Science,工程学院,https://www.csc.ncsu.edu/academics/graduate/procedure.php,https://www.csc.ncsu.edu/academics/graduate/degrees/ds.php,5496,三个回答完全一致,3,3,5496,5496,5496,5496,5496,5496
"North Carolina State University, Raleigh",MS,Advanced Analytics,研究生院,https://analytics.ncsu.edu/?page_id=13892,https://analytics.ncsu.edu/,5496,两个有效回答一致,2,3,5496,invalid,5496,5496,99,5496
"Pennsylvania State University, University Park",MS,Informatics(Data Sciences),信息科学与技术学院,https://ist.psu.edu/prospective/graduate/application/ms,https://ist.psu.edu/prospective/graduate/ms-informatics,2660,两个有效回答一致,2,3,invalid,2660,2660,Not found,2660,2660
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,2757,三个回答完全一致,3,3,2757,2757,2757,2757,2757,2757
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,2757,三个回答完全一致,3,3,2757,2757,2757,2757,2757,2757
Michigan State University,MS,MASTER'S IN BUSINESS DATA SCIENCE & ANALYTICS,商学院,https://broad.msu.edu/masters/business-data-science-analytics/admissions/,https://broad.msu.edu/masters/business-data-science-analytics/,1465,三个回答完全一致,3,3,1465,1465,1465,1465,1465,1465
Michigan State University,MS,Master of Science  in Data Science,自然科学学院,https://msds.msu.edu/prospective-students.aspx,https://msds.msu.edu/,1465,三个回答完全一致,3,3,1465,1465,1465,1465,1465,1465
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,3917,两个有效回答一致,2,3,3917,3917,invalid,3917,3917,Not found
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,3917,三个回答完全一致,3,3,3917,3917,3917,3917,3917,3917
University of Miami,MS, Master of Science in Data Science,文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
University of Miami,MS, Master of Science in Data Science：Technical Data Science (College of Arts & Sciences and College of Engineering),文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,2927,三个回答完全一致,3,3,2927,2927,2927,2927,2927,2927
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,2927,三个回答完全一致,3,3,2927,2927,2927,2927,2927,2927
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,需要额外确认,"回答不一致: {'2927': 2, '0404': 1}",3,3,2927,2927,0404,2927,2927,0404
University of Pittsburgh,PHD,Doctor of Philosophy in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/doctoral-degrees/information-science-phd,2927,两个有效回答一致,2,3,2927,invalid,2927,2927,"The Admissions FAQ page contains a section on ""Tes...",2927
University of Pittsburgh,MS,Industrial Engineering：Data Science,工程学院,https://www.engineering.pitt.edu/departments/industrial/admissions/graduate-admissions/,https://www.engineering.pitt.edu/departments/industrial/graduate/masters/masters-program/,2927,三个回答完全一致,3,3,2927,2927,2927,2927,2927,2927
University of Pittsburgh,MS,Industrial Engineering：Data Science,工程学院,https://www.engineering.pitt.edu/departments/industrial/admissions/graduate-admissions/,https://www.engineering.pitt.edu/departments/industrial/graduate/masters/masters-program/,2927,三个回答完全一致,3,3,2927,2927,2927,2927,2927,2927
George Washington University,MS,Data Science ,文理学院,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,https://datasci.columbian.gwu.edu/ms-data-science,5246,两个有效回答一致,2,3,5246,invalid,5246,5246,Not found,5246
George Washington University,MS,Data Science ,文理学院,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,https://datasci.columbian.gwu.edu/ms-data-science,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,5246,invalid,Not found,5246,Not found
George Washington University,MS,Data Analytics ,工程学院,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,https://cs.engineering.gwu.edu/master-science-data-analytics,5246,两个有效回答一致,2,3,5246,invalid,5246,5246,"The first URL mentions TOEFL requirements: ""TOEFL:...",5246
George Washington University,MS,Data Analytics ,工程学院,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,https://cs.engineering.gwu.edu/master-science-data-analytics,5246,三个回答完全一致,3,3,5246,5246,5246,5246,5246,5246
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,2959,三个回答完全一致,3,3,2959,2959,2959,2959,2959,2959
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,The browsed pages provide information on applicati...,The provided URLs do not contain the TOEFL ETS cod...
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,2959,三个回答完全一致,3,3,2959,2959,2959,2959,2959,2959
Syracuse University,MS,APPLIED DATA SCIENCE,信息研究学院,https://ischool.syr.edu/admissions-aid/how-to-apply/apply-to-graduate-programs/,https://ischool.syr.edu/academics/applied-data-science-masters-degree/,2823,三个回答完全一致,3,3,2823,2823,2823,2823,2823,2823
Syracuse University,MS,APPLIED DATA SCIENCE,信息研究学院,https://ischool.syr.edu/admissions-aid/how-to-apply/apply-to-graduate-programs/,https://ischool.syr.edu/academics/applied-data-science-masters-degree/,2823,三个回答完全一致,3,3,2823,2823,2823,2823,2823,2823
Syracuse University,PHD,Information Science and Technology,信息研究学院,https://ischool.syr.edu/admissions-aid/how-to-apply/phd-application-checklist/,https://ischool.syr.edu/academics/ph-d-in-information-science-and-technology/,2823,三个回答完全一致,3,3,2823,2823,2823,2823,2823,2823
"Binghamton University, SUNY",MS,Data Analytics (MS),研究生跨学科项目,https://www.binghamton.edu/academics/programs/data-analytics/admissions.html,https://www.binghamton.edu/academics/programs/data-analytics/,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,The browsed pages do not contain the ETS code. The...,113
"Binghamton University, SUNY",MS,MS in Information Systems: Applied Data Science,工程学院,https://www.binghamton.edu/apps/academics/program/gd/information-systems,https://www.binghamton.edu/computer-science/graduate-programs/msis/msis-datascience.html,2535,三个回答完全一致,3,3,2535,2535,2535,2535,2535,2535
"Indiana University, Bloomington",M.S., Dual M.S. Degree program in Statistical Science and Data Science,文理学院,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
"Indiana University, Bloomington",M.S., Dual M.S. Degree program in Data Science and Applied Statistics,文理学院,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,1324,两个有效回答一致,2,3,invalid,1324,1324,Not found.,1324,1324
"Indiana University, Bloomington",M.S.,Data Science—Applied Data Science Track,信息学，计算机和工程学院,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,1324,两个有效回答一致,2,3,invalid,1324,1324,Not found,1324,1324
"Indiana University, Bloomington",M.S.,Data Science—Big Data Systems Track,信息学，计算机和工程学院,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,1324,两个有效回答一致,2,2,invalid,1324,1324,,1324,1324
"Indiana University, Bloomington",M.S.,Data Science—Computational and Analytical Track,信息学，计算机和工程学院,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,1324,三个回答完全一致,3,3,1324,1324,1324,1324,1324,1324
"Indiana University, Bloomington",M.S.,Data Science—Managerial Data Science Track,信息学，计算机和工程学院,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,1324,两个有效回答一致,2,3,invalid,1324,1324,Not found,1324,1324
"University of California, Riverside",MS,MS in Computational Data Science,工程学院,https://datascience.ucr.edu/ms-computational-data-science-application-requirements,https://datascience.ucr.edu/graduate/computational-data-science,4839,三个回答完全一致,3,3,4839,4839,4839,4839,4839,4839
Colorado School of Mines,MS, Applied Mathematics and Statistics—DATA SCIENCE（非论文）,应用数学和统计学系,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,需要额外确认,只有一个有效回答，不足以确认,1,3,4073,invalid,invalid,4073,Not found.,Not found
Colorado School of Mines,MS,DATA SCIENCE（非论文）,研究生跨学科项目,https://gradprograms.mines.edu/masters-in-data-science/,https://datascience.mines.edu/programs/,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,4073,invalid,The browsed pages provide information about admiss...,4073,Not found
"University at Buffalo, SUNY",MS,Industrial Engineering (Data Analytics Engineering)  ,工程与应用科学学院,https://engineering.buffalo.edu/industrial-systems/masters-programs/admissions.html,https://engineering.buffalo.edu/industrial-systems/masters-programs/ms-industrial-engineering/ms-data-analytics.html,2925,三个回答完全一致,3,3,2925,2925,2925,2925,2925,2925
"University at Buffalo, SUNY",MS,Industrial Engineering (Data Analytics Engineering)  ,工程与应用科学学院,https://engineering.buffalo.edu/industrial-systems/masters-programs/admissions.html,https://engineering.buffalo.edu/industrial-systems/masters-programs/ms-industrial-engineering/ms-data-analytics.html,2925,三个回答完全一致,3,3,2925,2925,2925,2925,2925,2925
"University at Buffalo, SUNY",MPS,Data Sciences and Applications MPS,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,2925,三个回答完全一致,3,3,2925,2925,2925,2925,2925,2925
"University at Buffalo, SUNY",MPS,Data Sciences and Applications MPS,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,2925,两个有效回答一致,2,2,invalid,2925,2925,,2925,2925
"University at Buffalo, SUNY",MS,Engineering Science (Data Science) MS,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,2925,两个有效回答一致,2,3,2925,invalid,2925,2925,The,2925
"University at Buffalo, SUNY",MS,Engineering Science (Data Science) MS,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,2925,两个有效回答一致,2,3,2925,2925,invalid,2925,2925,The
"University at Buffalo, SUNY",PhD,Computational and Data Enabled Sciences PhD,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/cdse-phd.html,https://www.buffalo.edu/ai-data-science/academics/grad/cdse-phd.html,2925,三个回答完全一致,3,3,2925,2925,2925,2925,2925,2925
Stevens Institute of Technology,PHD,Ph.D. in Data Science,商学院,https://www.stevens.edu/school-business/phd-programs/data-science-phd-program,https://www.stevens.edu/school-business/phd-programs/data-science-phd-program,2819,两个有效回答一致,2,3,invalid,2819,2819,The browse result for the Stevens Institute of Tec...,2819,2819
Stevens Institute of Technology,MBA,ANALYTICS MBA,商学院,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/program/analytics-mba,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,invalid,2819,Not found,Not found.,2819
Stevens Institute of Technology,MBA,ANALYTICS MBA,商学院,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/program/analytics-mba,2819,两个有效回答一致,2,3,invalid,2819,2819,Not found,2819,2819
Stevens Institute of Technology,MS,"DATA SCIENCE, M.S. ",工程与科学学院,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/program/data-science-masters,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,invalid,2819,Not found,Not found,2819
Stevens Institute of Technology,MS,"DATA SCIENCE, M.S. ",工程与科学学院,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/program/data-science-masters,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,2819,invalid,Not found,2819,Not found.
University of Delaware,MS,Data Science,文理学院,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/data-scientist/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,5811,三个回答完全一致,3,3,5811,5811,5811,5811,5811,5811
University of Delaware,MS,INTERDISCIPLINARY EVALUATION SCIENCE,跨学科项目,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/interdisciplinary-evaluation-science/,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/interdisciplinary/interdisciplinary-evaluation-science/,5811,三个回答完全一致,3,3,5811,5811,5811,5811,5811,5811
Worcester Polytechnic Institute,MS,DATA SCIENCE,文理学院,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6421,https://www.wpi.edu/academics/study/data-science-ms,3969,三个回答完全一致,3,3,3969,3969,3969,3969,3969,3969
Worcester Polytechnic Institute,MS,DATA SCIENCE,文理学院,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6421,https://www.wpi.edu/academics/study/data-science-ms,3969,三个回答完全一致,3,3,3969,3969,3969,3969,3969,3969
Worcester Polytechnic Institute,Ph.D,DATA SCIENCE,文理学院,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6426,https://www.wpi.edu/academics/study/data-science-phd,3969,三个回答完全一致,3,3,3969,3969,3969,3969,3969,3969
Worcester Polytechnic Institute,Ph.D,DATA SCIENCE,文理学院,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6426,https://www.wpi.edu/academics/study/data-science-phd,3969,两个有效回答一致,2,3,invalid,3969,3969,The,3969,3969
Clemson University,MS,Master of Applied Computing,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/applied-computing/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/mac.html,需要额外确认,只有一个有效回答，不足以确认,1,3,5111,invalid,invalid,5111,Not found,Not found
Clemson University,MS,Master of Applied Computing,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/applied-computing/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/mac.html,5111,两个有效回答一致,2,3,5111,5111,invalid,5111,5111,Not found
Clemson University,MS,Computer Science,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/computer-science/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/index.html,5111,三个回答完全一致,3,3,5111,5111,5111,5111,5111,5111
Clemson University,MS,Computer Science,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/computer-science/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/index.html,5111,三个回答完全一致,3,3,5111,5111,5111,5111,5111,5111
Clemson University,MS,Data Science and Analytics,理学院,https://www.clemson.edu/degrees/data-science-analytics/grad,https://www.clemson.edu/graduate/academics/ms-dsa/index.html,5111,三个回答完全一致,3,3,5111,5111,5111,5111,5111,5111
Marquette University,MS,COMPUTER AND INFORMATION SCIENCE：AI and Analytics ,文理学院,https://www.marquette.edu/grad/programs-computing.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,1448,两个有效回答一致,2,3,1448,invalid,1448,1448,Not found,1448
Marquette University,MS,COMPUTER AND INFORMATION SCIENCE：AI and Analytics ,文理学院,https://www.marquette.edu/grad/programs-computing.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,1448,三个回答完全一致,3,3,1448,1448,1448,1448,1448,1448
Marquette University,MS, Master of Science in Data Science,文理学院,https://www.marquette.edu/grad/programs-data-science-masters-degree.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,1448,两个有效回答一致,2,3,1448,1448,invalid,1448,1448,The first URL provides admission requirements. Und...
Marquette University,MS, Master of Science in Data Science,文理学院,https://www.marquette.edu/grad/programs-data-science-masters-degree.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,1448,三个回答完全一致,3,3,1448,1448,1448,1448,1448,1448
Marquette University,MS,APPLIED PSYCHOLOGY DATA ANALYTICS,文理学院,https://www.marquette.edu/grad/programs-graduate-applied-psychology-data-analytics.php,https://www.marquette.edu/psychology/graduate-program-overview.php,1448,两个有效回答一致,2,3,1448,invalid,1448,1448,Not found,1448
New Jersey Institute of Technology,M.S.,Masters of Science in Data Science - Statistics Track,科学与人文学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://math.njit.edu/ms-data-science-statistics-track,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,invalid,2513,Not found.,Not found,2513
New Jersey Institute of Technology,M.S.,Data Science - M.S.（Newark）,计算机学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/ms-data-science,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,invalid,2513,Not found,Not found,2513
New Jersey Institute of Technology,M.S.,Data Science - M.S.（Jersey City）,计算机学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://jerseycity.njit.edu/ms-data-science,2513,三个回答完全一致,3,3,2513,2513,2513,2513,2513,2513
New Jersey Institute of Technology,PhD,Data Science - M.S.,计算机学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/phd-data-science,2513,三个回答完全一致,3,3,2513,2513,2513,2513,2513,2513
New Jersey Institute of Technology,PhD,Business Data Science - Ph.D.,管理学院,https://management.njit.edu/admission-requirements,https://management.njit.edu/phd-program,2513,三个回答完全一致,3,3,2513,2513,2513,2513,2513,2513
Fordham University,M.A.,Master of Science in Data Science and Quantitative Economics,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/,2259,三个回答完全一致,3,3,2259,2259,2259,2259,2259,2259
Fordham University,MS,Master of Science in Data Science,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,2259,三个回答完全一致,3,3,2259,2259,2259,2259,2259,2259
Fordham University,MS,Master of Science in Data Science,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,2259,三个回答完全一致,3,3,2259,2259,2259,2259,2259,2259
Fordham University,MS,Master of Science in Data Science,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,2259,三个回答完全一致,3,3,2259,2259,2259,2259,2259,2259
University of South Florida,PhD,Big Data Analytics,商学院,https://www.usf.edu/business/graduate/phd-data-analytics/application-process.aspx,https://www.usf.edu/business/graduate/phd-data-analytics/index.aspx,5828,两个有效回答一致,2,3,invalid,5828,5828,Not found,5828,5828
University of South Florida,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,5828,三个回答完全一致,3,3,5828,5828,5828,5828,5828,5828
University of South Florida,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,5828,两个有效回答一致,2,3,invalid,5828,5828,"The browsed page clearly states: ""Submit official ...",5828,5828
Southern Methodist University,PHD,Ph.D. in Data Science,人文与科学学院,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate,7493,两个有效回答一致,2,3,7493,7493,invalid,7493,7493,"code_output
1. Southern Methodist University TOEFL..."
Southern Methodist University,MS,Data Science & Applied Statistics MS,人文与科学学院,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate,6660,三个回答完全一致,3,3,6660,6660,6660,6660,6660,6660
Southern Methodist University,MS,M.S in OR and Analytics ,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics,6660,三个回答完全一致,3,3,6660,6660,6660,6660,6660,6660
Southern Methodist University,MS,M.S in OR and Analytics ,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics,6660,三个回答完全一致,3,3,6660,6660,6660,6660,6660,6660
Southern Methodist University,MS,M.S. Data Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering,6660,三个回答完全一致,3,3,6660,6660,6660,6660,6660,6660
Southern Methodist University,MS,M.S. Datacenter Systems Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng,6660,三个回答完全一致,3,3,6660,6660,6660,6660,6660,6660
Southern Methodist University,MS,M.S. Data Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering,6660,三个回答完全一致,3,3,6660,6660,6660,6660,6660,6660
Southern Methodist University,MS,M.S. Datacenter Systems Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng,6660,三个回答完全一致,3,3,6660,6660,6660,6660,6660,6660
Temple University,MS,Statistics and Data Science,商学院,https://www.temple.edu/academics/schools-and-colleges/fox-school-of-business-and-management/fox-grad-specialized-master-s-admissions?p=18571,https://www.temple.edu/academics/degree-programs/statistics-and-data-science-ms-bu-sdsc-ms,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
