大学排名,大学名称,大学英文名称,所在城市,专业中文名称,学位,专业英文名称,所属院系,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址
53,东北大学 ,Northeastern University ,"Seattle, WA",数据分析工程理学硕士,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,"将通过运筹学、统计学、数据挖掘、数据库管理和可视化方面的技术先进的核心课程获得严格的分析技能和研究经验。您可以通过来自东北大学不同学科的灵活选修课进一步专业化您的学位，例如：

大数据
智能制造
医疗保健分析
网络科学
机器学习
高级优化
业务分析
物联网",,$100 ,秋季,12月1日；6月1日,要求,79,6.5,可选,不接受,持有以下任何领域学士学位的申请人在学术上有资格考虑录取：应用数学、数学、统计学、物理、化学、计算机科学或定量商业（例如经济学、金融学、信息系统）,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/
53,东北大学 ,Northeastern University ,"Seattle, WA",数据分析工程理学硕士,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,"将通过运筹学、统计学、数据挖掘、数据库管理和可视化方面的技术先进的核心课程获得严格的分析技能和研究经验。您可以通过来自东北大学不同学科的灵活选修课进一步专业化您的学位，例如：

大数据
智能制造
医疗保健分析
网络科学
机器学习
高级优化
业务分析
物联网",,$100 ,春季,9月15日,要求,79,6.5,可选,不接受,持有以下任何领域学士学位的申请人在学术上有资格考虑录取：应用数学、数学、统计学、物理、化学、计算机科学或定量商业（例如经济学、金融学、信息系统）,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/
53,东北大学 ,Northeastern University ,"Seattle, WA",数据架构与管理理学硕士,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,将获得设计大数据系统，管理数据以及集成和处理数据的整体知识和技术技能，以便数据科学家和业务分析师可以在上下文中访问和解释数据，从而为管理层提供有意义的结果。,,$100 ,秋季,12月1日；6月1日,要求,79,6.5,可选,不接受,申请人必须持有（或正在攻读）密切相关专业的本科工程或技术学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/
53,东北大学 ,Northeastern University ,"Seattle, WA",数据架构与管理理学硕士,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,将获得设计大数据系统，管理数据以及集成和处理数据的整体知识和技术技能，以便数据科学家和业务分析师可以在上下文中访问和解释数据，从而为管理层提供有意义的结果。,,$100 ,春季,9月15日,要求,79,6.5,可选,不接受,申请人必须持有（或正在攻读）密切相关专业的本科工程或技术学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/
53,东北大学 ,Northeastern University ,"Seattle, WA",分析硕士 ,MS,Analytics ,东北大学（西雅图校区）,学生学习定义分析师通过与绩效目标直接相关的行为来展示知识、技能和性格应用的能力，包括统计/数学、分析系统技术、商业智能、高级分析、业务流程/管理、业务分析敏捷性、与数据沟通、领导力/数据管理以及政策和道德。,,无,秋季、春季、夏季、冬季,秋季（7月15日）、春季（2月3日）、夏季（5月15日）、冬季（11月4日）,要求,79，写作不低于20,6.5，小分不低于6.0,不要求,不要求,兼职和在线课程为主的继续教育类学位，但可以面向需要签证的国际学生提供全日制的选项，需要F1签证的申请人仅可申请夏季开学期,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://seattle.northeastern.edu/academic_program/master-professional-studies-analytics/
53,东北大学（多伦多校区）,Northeastern University（Toronto）,加拿大多伦多,分析硕士 — 多伦多,MS,Analytics — Toronto,东北大学（加拿大多伦多校区）,,,无,秋季、春季、夏季、冬季,秋季（7月15日）、春季（2月3日）、夏季（5月15日）、冬季（11月4日）,要求,79，写作不低于20,6.5，小分不低于6.0,不要求,不要求,兼职和在线课程为主的继续教育类学位，但可以面向需要签证的国际学生提供全日制的选项，需要F1签证的申请人仅可申请夏季开学期,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://toronto.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/
53,东北大学（温哥华校区）,Northeastern University（Vancouver）,加拿大温哥华,分析硕士 — 温哥华,MS,Analytics — Vancouver,东北大学（加拿大温哥华校区）,学生学习定义分析师通过与绩效目标直接相关的行为来展示知识、技能和性格应用的能力，包括统计/数学、分析系统技术、商业智能、高级分析、业务流程/管理、业务分析敏捷性、与数据沟通、领导力/数据管理以及政策和道德。,,无,秋季、春季、夏季、冬季,秋季（7月15日）、春季（2月3日）、夏季（5月15日）、冬季（11月4日）,要求,79，写作不低于20,6.5，小分不低于6.0,不要求,不要求,兼职和在线课程为主的继续教育类学位，但可以面向需要签证的国际学生提供全日制的选项，需要F1签证的申请人仅可申请夏季开学期,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/
53,东北大学（温哥华校区）,Northeastern University（Vancouver）,加拿大温哥华,数据分析工程理学硕士,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,"将通过运筹学、统计学、数据挖掘、数据库管理和可视化方面的技术先进的核心课程获得严格的分析技能和研究经验。您可以通过来自东北大学不同学科的灵活选修课进一步专业化您的学位，例如：

大数据
智能制造
医疗保健分析
网络科学
机器学习
高级优化
业务分析
物联网",,$100 ,秋季,12月1日；6月1日,要求,79,6.5,可选,不接受,持有以下任何领域学士学位的申请人在学术上有资格考虑录取：应用数学、数学、统计学、物理、化学、计算机科学或定量商业（例如经济学、金融学、信息系统）,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/
53,东北大学（温哥华校区）,Northeastern University（Vancouver）,加拿大温哥华,数据分析工程理学硕士,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,"将通过运筹学、统计学、数据挖掘、数据库管理和可视化方面的技术先进的核心课程获得严格的分析技能和研究经验。您可以通过来自东北大学不同学科的灵活选修课进一步专业化您的学位，例如：

大数据
智能制造
医疗保健分析
网络科学
机器学习
高级优化
业务分析
物联网",,$100 ,春季,9月15日,要求,79,6.5,可选,不接受,持有以下任何领域学士学位的申请人在学术上有资格考虑录取：应用数学、数学、统计学、物理、化学、计算机科学或定量商业（例如经济学、金融学、信息系统）,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",分析学（专业研究学院）,硕士预科项目,Analytics（College of Professional Studies）,Global Pathways项目,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,1学期,,秋季、春季、夏季,ROLL，建议最迟开学期前3个月完成申请,2.5,74,6.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/analytics/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",数据分析工程（工程学院）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,1学期,,秋季、春季、夏季,ROLL，建议最迟开学期前3个月完成申请,3,74,6.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",数据分析工程（工程学院）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,2学期,,秋季、春季、夏季,ROLL，建议最迟开学期前3个月完成申请,3,61,6.0，小分不低于5.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",数据架构与管理（工程学院）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,1学期,,秋季、春季、夏季,ROLL，建议最迟开学期前3个月完成申请,3,74,6.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",数据架构与管理（工程学院）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,专为不符合东北大学所需研究生学位课程英语语言入学要求的国际学生而设计。可获取F1签证。成功完成课程要求并满足升学要求后，您将被录取到您选择的研究生学位课程。,2学期,,秋季、春季、夏季,ROLL，建议最迟开学期前3个月完成申请,3,61,6.0，小分不低于5.5,不要求,不要求,,Transcripts；Statement of purpose；Letters of recommendation；Curriculum vitae (CV)/résumé,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/
53,佛罗里达州立大学,Florida State University,"Tallahassee, FL",数据科学,PHD,Data Science,文理学院,计划强调数据科学的数学基础以及数据分析，计算和 可视化。课程将包括有关机器学习原理和基础等主题的高级课程， 图与网络、数值线性代数、数值优化、拓扑数据分析。,,$30 ,秋季,12月15日;4月30日,3,80,6.5,不需要,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/
53,佛罗里达州立大学,Florida State University,"Tallahassee, FL",数据科学,MS,Data Science,文理学院,计划强调数据科学的数学基础以及数据分析，计算和 可视化。课程将包括有关机器学习原理和基础等主题的高级课程， 图与网络、数值线性代数、数值优化、拓扑数据分析。,,$30 ,秋季,12月15日;4月30日,3,80,6.5,不需要,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/
53,佛罗里达州立大学,Florida State University,"Tallahassee, FL",统计数据科学 ,MS,Statistical Data Science ,文理学院,强调数据管理和统计方法应用的实践培训，以及数据管理、计算和分析软件的使用，以培养高就业率的硕士学位学生。在该计划中，学生将获得应用统计方法的背景，并熟练掌握 SAS 和 R 软件包，以解决政府和行业面临的数据驱动决策中最常见的数据管理和分析问题。,,$30 ,秋季,1月15日;7月1日,3,80,6.5,免除，25年要求以官网为准,不接受,申请人有先修课程要求，请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree
53,佛罗里达州立大学,Florida State University,"Tallahassee, FL",统计数据科学 ,MS,Statistical Data Science ,文理学院,强调数据管理和统计方法应用的实践培训，以及数据管理、计算和分析软件的使用，以培养高就业率的硕士学位学生。在该计划中，学生将获得应用统计方法的背景，并熟练掌握 SAS 和 R 软件包，以解决政府和行业面临的数据驱动决策中最常见的数据管理和分析问题。,,$30 ,春季,11月1日,3,80,6.5,免除，25年要求以官网为准,不接受,申请人有先修课程要求，请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree
53,明尼苏达大学双城分校,"University of Minnesota, Twin Cities","Minneapolis, MN",数据科学MS,MS,Data Science M.S.,理工学院,学生将学习处理大数据的最先进方法，接触为下一代大数据技术奠定基础的前沿方法和理论，并将完成一个项目来展示他们对数据基本概念的使用科学。,,$95 ,秋季,3月1日,3.5,"79,写作21，阅读19",6.5，写作阅读6.5,不要求,不接受,计算机科学、数学、统计学、工程、自然科学或相关领域获得认可的学院或大学的四年制学士学位,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cse.umn.edu/datascience/graduate-admission-requirements,https://cse.umn.edu/datascience/masters
53,明尼苏达大学双城分校,"University of Minnesota, Twin Cities","Minneapolis, MN",运筹学数据科学硕士,MS,M.S. in Data Science in Operations Research,理工学院,强调优化、统计、计算、数据分析和通信领域的基础知识。DSOR课程的学生将学习如何使用数据来生成实用的业务见解并做出决策。,16个月,$95 ,秋季,3月10日,3,"79,写作21，阅读19",6.5，写作阅读6.5,不要求,不接受,"入学先决条件
1
工程级微积分

2
本科概率与统计

3
计算机编程能力",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cse.umn.edu/isye/apply-ms-data-science-operations-research-program,https://cse.umn.edu/isye/ms-data-science-operations-research
53,明尼苏达大学双城分校,"University of Minnesota, Twin Cities","Minneapolis, MN",工业和系统工程：分析方向,MS,M.S. in Industrial and Systems Engineering (Analytics Track),理工学院,课程强调优化、统计、计算、数据分析和通信领域的基础知识。分析课程的学生将学习如何使用数据来生成实用的业务见解并做出决策。,,$95 ,秋季,2月15日,3,"79,写作21，阅读19",6.5，写作阅读6.5,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cse.umn.edu/isye/apply-ms-analytics,https://cse.umn.edu/isye/analytics
53,明尼苏达大学双城分校,"University of Minnesota, Twin Cities","Minneapolis, MN",数学硕士：数据科学,MS,MS Mathematics: Data Science,理工学院,,,$95 ,秋季,3月1日,3,"79,写作21，阅读19",6.5，写作阅读6.5,不要求,不接受,线性代数、高级微积分和微分方程是必要的；申请者应该准备好参加更高级别的分析和代数课程。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs
53,威廉玛丽学院,College of William & Mary,"Williamsburg, VA",应用科学—数据科学,MS,Applied Science—Data Science,文理学院,,,$50 ,秋季,2月的第一个星期五,要求,接受,接受,可选,不接受,硕士学位仅在特殊情况下提供，申请前请跟学校确认申请资格,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/
53,威廉玛丽学院,College of William & Mary,"Williamsburg, VA",应用科学—数据科学,Ph.D,Applied Science—Data Science,文理学院,,,$50 ,秋季,2月的第一个星期五,要求,接受,接受,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/
53,威廉玛丽学院,College of William & Mary,"Williamsburg, VA",应用科学—数据科学,MS,Applied Science—Data Science,文理学院,,,$50 ,春季,10月第二个星期五,要求,接受,接受,可选,不接受,硕士学位仅在特殊情况下提供，申请前请跟学校确认申请资格,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/
53,威廉玛丽学院,College of William & Mary,"Williamsburg, VA",应用科学—数据科学,Ph.D,Applied Science—Data Science,文理学院,,,$50 ,春季,10月第二个星期五,要求,接受,接受,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/
58,康涅狄格大学,University of Connecticut,"Storrs, CT",数据科学,M.S.,Data Science,文理学院,数据科学硕士是一个跨学科的专业研究生课程，旨在为您提供专业数据科学家职业所需的技能。还可以选择专注于几个行业一致的方向之一，包括高级数据分析、生物统计学和dependent data analysis。,,$75 ,秋季,4月15日,3,79,6.5,不需要,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://masters.datascience.uconn.edu/apply/,https://masters.datascience.uconn.edu/on-campus-masters-in-data-science/
58,纽约州立大学石溪分校,"Stony Brook University, SUNY","Stony Brook, NY",数据科学 ,MS,"Data Science 
",工程与应用科学学院,课程涵盖的主要领域包括分布式数据管理、概率基础、可视化、统计学习、数据挖掘、可扩展性和优化。,,$100 ,秋季,5月5日,3,80,6.5，小分不低于6.0,不要求，但可提交,不接受,在数据科学、计算机科学、统计学、数学或相关科学或工程学科方面有扎实基础,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php
58,纽约州立大学石溪分校,"Stony Brook University, SUNY","Stony Brook, NY",数据科学 ,PHD,"Data Science 
",工程与应用科学学院,课程涵盖的主要领域包括分布式数据管理、概率基础、可视化、统计学习、数据挖掘、可扩展性和优化。,,$100 ,秋季,12月15日；5月5日,3,80,6.5，小分不低于6.0,不要求，但可提交,不接受,在数据科学、计算机科学、统计学、数学或相关科学或工程学科方面有扎实基础,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php
58,纽约州立大学石溪分校,"Stony Brook University, SUNY","Stony Brook, NY",数据科学 ,MS,"Data Science 
",工程与应用科学学院,课程涵盖的主要领域包括分布式数据管理、概率基础、可视化、统计学习、数据挖掘、可扩展性和优化。,,$100 ,春季,10月17日,3,80,6.5，小分不低于6.0,不要求，但可提交,不接受,在数据科学、计算机科学、统计学、数学或相关科学或工程学科方面有扎实基础,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php
58,纽约州立大学石溪分校,"Stony Brook University, SUNY","Stony Brook, NY",数据科学 ,PHD,"Data Science 
",工程与应用科学学院,课程涵盖的主要领域包括分布式数据管理、概率基础、可视化、统计学习、数据挖掘、可扩展性和优化。,,$100 ,春季,10月17日,3,80,6.5，小分不低于6.0,不要求，但可提交,不接受,在数据科学、计算机科学、统计学、数学或相关科学或工程学科方面有扎实基础,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php
60,北卡罗来纳州立大学,"North Carolina State University, Raleigh","Raleigh, NC",计算机科学-  数据科学,MCS, Computer Science- Data Science,工程学院,数据科学硕士课程向学生灌输知识发现工作所必需的技能，以识别标准、新颖和真正差异化的解决方案和决策，包括管理、查询、分析、可视化和从超大型数据集中提取意义的技能。,,$85 ,秋季,12月15日,3,80，小分不低于18，过往录取均分106,6.5，小分不低于6.5，过往均分8.0,要求,不接受,具有强大的数学和计算机科学背景，没有以上学位的申请人需完成先修课程要求，请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.csc.ncsu.edu/academics/graduate/procedure.php,https://www.csc.ncsu.edu/academics/graduate/degrees/ds.php
60,北卡罗来纳州立大学,"North Carolina State University, Raleigh","Raleigh, NC",高级分析,MS,Advanced Analytics,研究生院,MSA 的独特设计旨在使像您这样的个人能够从大量和各种数据中获得并有效地传达可操作的见解。,10个月,$85 ,夏季,12月15日；2月15日,3,80，小分不低于18,6.5，小分不低于6.5,不要求,不要求,申请人有使用一种或多种计算机编程语言编码的经验；,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://analytics.ncsu.edu/?page_id=13892,https://analytics.ncsu.edu/
60,宾州州立大学公园分校,"Pennsylvania State University, University Park","University Park, PA",信息学(数据科学),MS,Informatics(Data Sciences),信息科学与技术学院,该计划对学生进行数据科学技术基础知识的教育，重点是培养管理和分析大规模非结构化数据所需的知识和技能，以解决工业、政府和学术界不断扩大的问题。,,$85 ,秋季,3月1日,3,"80,口语不低于19",6.5,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://ist.psu.edu/prospective/graduate/application/ms,https://ist.psu.edu/prospective/graduate/ms-informatics
60,伦斯勒理工学院,Rensselaer Polytechnic Institute,"Troy, NY",信息技术,MS,Information Technology,科学学院,"学生从十二个重点方向中选择之一，并在他们的重点方向内完成至少 3 门课程。

认知计算
数据科学与分析
数据库和智能系统
金融工程
人机交互
信息优势
信息安全
信息系统工程
管理信息系统
联网
软件设计与工程
网络科学",,$75 ,秋季,1月 1日,3,88,6.5,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms
60,伦斯勒理工学院,Rensselaer Polytechnic Institute,"Troy, NY",信息技术,MS,Information Technology,科学学院,"学生从十二个重点方向中选择之一，并在他们的重点方向内完成至少 3 门课程。

认知计算
数据科学与分析
数据库和智能系统
金融工程
人机交互
信息优势
信息安全
信息系统工程
管理信息系统
联网
软件设计与工程
网络科学",,$75 ,春季,8月15日,3,88,6.5,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms
60,密歇根州立大学,Michigan State University,"East Lansing, MI",商业数据科学与分析硕士,MS,MASTER'S IN BUSINESS DATA SCIENCE & ANALYTICS,商学院,数据科学和商业分析研究生课程侧重于业务战略，数据工具和管理以及体验式项目咨询。,1年,$75 ,春季,5月1日；7月1日；8月 15 日,3,100,7,要求,要求,不需要全职工作经验,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://broad.msu.edu/masters/business-data-science-analytics/admissions/,https://broad.msu.edu/masters/business-data-science-analytics/
60,密歇根州立大学,Michigan State University,"East Lansing, MI",数据科学理学硕士,MS,Master of Science  in Data Science,自然科学学院,SDS提供最先进的高质量培训 数据分析和计算方法。我们涵盖了以下原则： 数据科学的基础，鼓励学生不仅了解如何实施 现有方法，以及它们为什么有效，何时适当使用它们以及何时 以及如何开发适合任何行业新情况的新方法。,,$75 ,秋季,1月 15 日；ROLL,3,80，写作22，其余小分不低于19,,不要求，但可提交,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://msds.msu.edu/prospective-students.aspx,https://msds.msu.edu/
67,马萨诸塞大学阿默斯特分校,"University of Massachusetts, Amherst","Amherst, MA",计算机科学（数据科学  ）,MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,,,$85 ,秋季,12月15日,要求,80，强烈建议100+,6.5,不要求,不接受,具有 扎实 的计算机科学本科背景。学生来自工程、数学、计算机科学、电气工程、心理学和社会科学本科学位,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters
67,马萨诸塞大学阿默斯特分校,"University of Massachusetts, Amherst","Amherst, MA",计算机科学（数据科学  ）,MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,,,$85 ,春季,10月1日,要求,80，强烈建议100+,6.5,不要求,不接受,具有 扎实 的计算机科学本科背景。学生来自工程、数学、计算机科学、电气工程、心理学和社会科学本科学位,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters
67,迈阿密大学,University of Miami,"Coral Gables, FL",数据科学理学硕士,MS, Master of Science in Data Science,文理学院,旨在为数据科学和计算的各个方面提供跨学科联系和体验式学习机会：从机器学习到海洋科学，从城市规划到通信。,1年,$85 ,秋季,2月1日；5月15日,3,80,6.5,不要求,不接受,适用于STEM和非STEM本科学位的学生。没有技术背景的学生将被要求参加暑期先修课程以为该课程做准备。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html
67,迈阿密大学,University of Miami,"Coral Gables, FL",数据科学：技术数据科学（艺术与科学学院和工程学院）,MS, Master of Science in Data Science：Technical Data Science (College of Arts & Sciences and College of Engineering),文理学院,技术数据科学的重点是希望从事机器学习，数据挖掘，数据工程，编程和大数据分析职业的学生。该集中的大多数课程都是在艺术与科学学院的计算机科学与数学系以及工程学院内进行的。,1年,$85 ,秋季,2月1日；5月15日,3,80,6.5,不要求,不接受,适用于STEM和非STEM本科学位的学生。没有技术背景的学生将被要求参加暑期先修课程以为该课程做准备。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html
67,匹兹堡大学,University of Pittsburgh,"Pittsburgh, PA",信息科学理学硕士,MS,Master of Science in Information Science,计算机和信息学院,MSIS 学位课程提供了许多与职业道路和感兴趣的学术领域密切相关的集中领域：通用、大数据分析、数据库和 Web 系统、地理信息学、以人为中心的计算、安全有保证的信息系统以及电信和分布式系统。 ,1-2年,$85 ,秋季,2月15日,3,80,6.5,可选,不要求,申请者必须从认可的学院或大学获得学士学位，有先修课程要求，请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms
67,匹兹堡大学,University of Pittsburgh,"Pittsburgh, PA",信息科学理学硕士,MS,Master of Science in Information Science,计算机和信息学院,MSIS 学位课程提供了许多与职业道路和感兴趣的学术领域密切相关的集中领域：通用、大数据分析、数据库和 Web 系统、地理信息学、以人为中心的计算、安全有保证的信息系统以及电信和分布式系统。 ,1-2年,$85 ,春季,6月15日,3,80,6.5,可选,不要求,申请者必须从认可的学院或大学获得学士学位，有先修课程要求，请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms
