大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,申请费减免,判断状态,有效回答数,总回答数,Response 1 分类,Response 2 分类,Response 3 分类
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"North Carolina State University, Raleigh",MCS, Computer Science- Data Science,工程学院,https://www.csc.ncsu.edu/academics/graduate/procedure.php,https://www.csc.ncsu.edu/academics/graduate/degrees/ds.php,applicable,Majority vote: 2/3,3,3,applicable,applicable,not_applicable
"North Carolina State University, Raleigh",MS,Advanced Analytics,研究生院,https://analytics.ncsu.edu/?page_id=13892,https://analytics.ncsu.edu/,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
"Pennsylvania State University, University Park",MS,Informatics(Data Sciences),信息科学与技术学院,https://ist.psu.edu/prospective/graduate/application/ms,https://ist.psu.edu/prospective/graduate/ms-informatics,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Michigan State University,MS,MASTER'S IN BUSINESS DATA SCIENCE & ANALYTICS,商学院,https://broad.msu.edu/masters/business-data-science-analytics/admissions/,https://broad.msu.edu/masters/business-data-science-analytics/,not applicable,Majority vote: 2/3,3,3,not_applicable,applicable,not_applicable
Michigan State University,MS,Master of Science  in Data Science,自然科学学院,https://msds.msu.edu/prospective-students.aspx,https://msds.msu.edu/,applicable,Majority vote: 2/3,3,3,applicable,applicable,not_applicable
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
University of Miami,MS, Master of Science in Data Science,文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
University of Miami,MS, Master of Science in Data Science：Technical Data Science (College of Arts & Sciences and College of Engineering),文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,,"平票: {'not_applicable': 1, 'applicable': 1}",2,3,not_applicable,invalid,applicable
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Pittsburgh,PHD,Doctor of Philosophy in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/doctoral-degrees/information-science-phd,not applicable,所有2个有效回答一致,2,2,invalid,not_applicable,not_applicable
University of Pittsburgh,MS,Industrial Engineering：Data Science,工程学院,https://www.engineering.pitt.edu/departments/industrial/admissions/graduate-admissions/,https://www.engineering.pitt.edu/departments/industrial/graduate/masters/masters-program/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Pittsburgh,MS,Industrial Engineering：Data Science,工程学院,https://www.engineering.pitt.edu/departments/industrial/admissions/graduate-admissions/,https://www.engineering.pitt.edu/departments/industrial/graduate/masters/masters-program/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
George Washington University,MS,Data Science ,文理学院,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,https://datasci.columbian.gwu.edu/ms-data-science,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
George Washington University,MS,Data Science ,文理学院,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,https://datasci.columbian.gwu.edu/ms-data-science,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
George Washington University,MS,Data Analytics ,工程学院,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,https://cs.engineering.gwu.edu/master-science-data-analytics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
George Washington University,MS,Data Analytics ,工程学院,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,https://cs.engineering.gwu.edu/master-science-data-analytics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Syracuse University,MS,APPLIED DATA SCIENCE,信息研究学院,https://ischool.syr.edu/admissions-aid/how-to-apply/apply-to-graduate-programs/,https://ischool.syr.edu/academics/applied-data-science-masters-degree/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Syracuse University,MS,APPLIED DATA SCIENCE,信息研究学院,https://ischool.syr.edu/admissions-aid/how-to-apply/apply-to-graduate-programs/,https://ischool.syr.edu/academics/applied-data-science-masters-degree/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Syracuse University,PHD,Information Science and Technology,信息研究学院,https://ischool.syr.edu/admissions-aid/how-to-apply/phd-application-checklist/,https://ischool.syr.edu/academics/ph-d-in-information-science-and-technology/,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
"Binghamton University, SUNY",MS,Data Analytics (MS),研究生跨学科项目,https://www.binghamton.edu/academics/programs/data-analytics/admissions.html,https://www.binghamton.edu/academics/programs/data-analytics/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Binghamton University, SUNY",MS,MS in Information Systems: Applied Data Science,工程学院,https://www.binghamton.edu/apps/academics/program/gd/information-systems,https://www.binghamton.edu/computer-science/graduate-programs/msis/msis-datascience.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Indiana University, Bloomington",M.S., Dual M.S. Degree program in Statistical Science and Data Science,文理学院,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Indiana University, Bloomington",M.S., Dual M.S. Degree program in Data Science and Applied Statistics,文理学院,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Indiana University, Bloomington",M.S.,Data Science—Applied Data Science Track,信息学，计算机和工程学院,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Indiana University, Bloomington",M.S.,Data Science—Big Data Systems Track,信息学，计算机和工程学院,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,applicable,所有2个有效回答一致,2,2,invalid,applicable,applicable
"Indiana University, Bloomington",M.S.,Data Science—Computational and Analytical Track,信息学，计算机和工程学院,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Indiana University, Bloomington",M.S.,Data Science—Managerial Data Science Track,信息学，计算机和工程学院,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"University of California, Riverside",MS,MS in Computational Data Science,工程学院,https://datascience.ucr.edu/ms-computational-data-science-application-requirements,https://datascience.ucr.edu/graduate/computational-data-science,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Colorado School of Mines,MS, Applied Mathematics and Statistics—DATA SCIENCE（非论文）,应用数学和统计学系,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
Colorado School of Mines,MS,DATA SCIENCE（非论文）,研究生跨学科项目,https://gradprograms.mines.edu/masters-in-data-science/,https://datascience.mines.edu/programs/,not applicable,所有2个有效回答一致,2,3,invalid,not_applicable,not_applicable
"University at Buffalo, SUNY",MS,Industrial Engineering (Data Analytics Engineering)  ,工程与应用科学学院,https://engineering.buffalo.edu/industrial-systems/masters-programs/admissions.html,https://engineering.buffalo.edu/industrial-systems/masters-programs/ms-industrial-engineering/ms-data-analytics.html,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"University at Buffalo, SUNY",MS,Industrial Engineering (Data Analytics Engineering)  ,工程与应用科学学院,https://engineering.buffalo.edu/industrial-systems/masters-programs/admissions.html,https://engineering.buffalo.edu/industrial-systems/masters-programs/ms-industrial-engineering/ms-data-analytics.html,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"University at Buffalo, SUNY",MPS,Data Sciences and Applications MPS,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
"University at Buffalo, SUNY",MPS,Data Sciences and Applications MPS,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
"University at Buffalo, SUNY",MS,Engineering Science (Data Science) MS,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,not applicable,所有2个有效回答一致,2,3,not_applicable,invalid,not_applicable
"University at Buffalo, SUNY",MS,Engineering Science (Data Science) MS,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,,"平票: {'applicable': 1, 'not_applicable': 1}",2,3,applicable,invalid,not_applicable
"University at Buffalo, SUNY",PhD,Computational and Data Enabled Sciences PhD,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/cdse-phd.html,https://www.buffalo.edu/ai-data-science/academics/grad/cdse-phd.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Stevens Institute of Technology,PHD,Ph.D. in Data Science,商学院,https://www.stevens.edu/school-business/phd-programs/data-science-phd-program,https://www.stevens.edu/school-business/phd-programs/data-science-phd-program,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Stevens Institute of Technology,MBA,ANALYTICS MBA,商学院,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/program/analytics-mba,applicable,只有一个有效回答,1,1,invalid,applicable,invalid
Stevens Institute of Technology,MBA,ANALYTICS MBA,商学院,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/program/analytics-mba,,所有回答无效,0,0,invalid,invalid,invalid
Stevens Institute of Technology,MS,"DATA SCIENCE, M.S. ",工程与科学学院,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/program/data-science-masters,,所有回答无效,0,0,invalid,invalid,invalid
Stevens Institute of Technology,MS,"DATA SCIENCE, M.S. ",工程与科学学院,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/program/data-science-masters,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Delaware,MS,Data Science,文理学院,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/data-scientist/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
University of Delaware,MS,INTERDISCIPLINARY EVALUATION SCIENCE,跨学科项目,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/interdisciplinary-evaluation-science/,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/interdisciplinary/interdisciplinary-evaluation-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Worcester Polytechnic Institute,MS,DATA SCIENCE,文理学院,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6421,https://www.wpi.edu/academics/study/data-science-ms,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Worcester Polytechnic Institute,MS,DATA SCIENCE,文理学院,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6421,https://www.wpi.edu/academics/study/data-science-ms,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Worcester Polytechnic Institute,Ph.D,DATA SCIENCE,文理学院,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6426,https://www.wpi.edu/academics/study/data-science-phd,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Worcester Polytechnic Institute,Ph.D,DATA SCIENCE,文理学院,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6426,https://www.wpi.edu/academics/study/data-science-phd,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Clemson University,MS,Master of Applied Computing,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/applied-computing/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/mac.html,applicable,所有2个有效回答一致,2,2,invalid,applicable,applicable
Clemson University,MS,Master of Applied Computing,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/applied-computing/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/mac.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Clemson University,MS,Computer Science,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/computer-science/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/index.html,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
Clemson University,MS,Computer Science,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/computer-science/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/index.html,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
Clemson University,MS,Data Science and Analytics,理学院,https://www.clemson.edu/degrees/data-science-analytics/grad,https://www.clemson.edu/graduate/academics/ms-dsa/index.html,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Marquette University,MS,COMPUTER AND INFORMATION SCIENCE：AI and Analytics ,文理学院,https://www.marquette.edu/grad/programs-computing.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,,所有回答无效,0,3,invalid,invalid,invalid
Marquette University,MS,COMPUTER AND INFORMATION SCIENCE：AI and Analytics ,文理学院,https://www.marquette.edu/grad/programs-computing.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,,"平票: {'not_applicable': 1, 'applicable': 1}",2,3,not_applicable,invalid,applicable
Marquette University,MS, Master of Science in Data Science,文理学院,https://www.marquette.edu/grad/programs-data-science-masters-degree.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,not applicable,只有一个有效回答,1,3,invalid,invalid,not_applicable
Marquette University,MS, Master of Science in Data Science,文理学院,https://www.marquette.edu/grad/programs-data-science-masters-degree.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,,所有回答无效,0,3,invalid,invalid,invalid
Marquette University,MS,APPLIED PSYCHOLOGY DATA ANALYTICS,文理学院,https://www.marquette.edu/grad/programs-graduate-applied-psychology-data-analytics.php,https://www.marquette.edu/psychology/graduate-program-overview.php,,"平票: {'applicable': 1, 'not_applicable': 1}",2,3,invalid,applicable,not_applicable
New Jersey Institute of Technology,M.S.,Masters of Science in Data Science - Statistics Track,科学与人文学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://math.njit.edu/ms-data-science-statistics-track,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
New Jersey Institute of Technology,M.S.,Data Science - M.S.（Newark）,计算机学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/ms-data-science,,"平票: {'applicable': 1, 'not_applicable': 1}",2,3,invalid,applicable,not_applicable
New Jersey Institute of Technology,M.S.,Data Science - M.S.（Jersey City）,计算机学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://jerseycity.njit.edu/ms-data-science,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
New Jersey Institute of Technology,PhD,Data Science - M.S.,计算机学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/phd-data-science,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
New Jersey Institute of Technology,PhD,Business Data Science - Ph.D.,管理学院,https://management.njit.edu/admission-requirements,https://management.njit.edu/phd-program,applicable,所有2个有效回答一致,2,3,applicable,applicable,invalid
Fordham University,M.A.,Master of Science in Data Science and Quantitative Economics,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Fordham University,MS,Master of Science in Data Science,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Fordham University,MS,Master of Science in Data Science,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Fordham University,MS,Master of Science in Data Science,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of South Florida,PhD,Big Data Analytics,商学院,https://www.usf.edu/business/graduate/phd-data-analytics/application-process.aspx,https://www.usf.edu/business/graduate/phd-data-analytics/index.aspx,,所有回答无效,0,3,invalid,invalid,invalid
University of South Florida,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,,所有回答无效,0,3,invalid,invalid,invalid
University of South Florida,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,,所有回答无效,0,3,invalid,invalid,invalid
Southern Methodist University,PHD,Ph.D. in Data Science,人文与科学学院,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Southern Methodist University,MS,Data Science & Applied Statistics MS,人文与科学学院,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate,applicable,只有一个有效回答,1,3,invalid,applicable,invalid
Southern Methodist University,MS,M.S in OR and Analytics ,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics,applicable,只有一个有效回答,1,3,applicable,invalid,invalid
Southern Methodist University,MS,M.S in OR and Analytics ,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics,,所有回答无效,0,3,invalid,invalid,invalid
Southern Methodist University,MS,M.S. Data Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering,not applicable,只有一个有效回答,1,3,invalid,not_applicable,invalid
Southern Methodist University,MS,M.S. Datacenter Systems Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng,applicable,Majority vote: 2/3,3,3,applicable,not_applicable,applicable
Southern Methodist University,MS,M.S. Data Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering,,"平票: {'applicable': 1, 'not_applicable': 1}",2,3,applicable,invalid,not_applicable
Southern Methodist University,MS,M.S. Datacenter Systems Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Temple University,MS,Statistics and Data Science,商学院,https://www.temple.edu/academics/schools-and-colleges/fox-school-of-business-and-management/fox-grad-specialized-master-s-admissions?p=18571,https://www.temple.edu/academics/degree-programs/statistics-and-data-science-ms-bu-sdsc-ms,applicable,Majority vote: 2/3,3,3,not_applicable,applicable,applicable
Temple University,MS,Computational Data Science MS,科学技术学院,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms/cst-grad-computational-data-science-admissions,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms,applicable,只有一个有效回答,1,2,invalid,applicable,invalid
University of Iowa,Ph.D,Statistics—data science,文理学院,https://grad.admissions.uiowa.edu/academics/statistics-ms-or-phd,https://stat.uiowa.edu/graduate/phd-statistics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Iowa,MS,data science,文理学院,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science,applicable,Majority vote: 2/3,3,3,applicable,not_applicable,applicable
University of Iowa,MS,data science,文理学院,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science,not applicable,Majority vote: 2/3,3,3,not_applicable,not_applicable,applicable
Auburn University,MS,Data Science and Engineering – Data Engineering Option,工程学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Auburn University,MS,Data Science and Engineering – Data Engineering Option,工程学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Auburn University,MS,Data Science and Engineering – Data Science Option,科学与数学学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Auburn University,MS,Data Science and Engineering – Data Science Option,科学与数学学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,applicable,Majority vote: 2/3,3,3,not_applicable,applicable,applicable
Baylor University,Ph.D.,Statistical Science  Concentration in Data Science,文理学院,https://statistics.artsandsciences.baylor.edu/graduate/how-apply,https://statistics.artsandsciences.baylor.edu/graduate/doctor-philosophy-phd,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
Drexel University,MS,MS in Data Science,计算与信息学院,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/,applicable,Majority vote: 2/3,3,3,applicable,not_applicable,applicable
Drexel University,MS,MS in Data Science,计算与信息学院,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
Drexel University,PhD,PhD in Information Science,计算与信息学院,https://drexel.edu/academics/grad-professional-programs/cci/information-science,https://drexel.edu/cci/academics/doctoral-programs/phd-information-science/,not applicable,所有2个有效回答一致,2,2,not_applicable,invalid,not_applicable
University of Oregon,MS,Data Science,Phil and Penny Knight Campus for Accelerating Scientific Impact,https://internship.uoregon.edu/apply,https://internship.uoregon.edu/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Rutgers University, Camden",M.S.,COMPUTER SCIENCE M.S.,文理研究生院,https://graduateschool.camden.rutgers.edu/computer-science-m-s/,https://cs.camden.rutgers.edu/graduate/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
"Rutgers University, Camden",M.S.,DATA SCIENCE M.S.,文理研究生院,https://graduateschool.camden.rutgers.edu/data-science-m-s/,https://datascience.camden.rutgers.edu/,applicable,Majority vote: 2/3,3,3,applicable,applicable,not_applicable
Rochester Institute of Technology,MS,Data Science MS  ,罗切斯特理工学院,https://www.rit.edu/study/data-science-ms,https://www.rit.edu/study/data-science-ms,not applicable,所有2个有效回答一致,2,3,invalid,not_applicable,not_applicable
Illinois Institute of Technology,M.S.,Economics and Data Analytics (M.S.),商学院,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/economics-and-data-analytics-ms,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
Illinois Institute of Technology,M.A.S,Data Science Master’s—Master of Applied Science (M.A.S.),计算机学院,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/data-science-mas,applicable,所有2个有效回答一致,2,3,invalid,applicable,applicable
"University of Colorado, Boulder",MS,Professional Master's in Data Science,工程与应用科学学院,https://www.colorado.edu/program/data-science/campus/admissions,https://www.colorado.edu/program/data-science/,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
