排名,大学名称,大学英文名称,所在城市,专业中文名称,专业英文名称,所属院系,所属院系（英文）,所属院系网址,学位,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址
67,匹兹堡大学,University of Pittsburgh,"Pittsburgh, PA",数学,Mathematics,文理研究生院,Kenneth P. Dietrich School of Arts and Sciences,https://www.as.pitt.edu,MS,"研究领域
代数、组合和几何

分析和偏微分方程

应用分析

数学生物学

数学金融

数值分析与科学计算

拓扑和微分几何",,$75 ,秋季,1月15日,3,90，小分不低于22；低于100，入学后需要参加英语测试，决定是否参加语言课程,7.0，小分不低于6.5；低于7.0，入学后需要参加英语测试，决定是否参加语言课程,不要求，但可以提交，包括科目考试,不接受,申请人的本科背景最好包括微积分、线性和抽象代数、微分方程以及实复分析等课程,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.mathematics.pitt.edu/graduate/admissions-and-financial-aid,https://www.mathematics.pitt.edu/graduate/graduate-degree-programs
67,乔治华盛顿大学,George Washington University,"Washington, DC",数学,Mathematics,文理学院,Columbian College of Arts & Sciences,https://columbian.gwu.edu,PHD,,,$80 ,秋季,1月15日,3,100,7.0，小分不低于6.0,要求，建议GRE科目考试,不接受,数学学士学位或类似课程,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://bulletin.gwu.edu/arts-sciences/mathematics/phd/#admissionstext,https://math.columbian.gwu.edu/phd-mathematics
67,乔治华盛顿大学,George Washington University,"Washington, DC",数学,Mathematics ,文理学院,Columbian College of Arts & Sciences,https://columbian.gwu.edu,MA,,,$80 ,秋季,2月1日；4月1日,3,80，推荐100（可免课前语言）,6.0，小分不低于5.0；推荐7.0，小分不低于6.0（可免课前语言）,要求，建议GRE科目考试,不接受,数学学士学位或类似课程,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://bulletin.gwu.edu/arts-sciences/mathematics/ma/#admissionstext,https://math.columbian.gwu.edu/ma-mathematics
67,乔治华盛顿大学,George Washington University,"Washington, DC",应用数学,Applied Mathematics ,文理学院,Columbian College of Arts and Sciences,https://columbian.gwu.edu,MS,,,$80 ,秋季,2月1日；4月1日,3,80，推荐100（可免课前语言）,6.0，小分不低于5.0；推荐7.0，小分不低于6.0（可免课前语言）,要求，建议GRE科目考试,不接受,数学学士学位或类似课程,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://bulletin.gwu.edu/arts-sciences/mathematics/ms/#admissionstext,https://math.columbian.gwu.edu/ms-applied-mathematics
67,维拉诺瓦大学,Villanova University,"Villanova, PA",数学,Master of Arts in Mathematics,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences,MA,,,$50,秋季,2月1日；8月1日,3,80,6.5,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ma-mathematics.html
67,维拉诺瓦大学,Villanova University,"Villanova, PA",数学,Master of Arts in Mathematics,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences/,MA,,,$50,春季,12月1日,3,80,6.5,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ma-mathematics.html
67,维拉诺瓦大学,Villanova University,"Villanova, PA",数学,Mathematics,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences.html,MA,,,$50,夏季,5月1日,要求,80,6.5,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ma-mathematics.html
67,雪城大学,Syracuse University,"Syracuse, NY",数学硕士,Mathematics M.S.,文理学院,College of Arts and Sciences,https://artsandsciences.syracuse.edu,MS,,,$75,秋季,1月26日,3,100,6.5，写作6.0，其余不低于6.5,数学科目考试可选,不要求,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/faq/,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/
67,雪城大学,Syracuse University,"Syracuse, NY",数学博士,Mathematics Ph.D.,文理学院,College of Arts and Sciences,https://artsandsciences.syracuse.edu,PHD,,,$75,秋季,1月26日,3,100,6.5，写作6.0，其余不低于6.5,数学科目考试可选,不要求,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/faq/,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/
73,杜兰大学,Tulane University,"New Orleans, LA",数学 ,Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu,MS,,,$50 ,秋季,6月1日,要求,接受,接受,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs
73,杜兰大学,Tulane University,"New Orleans, LA",数学 ,Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu,MS,,,$50 ,春季,11月1日,要求,接受,接受,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs
73,杜兰大学,Tulane University,"New Orleans, LA",数学 ,Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu,PhD,因为不强制需要托福和雅思，所有被科学与工程学院博士项目录取的国际学生都必须在 7 月份完成在线暑期 ESL 评估课程。10 小时（2 周）的评估课程将决定哪些学生在研究生学习的第一年必须参加额外的 ESL 课程（无例外）。,,无,秋季,1月15日；5月1日,要求,接受,接受,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs
73,杜兰大学,Tulane University,"New Orleans, LA",数学 ,Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu,PhD,因为不强制需要托福和雅思，所有被科学与工程学院博士项目录取的国际学生都必须在 7 月份完成在线暑期 ESL 评估课程。10 小时（2 周）的评估课程将决定哪些学生在研究生学习的第一年必须参加额外的 ESL 课程（无例外）。,,无,春季,11月1日,要求,接受,接受,不要求,不接受,申请前与学校联系确认是否有春季开学,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs
73,杜兰大学,Tulane University,"New Orleans, LA",应用数学 ,Applied Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu,MS,,,$50 ,秋季,6月1日,要求,接受,接受,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs
73,杜兰大学,Tulane University,"New Orleans, LA",应用数学 ,Applied Mathematics  ,理工学院,School of Science and Engineering,https://sse.tulane.edu,MS,,,$50 ,春季,11月1日,要求,接受,接受,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs
73,纽约州立大学宾汉姆顿分校,"Binghamton University, SUNY","Binghamton, NY",数学科学（PHD）,Mathematical Sciences (PHD),文理学院,Department of Mathematics and Statistics,https://www.binghamton.edu/math/,PHD,主要研究领域是代数、数论、分析、组合学、动力系统、几何/拓扑、图论、概率和统计学。,,$75 ,秋季,1月30日; 4月15日,3,80,6.5，小分不低于5.0,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/
73,纽约州立大学宾汉姆顿分校,"Binghamton University, SUNY","Binghamton, NY",数学科学（PHD）,Mathematical Sciences (PHD),文理学院,Department of Mathematics and Statistics,https://www.binghamton.edu/math/,PHD,主要研究领域是代数、数论、分析、组合学、动力系统、几何/拓扑、图论、概率和统计学。,,$75 ,春季,11月30日,3,80,6.5，小分不低于5.0,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/
73,纽约州立大学宾汉姆顿分校,"Binghamton University, SUNY","Binghamton, NY",数学科学（MA）,Mathematical Sciences (MA),文理学院,Department of Mathematics and Statistics,https://www.binghamton.edu/math/,MA,主要研究领域是代数、数论、分析、组合学、动力系统、几何/拓扑、图论、概率和统计学。,,$75 ,秋季,1月30日; 4月15日,3,80,6.5，小分不低于5.0,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/
73,纽约州立大学宾汉姆顿分校,"Binghamton University, SUNY","Binghamton, NY",数学科学（MA）,Mathematical Sciences (MA),文理学院,Department of Mathematics and Statistics,https://www.binghamton.edu/math/,MA,主要研究领域是代数、数论、分析、组合学、动力系统、几何/拓扑、图论、概率和统计学。,,$75 ,春季,11月30日,3,80,6.5，小分不低于5.0,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/
73,印第安纳大学伯明顿分校,"Indiana University, Bloomington","Bloomington, IN",数学物理（物理）,Mathematical Physics (Physics),文理学院,The College of Arts & Sciences,https://college.indiana.edu,Ph.D.,研究主题包括数学物理的所有传统和现代领域。,,$70 ,秋季,1月1日,3,80,,可选，物理科目考试可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://physics.indiana.edu/graduate/how-to-apply/index.html,https://physics.indiana.edu/graduate/doctoral-degrees/index.html
73,印第安纳大学伯明顿分校,"Indiana University, Bloomington","Bloomington, IN",数学,Mathematics,文理学院,The College of Arts & Sciences,https://college.indiana.edu,M.A.,,,$70 ,秋季,1月15日,3,80。推荐100,,推荐，GRE数学科目考试推荐,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.indiana.edu/graduate/how-to-apply/index.html,https://math.indiana.edu/graduate/index.html
73,印第安纳大学伯明顿分校,"Indiana University, Bloomington","Bloomington, IN",数学,Mathematics,文理学院,College of Arts and Sciences,https://college.indiana.edu,Ph.D.,,,$70 ,秋季,1月15日,3,80。推荐100,,要求，GRE数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.indiana.edu/graduate/how-to-apply/index.html,https://math.indiana.edu/graduate/index.html
73,印第安纳大学伯明顿分校,"Indiana University, Bloomington","Bloomington, IN",数学物理（数学）,Mathematical Physics (Mathematics),文理学院,College of Arts + Sciences,https://college.indiana.edu,Ph.D.,,,$70 ,秋季,1月15日,3,80。推荐100,,要求，GRE数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.indiana.edu/graduate/how-to-apply/index.html,https://math.indiana.edu/graduate/index.html
76,加州大学河滨分校,"University of California, Riverside","Riverside, CA",数学 ,Mathematics ,自然与农业科学学院,College of Natural and Agricultural Sciences,https://cnas.ucr.edu,MA,研究专业在以下领域：代数、分析、应用数学、几何、偏微分方程和拓扑学。,,$155 ,秋季,5月30日,3.2,80,7，小分不低于6,不需要,不接受,欢迎所有具有强大数学背景的申请人，先修课程要求请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://mathdept.ucr.edu/application-tips,https://mathdept.ucr.edu/prospective-graduate-students
76,加州大学河滨分校,"University of California, Riverside","Riverside, CA",数学 ,Mathematics ,自然与农业科学学院,College of Natural and Agricultural Sciences,https://cnas.ucr.edu,MS,研究专业在以下领域：代数、分析、应用数学、几何、偏微分方程和拓扑学。,,$155 ,秋季,5月30日,3.2,80,7，小分不低于6,不需要,不接受,欢迎所有具有强大数学背景的申请人，先修课程要求请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://mathdept.ucr.edu/application-tips,https://mathdept.ucr.edu/prospective-graduate-students
76,加州大学河滨分校,"University of California, Riverside","Riverside, CA",应用数学, Applied Mathematics,自然与农业科学学院,College of Natural and Agricultural Sciences,https://cnas.ucr.edu/,MS,专注于科学计算和数学建模，并在数学生物学，流体力学和医学成像分析中的应用。,,$155 ,秋季,5月30日,3.2,80,7，小分不低于6,不需要,不接受,欢迎所有具有强大数学背景的申请人，先修课程要求请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://mathdept.ucr.edu/application-tips,https://mathdept.ucr.edu/prospective-graduate-students
76,加州大学河滨分校,"University of California, Riverside","Riverside, CA",数学 ,Mathematics ,自然与农业科学学院,College of Natural and Agricultural Sciences,https://cnas.ucr.edu,PHD,研究专业在以下领域：代数、分析、应用数学、几何、偏微分方程和拓扑学。,,$155 ,秋季,12 月 18日；1 月 5日,3.2,80,7，小分不低于6,不需要,不接受,欢迎所有具有强大数学背景的申请人，先修课程要求请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://mathdept.ucr.edu/application-tips,https://mathdept.ucr.edu/prospective-graduate-students
76,科罗拉多矿业学院,Colorado School of Mines,"Golden, CO",应用数学和统计—计算与应用数学（非论文）, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS（非论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://ams.mines.edu/,MS,,,$95 ,秋季,3月1日,3,79，W17R20L21S21,6.5，小分不低于6.0,不需要,不接受,申请者通常需要完成微积分序列、计算机编程语言入门课程（包括 C、C++、Java、Python 或 Matlab）和以下数学课程：微分方程、线性代数、概率和统计，以及高级微积分/数学分析或证明介绍。完成偏微分方程、复杂分析、数学建模、数学生物学、数理统计、数值分析或科学计算方面的高级数学课程也是首选。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/
76,科罗拉多矿业学院,Colorado School of Mines,"Golden, CO",应用数学和统计—计算与应用数学（论文）, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS（论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://ams.mines.edu/,MS,,,$95 ,秋季,1月15日;3月1日,3,79，W17R20L21S21,6.5，小分不低于6.0,不需要,不接受,申请者通常需要完成微积分序列、计算机编程语言入门课程（包括 C、C++、Java、Python 或 Matlab）和以下数学课程：微分方程、线性代数、概率和统计，以及高级微积分/数学分析或证明介绍。完成偏微分方程、复杂分析、数学建模、数学生物学、数理统计、数值分析或科学计算方面的高级数学课程也是首选。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/
76,科罗拉多矿业学院,Colorado School of Mines,"Golden, CO",应用数学和统计—计算与应用数学（论文）, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS（论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://ams.mines.edu/,MS,,,$95 ,春季,10月1日,3,79，W17R20L21S21,6.5，小分不低于6.0,不需要,不接受,申请者通常需要完成微积分序列、计算机编程语言入门课程（包括 C、C++、Java、Python 或 Matlab）和以下数学课程：微分方程、线性代数、概率和统计，以及高级微积分/数学分析或证明介绍。完成偏微分方程、复杂分析、数学建模、数学生物学、数理统计、数值分析或科学计算方面的高级数学课程也是首选。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/
76,科罗拉多矿业学院,Colorado School of Mines,"Golden, CO",应用数学和统计—计算与应用数学, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://ams.mines.edu,PHD,,,$95 ,秋季,1月15日;3月1日,3,79，W17R20L21S21,6.5，小分不低于6.0,不需要,不接受,申请者通常需要完成微积分序列、计算机编程语言入门课程（包括 C、C++、Java、Python 或 Matlab）和以下数学课程：微分方程、线性代数、概率和统计，以及高级微积分/数学分析或证明介绍。完成偏微分方程、复杂分析、数学建模、数学生物学、数理统计、数值分析或科学计算方面的高级数学课程也是首选。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/
76,科罗拉多矿业学院,Colorado School of Mines,"Golden, CO",应用数学和统计—计算与应用数学, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://ams.mines.edu,PHD,,,$95 ,春季,10月1日,3,79，W17R20L21S21,6.5，小分不低于6.0,不需要,不接受,申请者通常需要完成微积分序列、计算机编程语言入门课程（包括 C、C++、Java、Python 或 Matlab）和以下数学课程：微分方程、线性代数、概率和统计，以及高级微积分/数学分析或证明介绍。完成偏微分方程、复杂分析、数学建模、数学生物学、数理统计、数值分析或科学计算方面的高级数学课程也是首选。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/
76,科罗拉多矿业学院,Colorado School of Mines,"Golden, CO",应用数学和统计—统计（非论文）, Applied Mathematics and Statistics—STATISTICS（非论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://ams.mines.edu/,MS,,,$95 ,秋季,3月1日,3,79，W17R20L21S21,6.5，小分不低于6.0,不需要,不接受,申请者通常需要完成微积分序列、计算机编程语言入门课程（包括 C、C++、Java、Python 或 Matlab）和以下数学课程：微分方程、线性代数、概率和统计，以及高级微积分/数学分析或证明介绍。完成偏微分方程、复杂分析、数学建模、数学生物学、数理统计、数值分析或科学计算方面的高级数学课程也是首选。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/
76,科罗拉多矿业学院,Colorado School of Mines,"Golden, CO",应用数学和统计—统计（论文）, Applied Mathematics and Statistics—STATISTICS（论文）,应用数学和统计学系,Colorado School of Mines,https://www.mines.edu,MS,,,$95 ,秋季,1月15日;3月1日,3,79，W17R20L21S21,6.5，小分不低于6.0,不需要,不接受,申请者通常需要完成微积分序列、计算机编程语言入门课程（包括 C、C++、Java、Python 或 Matlab）和以下数学课程：微分方程、线性代数、概率和统计，以及高级微积分/数学分析或证明介绍。完成偏微分方程、复杂分析、数学建模、数学生物学、数理统计、数值分析或科学计算方面的高级数学课程也是首选。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/
76,科罗拉多矿业学院,Colorado School of Mines,"Golden, CO",应用数学和统计—统计（论文）, Applied Mathematics and Statistics—STATISTICS（论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://ams.mines.edu/,MS,,,$95 ,春季,10月1日,3,79，W17R20L21S21,6.5，小分不低于6.0,不需要,不接受,申请者通常需要完成微积分序列、计算机编程语言入门课程（包括 C、C++、Java、Python 或 Matlab）和以下数学课程：微分方程、线性代数、概率和统计，以及高级微积分/数学分析或证明介绍。完成偏微分方程、复杂分析、数学建模、数学生物学、数理统计、数值分析或科学计算方面的高级数学课程也是首选。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/
76,科罗拉多矿业学院,Colorado School of Mines,"Golden, CO",应用数学和统计—统计, Applied Mathematics and Statistics—STATISTICS,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://ams.mines.edu/,PHD,,,$95 ,秋季,1月15日;3月1日,3,79，W17R20L21S21,6.5，小分不低于6.0,不需要,不接受,申请者通常需要完成微积分序列、计算机编程语言入门课程（包括 C、C++、Java、Python 或 Matlab）和以下数学课程：微分方程、线性代数、概率和统计，以及高级微积分/数学分析或证明介绍。完成偏微分方程、复杂分析、数学建模、数学生物学、数理统计、数值分析或科学计算方面的高级数学课程也是首选。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/
76,科罗拉多矿业学院,Colorado School of Mines,"Golden, CO",应用数学和统计—统计, Applied Mathematics and Statistics—STATISTICS,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://ams.mines.edu/,PHD,,,$95 ,春季,10月1日,3,79，W17R20L21S21,6.5，小分不低于6.0,不需要,不接受,申请者通常需要完成微积分序列、计算机编程语言入门课程（包括 C、C++、Java、Python 或 Matlab）和以下数学课程：微分方程、线性代数、概率和统计，以及高级微积分/数学分析或证明介绍。完成偏微分方程、复杂分析、数学建模、数学生物学、数理统计、数值分析或科学计算方面的高级数学课程也是首选。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/
76,科罗拉多矿业学院,Colorado School of Mines,"Golden, CO",应用数学和统计—数据科学（非论文）, Applied Mathematics and Statistics—DATA SCIENCE（非论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://ams.mines.edu,MS,,,$95 ,秋季,3月1日,3,79，W17R20L21S21,6.5，小分不低于6.0,不需要,不接受,申请者通常需要完成微积分序列、计算机编程语言入门课程（包括 C、C++、Java、Python 或 Matlab）和以下数学课程：微分方程、线性代数、概率和统计，以及高级微积分/数学分析或证明介绍。完成偏微分方程、复杂分析、数学建模、数学生物学、数理统计、数值分析或科学计算方面的高级数学课程也是首选。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/
76,纽约州立大学水牛城分校,"University at Buffalo, SUNY","Buffalo, NY",自然科学 - 跨学科硕士,Natural Science-Interdisciplinary MS,文理学院,College of Arts and Sciences,https://arts-sciences.buffalo.edu,MS,研究领域包括 生物科学、 化学、 地质学、 数学和物理学。,2年,$75 ,秋季,5月 1 日,3,79,6.5,不要求,不要求,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/graduate-interdisciplinary/admissions.html,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/graduate-interdisciplinary/degree-options/natural-sciences-mathematics.html
76,纽约州立大学水牛城分校,"University at Buffalo, SUNY","Buffalo, NY",数学硕士,Mathematics MA,文理学院,College of Arts and Sciences,https://www.buffalo.edu/cas,MA,学生参与分析、代数、应用数学和几何/拓扑等主要领域的数学研究。,1.5-2年,$75 ,秋季,1月15日;4月30日,3,79,6.5,强烈建议，数学科目考试可选,不要求,申请者应具有强大的数学本科背景，但入学不需要数学学士学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.buffalo.edu/cas/math/grad/grad-admissions.html,https://www.buffalo.edu/cas/math/grad/master-program.html
76,纽约州立大学水牛城分校,"University at Buffalo, SUNY","Buffalo, NY",数学硕士,Mathematics MA,文理学院,College of Arts and Sciences,https://www.buffalo.edu/cas,MA,学生参与分析、代数、应用数学和几何/拓扑等主要领域的数学研究。,1.5-2年,$75 ,春季,11月1日,3,79,6.5,强烈建议，数学科目考试可选,不要求,申请者应具有强大的数学本科背景，但入学不需要数学学士学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.buffalo.edu/cas/math/grad/grad-admissions.html,https://www.buffalo.edu/cas/math/grad/master-program.html
76,纽约州立大学水牛城分校,"University at Buffalo, SUNY","Buffalo, NY",计算与应用数学理学硕士（MS）,Master of Science (MS)   in Computational and Applied Mathematics,文理学院,College of Arts and Sciences,https://www.buffalo.edu/cas,MS,学生将获得高度适销对路的技术，涉及网络，复杂系统，机器学习和数据分析以及更传统的主题，如概率，统计学，计算方法和其他应用数学方法。,1.5年,$75 ,秋季,1月15日;4月30日,3,79,6.5,强烈建议，数学科目考试可选,不要求,申请者应具有强大的数学本科背景，但入学不需要数学学士学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.buffalo.edu/cas/math/grad/grad-admissions.html,https://www.buffalo.edu/cas/math/grad/ms-program.html
76,纽约州立大学水牛城分校,"University at Buffalo, SUNY","Buffalo, NY",数学博士,Mathematics PhD,文理学院,College of Arts and Sciences,https://arts-sciences.buffalo.edu,PhD,学生参与分析、代数、应用数学和几何/拓扑等主要领域的数学研究。,5年,$75 ,秋季,1月15日;4月30日,3,79,6.5,强烈建议，数学科目考试可选,不要求,申请者应具有强大的数学本科背景，但入学不需要数学学士学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.buffalo.edu/cas/math/grad/grad-admissions.html,https://www.buffalo.edu/cas/math/grad/doctoral-program.html
76,纽约州立大学水牛城分校,"University at Buffalo, SUNY","Buffalo, NY",数学博士,Mathematics PhD,文理学院,College of Arts and Sciences,https://www.buffalo.edu/cas,PhD,学生参与分析、代数、应用数学和几何/拓扑等主要领域的数学研究。,5年,$75 ,春季,11月1日,3,79,6.5,强烈建议，数学科目考试可选,不要求,申请者应具有强大的数学本科背景，但入学不需要数学学士学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.buffalo.edu/cas/math/grad/grad-admissions.html,https://www.buffalo.edu/cas/math/grad/doctoral-program.html
76,史蒂文斯理工学院,Stevens Institute of Technology,"Hoboken, NJ",数学,"MATHEMATICS, M.S.",工程与科学学院,Charles V. Schaefer,https://www.stevens.edu/schaefer-school-engineering-science,PHD,代数密码学、计算代数、不确定性下的决策、群论、科学与工程中的逆问题、数值分析、优化、偏微分方程、量子算法、可靠性理论、规避风险优化、统计学习、随机建模、统计学,,$60 ,秋季,2月1日,3,74-85，低于86需注册语言课程,6.0-7.0，低于7.0需注册语言课程,要求,接受,数学、应用数学或计算机科学硕士学位，在这些领域拥有学士学位并表现出扎实的数学和分析方向的特别合格的申请人可以直接申请博士课程而不是硕士课程。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.stevens.edu/program/mathematics-phd,https://www.stevens.edu/program/mathematics-phd
