大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,课程网址,处理状态,有效URL数量,置信度分数,发现课程编号
Northeastern University ,MS,Master of Professional Studies in Analytics,东北大学（弗吉尼亚州阿灵顿）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://arlington.northeastern.edu/programs/analytics/,,所有URL内容获取失败,0,0,
Northeastern University ,MPS,Analytics — Oakland,东北大学（奥克兰校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://oakland.northeastern.edu/programs/master-of-professional-studies-in-analytics/,,所有URL内容获取失败,0,0,
Northeastern University ,MPS,Analytics — Portland,东北大学（波特兰校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://roux.northeastern.edu/programs/master-of-professional-studies-in-analytics-portland-2/,,所有URL内容获取失败,0,0,
Northeastern University ,MS,Align DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-align-portland/,,所有URL内容获取失败,0,0,
Northeastern University ,MS,Align DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-align-portland/,,所有URL内容获取失败,0,0,
Northeastern University ,MS,DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-portland/,,所有URL内容获取失败,0,0,
Northeastern University ,MS,DATA SCIENCE,东北大学（波特兰校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-portland/,,所有URL内容获取失败,0,0,
Northeastern University ,MS,Analytics — Silicon Valley,东北大学（硅谷校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://siliconvalley.northeastern.edu/academic_program/master-professional-studies-analytics/,https://siliconvalley.northeastern.edu/academic_program/master-professional-studies-analytics/,单一URL验证通过 (置信度: 61),1,61,
Northeastern University ,MS,Align DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://siliconvalley.northeastern.edu/academic_program/align-masters-of-science-in-data-science/,,所有URL内容获取失败,0,0,
Northeastern University ,MS,Align DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://siliconvalley.northeastern.edu/academic_program/align-masters-of-science-in-data-science/,,所有URL内容获取失败,0,0,
Northeastern University ,MS,DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,单一URL验证通过 (置信度: 60),1,60,
Northeastern University ,MS,DATA SCIENCE,东北大学（硅谷校区）,https://www.khoury.northeastern.edu/apply/masters-apply/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,单一URL验证通过 (置信度: 60),1,60,
Northeastern University ,MS,Analytics  ,东北大学（西雅图校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-silicon-valley/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-silicon-valley/,单一URL验证通过 (置信度: 180),1,180,ALY 6000; ALY 6080; ALY 6980; ALY 6020
Northeastern University ,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,,所有URL内容获取失败,0,0,
Northeastern University ,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,,所有URL内容获取失败,0,0,
Northeastern University ,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,,所有URL内容获取失败,0,0,
Northeastern University ,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,,单一URL验证失败 (置信度: 32),1,0,
Northeastern University ,MS,Analytics ,东北大学（西雅图校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://seattle.northeastern.edu/academic_program/master-professional-studies-analytics/,,所有URL内容获取失败,0,0,
Northeastern University（Toronto）,MS,Analytics — Toronto,东北大学（加拿大多伦多校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://toronto.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,,所有URL内容获取失败,0,0,
Northeastern University（Vancouver）,MS,Analytics — Vancouver,东北大学（加拿大温哥华校区）,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,,无有效URL,0,0,
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,,所有URL内容获取失败,0,0,
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,硕士预科项目,Analytics（College of Professional Studies）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/analytics/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-boston/,规则选择完成 (置信度: 170; 发现6个课程编号),2,170,ITC 6000; ALY 6000; ALY 6080; ALY 6980; ALY 6020
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,,所有URL内容获取失败,0,0,
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,,所有URL内容获取失败,0,0,
Florida State University,PHD,Data Science,文理学院,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,,无有效URL,0,0,
Florida State University,MS,Data Science,文理学院,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,,所有URL内容获取失败,0,0,
Florida State University,MS,Statistical Data Science ,文理学院,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,https://stat.fsu.edu/graduate-program/master-science-degree,单一URL验证通过 (置信度: 310),1,310,STA 5126; STA 5172; STA 5206; STA 5207; STA 5323
Florida State University,MS,Statistical Data Science ,文理学院,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,https://stat.fsu.edu/graduate-program/master-science-degree,单一URL验证通过 (置信度: 310),1,310,STA 5126; STA 5172; STA 5206; STA 5207; STA 5323
"University of Minnesota, Twin Cities",MS,Data Science M.S.,理工学院,https://cse.umn.edu/datascience/graduate-admission-requirements,https://cse.umn.edu/datascience/masters,,所有URL内容获取失败,0,0,
"University of Minnesota, Twin Cities",MS,M.S. in Data Science in Operations Research,理工学院,https://cse.umn.edu/isye/apply-ms-data-science-operations-research-program,https://cse.umn.edu/isye/ms-data-science-operations-research,,所有URL内容获取失败,0,0,
"University of Minnesota, Twin Cities",MS,M.S. in Industrial and Systems Engineering (Analytics Track),理工学院,https://cse.umn.edu/isye/apply-ms-analytics,https://cse.umn.edu/isye/analytics,,所有URL内容获取失败,0,0,
"University of Minnesota, Twin Cities",MS,MS Mathematics: Data Science,理工学院,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,,所有URL内容获取失败,0,0,
College of William & Mary,MS,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://catalog.wm.edu/preview_program.php?catoid=38&poid=8302,单一URL验证通过 (置信度: 60),1,60,HELP 2024
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,,单一URL验证失败 (置信度: 30),1,0,
College of William & Mary,MS,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://catalog.wm.edu/preview_program.php?catoid=36&poid=7790&hl=%22Applied+Science%22&returnto=search,单一URL验证通过 (置信度: 60),1,60,HELP 2024
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,,单一URL验证失败 (置信度: 20),1,0,
University of Connecticut,M.S.,Data Science,文理学院,https://masters.datascience.uconn.edu/apply/,https://masters.datascience.uconn.edu/on-campus-masters-in-data-science/,https://masters.datascience.uconn.edu/courses/,单一URL验证通过 (置信度: 255),1,255,GRAD 5100; STAT 5405; STAT 5505; STAT 5605; BIST 5505
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,单一URL验证通过 (置信度: 140),1,140,AMS 507; AMS 572; AMS 580; AMS 530; AMS 597
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,单一URL验证通过 (置信度: 140),1,140,AMS 507; AMS 572; AMS 580; AMS 530; AMS 597
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,单一URL验证通过 (置信度: 140),1,140,AMS 507; AMS 572; AMS 580; AMS 530; AMS 597
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,单一URL验证通过 (置信度: 140),1,140,AMS 507; AMS 572; AMS 580; AMS 530; AMS 597
"North Carolina State University, Raleigh",MCS, Computer Science- Data Science,工程学院,https://www.csc.ncsu.edu/academics/graduate/procedure.php,https://www.csc.ncsu.edu/academics/graduate/degrees/ds.php,https://www.csc.ncsu.edu/academics/graduate/degrees/ds.php,单一URL验证通过 (置信度: 123),1,123,CSC 600; CSC 505; CSC 520; CSC 522; CSC 720
"North Carolina State University, Raleigh",MS,Advanced Analytics,研究生院,https://analytics.ncsu.edu/?page_id=13892,https://analytics.ncsu.edu/,,所有URL内容获取失败,0,0,
"Pennsylvania State University, University Park",MS,Informatics(Data Sciences),信息科学与技术学院,https://ist.psu.edu/prospective/graduate/application/ms,https://ist.psu.edu/prospective/graduate/ms-informatics,,单一URL验证失败 (置信度: 13),1,0,
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,https://catalog.rpi.edu/preview_program.php?catoid=24&poid=5573,规则选择完成 (置信度: 75),2,75,
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,,无URL达到课程页面标准，最高置信度: 49,2,0,
Michigan State University,MS,MASTER'S IN BUSINESS DATA SCIENCE & ANALYTICS,商学院,https://broad.msu.edu/masters/business-data-science-analytics/admissions/,https://broad.msu.edu/masters/business-data-science-analytics/,https://broad.msu.edu/masters/business-data-science-analytics/curriculum/,单一URL验证通过 (置信度: 114),1,114,ITM 843; ITM 887; ITM 818; ITM 891; ITM 886
Michigan State University,MS,Master of Science  in Data Science,自然科学学院,https://msds.msu.edu/prospective-students.aspx,https://msds.msu.edu/,,无有效URL,0,0,
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,,所有URL内容获取失败,0,0,
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,,所有URL内容获取失败,0,0,
University of Miami,MS, Master of Science in Data Science,文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,https://msdatascience.as.miami.edu/academics/curriculum/index.html,规则选择完成 (置信度: 155),2,155,
University of Miami,MS, Master of Science in Data Science：Technical Data Science (College of Arts & Sciences and College of Engineering),文理学院,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,https://msdatascience.as.miami.edu/academics/curriculum/index.html,规则选择完成 (置信度: 155),2,155,
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,单一URL验证通过 (置信度: 230),1,230,INFSCI 2150; INFSCI 2300; INFSCI 2591; INFSCI 2710; TELCOM 2310
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,单一URL验证通过 (置信度: 230),1,230,INFSCI 2150; INFSCI 2300; INFSCI 2591; INFSCI 2710; TELCOM 2310
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,单一URL验证通过 (置信度: 230),1,230,INFSCI 2150; INFSCI 2300; INFSCI 2591; INFSCI 2710; TELCOM 2310
University of Pittsburgh,PHD,Doctor of Philosophy in Information Science,计算机和信息学院,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/doctoral-degrees/information-science-phd,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF8jHHImlhTlWjooG8FNM5ATBRO_Ptmah3gRIMe8U806VibDXVAjltd9_3q84vf0_rhVjqUYqCM5xOkenpGXJ28NeM3ERW7Sb48aAFuSOrEswq5azSiAdWdLFAYWD7ZrlQQIzQXlYXEa7X6IRmzf03-pxif6364C64KWSwrHAajyPIXIbLr6azoUymf1Ietx60=,规则选择完成 (置信度: 350; 发现15个课程编号),3,350,HELP 2024; INFSCI 2020; INFSCI 2300; INFSCI 2350; INFSCI 2510
University of Pittsburgh,MS,Industrial Engineering：Data Science,工程学院,https://www.engineering.pitt.edu/departments/industrial/admissions/graduate-admissions/,https://www.engineering.pitt.edu/departments/industrial/graduate/masters/masters-program/,,所有URL内容获取失败,0,0,
University of Pittsburgh,MS,Industrial Engineering：Data Science,工程学院,https://www.engineering.pitt.edu/departments/industrial/admissions/graduate-admissions/,https://www.engineering.pitt.edu/departments/industrial/graduate/masters/masters-program/,,所有URL内容获取失败,0,0,
George Washington University,MS,Data Science ,文理学院,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,https://datasci.columbian.gwu.edu/ms-data-science,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,单一URL验证通过 (置信度: 123),1,123,
George Washington University,MS,Data Science ,文理学院,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,https://datasci.columbian.gwu.edu/ms-data-science,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,单一URL验证通过 (置信度: 123),1,123,
George Washington University,MS,Data Analytics ,工程学院,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,https://cs.engineering.gwu.edu/master-science-data-analytics,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,单一URL验证通过 (置信度: 195),1,195,CSCI 6362; CSCI 6441
George Washington University,MS,Data Analytics ,工程学院,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,https://cs.engineering.gwu.edu/master-science-data-analytics,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,规则选择完成 (置信度: 195; 发现2个课程编号),2,195,CSCI 6362; CSCI 6441
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,,所有URL内容获取失败,0,0,
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,,所有URL内容获取失败,0,0,
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,,所有URL内容获取失败,0,0,
Syracuse University,MS,APPLIED DATA SCIENCE,信息研究学院,https://ischool.syr.edu/admissions-aid/how-to-apply/apply-to-graduate-programs/,https://ischool.syr.edu/academics/applied-data-science-masters-degree/,,所有URL内容获取失败,0,0,
Syracuse University,MS,APPLIED DATA SCIENCE,信息研究学院,https://ischool.syr.edu/admissions-aid/how-to-apply/apply-to-graduate-programs/,https://ischool.syr.edu/academics/applied-data-science-masters-degree/,,所有URL内容获取失败,0,0,
Syracuse University,PHD,Information Science and Technology,信息研究学院,https://ischool.syr.edu/admissions-aid/how-to-apply/phd-application-checklist/,https://ischool.syr.edu/academics/ph-d-in-information-science-and-technology/,,所有URL内容获取失败,0,0,
"Binghamton University, SUNY",MS,Data Analytics (MS),研究生跨学科项目,https://www.binghamton.edu/academics/programs/data-analytics/admissions.html,https://www.binghamton.edu/academics/programs/data-analytics/,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHlS-8nlTrxFczcWYPdo-hCWESww6iphGV-sgXgnwOh7rtzIekOHn4nrZXkGDyNM335bVR9V9o28eHg4BM-HtuciQgMAHQdFGwnu0GVVZbZutX3DdMNE38056ziw3IPsVTMPUUCaWTxe-1OeadQ4tjc7ZmfrAjU5tSQlICGGvQ7h_VvuaTa8hQ=,规则选择完成 (置信度: 140; 发现8个课程编号; 学科: cs_data),3,140,DATA 500; DATA 501; DATA 502; DATA 504; DATA 580A
"Binghamton University, SUNY",MS,MS in Information Systems: Applied Data Science,工程学院,https://www.binghamton.edu/apps/academics/program/gd/information-systems,https://www.binghamton.edu/computer-science/graduate-programs/msis/msis-datascience.html,https://www.binghamton.edu/computer-science/graduate-programs/msis/msis-datascience.html,单一URL验证通过 (置信度: 116),1,116,INFO 535; INFO 536; INFO 505; INFO 533; INFO 537
"Indiana University, Bloomington",M.S., Dual M.S. Degree program in Statistical Science and Data Science,文理学院,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,单一URL验证通过 (置信度: 110),1,110,STAT 500
"Indiana University, Bloomington",M.S., Dual M.S. Degree program in Data Science and Applied Statistics,文理学院,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,单一URL验证通过 (置信度: 110),1,110,STAT 500
"Indiana University, Bloomington",M.S.,Data Science—Applied Data Science Track,信息学，计算机和工程学院,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,,所有URL内容获取失败,0,0,
"Indiana University, Bloomington",M.S.,Data Science—Big Data Systems Track,信息学，计算机和工程学院,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,,所有URL内容获取失败,0,0,
"Indiana University, Bloomington",M.S.,Data Science—Computational and Analytical Track,信息学，计算机和工程学院,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,,所有URL内容获取失败,0,0,
"Indiana University, Bloomington",M.S.,Data Science—Managerial Data Science Track,信息学，计算机和工程学院,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,,所有URL内容获取失败,0,0,
"University of California, Riverside",MS,MS in Computational Data Science,工程学院,https://datascience.ucr.edu/ms-computational-data-science-application-requirements,https://datascience.ucr.edu/graduate/computational-data-science,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG3B7YBvJBA__Nt-pJGVVFjzGXpcqKAXuu8MGBWikQV3d8Q7Qvt8zY_ux27wdq527D26eeYsK811jsFzUy5k7Ekg8B6CKF265jFT9Ejcn9-5_VhPhd_r2hTbGVgMRQm4OA7p0bGM4vactPCeHlm3pMMHA-cQPIxLOAeFyMrZZWvKLuhQWAD,规则选择完成 (置信度: 191; 发现15个课程编号; 学科: cs_data),2,191,CS 252A; CS 252B; CS 224; CS 226; CS 236
Colorado School of Mines,MS, Applied Mathematics and Statistics—DATA SCIENCE（非论文）,应用数学和统计学系,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://ams.mines.edu/graduate-program/,单一URL验证通过 (置信度: 245),1,245,MATH 500; MATH 501; SYGN 502; MATH 514; MATH 550
Colorado School of Mines,MS,DATA SCIENCE（非论文）,研究生跨学科项目,https://gradprograms.mines.edu/masters-in-data-science/,https://datascience.mines.edu/programs/,https://datascience.mines.edu/programs/,单一URL验证通过 (置信度: 183),1,183,MATH 332; MATH 334; CSCI 261; MATH 530; MATH 560
"University at Buffalo, SUNY",MS,Industrial Engineering (Data Analytics Engineering)  ,工程与应用科学学院,https://engineering.buffalo.edu/industrial-systems/masters-programs/admissions.html,https://engineering.buffalo.edu/industrial-systems/masters-programs/ms-industrial-engineering/ms-data-analytics.html,,单一URL验证失败 (置信度: 53),1,0,
"University at Buffalo, SUNY",MS,Industrial Engineering (Data Analytics Engineering)  ,工程与应用科学学院,https://engineering.buffalo.edu/industrial-systems/masters-programs/admissions.html,https://engineering.buffalo.edu/industrial-systems/masters-programs/ms-industrial-engineering/ms-data-analytics.html,,单一URL验证失败 (置信度: 53),1,0,
"University at Buffalo, SUNY",MPS,Data Sciences and Applications MPS,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,单一URL验证通过 (置信度: 260),1,260,EAS 503; CDA 502; MGS 613; CDA 511; CDA 531
"University at Buffalo, SUNY",MPS,Data Sciences and Applications MPS,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,单一URL验证通过 (置信度: 260),1,260,EAS 503; CDA 502; MGS 613; CDA 511; CDA 531
"University at Buffalo, SUNY",MS,Engineering Science (Data Science) MS,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,单一URL验证通过 (置信度: 245),1,245,MTH 309; CSE 113; EAS 502; EAS 501; EAS 508
"University at Buffalo, SUNY",MS,Engineering Science (Data Science) MS,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,单一URL验证通过 (置信度: 245),1,245,MTH 309; CSE 113; EAS 502; EAS 501; EAS 508
"University at Buffalo, SUNY",PhD,Computational and Data Enabled Sciences PhD,工程与应用科学学院,https://www.buffalo.edu/ai-data-science/academics/grad/cdse-phd.html,https://www.buffalo.edu/ai-data-science/academics/grad/cdse-phd.html,https://www.buffalo.edu/ai-data-science/academics/grad/cdse-phd.html,单一URL验证通过 (置信度: 182),1,182,CSE 574; MTH 537; MTH 548
Stevens Institute of Technology,PHD,Ph.D. in Data Science,商学院,https://www.stevens.edu/school-business/phd-programs/data-science-phd-program,https://www.stevens.edu/school-business/phd-programs/data-science-phd-program,,所有URL内容获取失败,0,0,
Stevens Institute of Technology,MBA,ANALYTICS MBA,商学院,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/program/analytics-mba,,所有URL内容获取失败,0,0,
Stevens Institute of Technology,MBA,ANALYTICS MBA,商学院,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/program/analytics-mba,,所有URL内容获取失败,0,0,
Stevens Institute of Technology,MS,"DATA SCIENCE, M.S. ",工程与科学学院,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/program/data-science-masters,,所有URL内容获取失败,0,0,
Stevens Institute of Technology,MS,"DATA SCIENCE, M.S. ",工程与科学学院,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/program/data-science-masters,,所有URL内容获取失败,0,0,
University of Delaware,MS,Data Science,文理学院,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/data-scientist/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,,所有URL内容获取失败,0,0,
